,0,1,2,3,4,5,6,Stock
14,Employee Benefit Expenses,1120.36,1048.00,970.23,884.80,806.30,,tataconsumerproducts
15,Finance Costs,87.16,72.78,68.69,77.86,52.47,,tataconsumerproducts
16,Depreciation And Amortisation Expenses,304.08,278.01,254.74,241.71,122.57,,tataconsumerproducts
17,Other Expenses,2587.75,2385.78,2064.25,1938.72,1553.44,,tataconsumerproducts
18,Total Expenses,12317.93,11057.38,10381.70,8664.84,6640.63,,tataconsumerproducts
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1634.11,1508.05,1341.71,1084.17,768.00,,tataconsumerproducts
20,Exceptional Items,159.45,-52.06,-30.65,-274.79,-33.29,,tataconsumerproducts
21,Profit/Loss Before Tax,1793.56,1455.99,1311.06,809.38,734.71,,tataconsumerproducts
22,Tax Expenses-Continued Operations,,,,,,,tataconsumerproducts
23,Current Tax,376.76,220.24,98.16,89.05,256.03,,tataconsumerproducts
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,tataconsumerproducts
25,Deferred Tax,70.28,156.80,219.11,185.14,4.85,,tataconsumerproducts
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,tataconsumerproducts
27,Total Tax Expenses,447.04,377.04,317.27,274.19,260.88,,tataconsumerproducts
28,Profit/Loss After Tax And Before ExtraOrdinary Items,1346.52,1078.95,993.79,535.19,473.83,,tataconsumerproducts
29,Profit/Loss From Continuing Operations,1346.52,1078.95,993.79,535.19,473.83,,tataconsumerproducts
30,Profit/Loss For The Period,1346.52,1078.95,993.79,535.19,473.83,,tataconsumerproducts
31,Minority Interest,-116.37,-79.38,-73.77,-0.35,-48.79,,tataconsumerproducts
32,Consolidated Profit/Loss After MI And Associates,1203.77,935.78,856.69,459.76,408.19,,tataconsumerproducts
33,OTHER ADDITIONAL INFORMATION,,,,,,,tataconsumerproducts
34,EARNINGS PER SHARE,,,,,,,tataconsumerproducts
35,Basic EPS (Rs.),13.00,10.00,9.00,5.00,6.00,,tataconsumerproducts
36,Diluted EPS (Rs.),13.00,10.00,9.00,5.00,6.00,,tataconsumerproducts
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,tataconsumerproducts
38,Equity Share Dividend,557.54,373.23,248.82,189.43,178.68,,tataconsumerproducts
39,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,,tataconsumerproducts
0,Profit & Loss account of Tata Motors (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,tatamotors
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,tatamotors
2,INCOME,,,,,,,tatamotors
3,Revenue From Operations [Gross],342874.58,275235.23,246972.17,258594.36,299190.59,,tatamotors
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,tatamotors
5,Revenue From Operations [Net],342874.58,275235.23,246972.17,258594.36,299190.59,,tatamotors
6,Total Operating Revenues,345966.96,278453.62,249794.75,261067.97,301938.40,,tatamotors
7,Other Income,4633.19,3053.63,2643.19,2973.15,2965.31,,tatamotors
8,Total Revenue,350600.15,281507.25,252437.94,264041.12,304903.71,,tatamotors
9,EXPENSES,,,,,,,tatamotors
10,Cost Of Materials Consumed,208944.31,160920.56,141357.27,152671.47,181009.08,,tatamotors
11,Purchase Of Stock-In Trade,22306.95,18374.77,12250.09,12228.35,13258.83,,tatamotors
12,Operating And Direct Expenses,10675.71,9223.95,5226.63,4188.49,4224.57,,tatamotors
13,Changes In Inventories Of FGWIP And Stock In Trade,-4781.62,1590.49,4684.16,2231.19,2053.28,,tatamotors
14,Employee Benefit Expenses,33654.70,30808.52,27648.48,30438.60,33243.87,,tatamotors
15,Finance Costs,10225.48,9311.86,8097.17,7243.33,5758.60,,tatamotors
16,Depreciation And Amortisation Expenses,24860.36,24835.69,23546.71,21425.43,23590.63,,tatamotors
17,Other Expenses,61682.08,47212.53,39189.82,58826.20,63144.03,,tatamotors
18,Total Expenses,349133.13,287881.08,249151.20,271749.66,306623.30,,tatamotors
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1467.02,-6373.83,3286.74,-7708.54,-1719.59,,tatamotors
20,Exceptional Items,1590.53,-629.58,-13761.02,-2871.44,-29651.56,,tatamotors
21,Profit/Loss Before Tax,3057.55,-7003.41,-10474.28,-10579.98,-31371.15,,tatamotors
22,Tax Expenses-Continued Operations,,,,,,,tatamotors
23,Current Tax,3258.35,2669.98,1710.18,1893.05,2225.23,,tatamotors
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,tatamotors
25,Deferred Tax,-2554.29,1561.31,831.68,-1497.80,-4662.68,,tatamotors
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,tatamotors
27,Total Tax Expenses,704.06,4231.29,2541.86,395.25,-2437.45,,tatamotors
28,Profit/Loss After Tax And Before ExtraOrdinary Items,2353.49,-11234.70,-13016.14,-10975.23,-28933.70,,tatamotors
29,Profit/Loss From Continuing Operations,2353.49,-11234.70,-13016.14,-10975.23,-28933.70,,tatamotors
30,Profit/Loss For The Period,2353.49,-11234.70,-13016.14,-10975.23,-28933.70,,tatamotors
31,Minority Interest,-275.58,-132.71,-56.29,-95.62,-102.03,,tatamotors
32,Consolidated Profit/Loss After MI And Associates,2414.29,-11441.47,-13451.39,-12070.85,-28826.23,,tatamotors
33,OTHER ADDITIONAL INFORMATION,,,,,,,tatamotors
34,EARNINGS PER SHARE,,,,,,,tatamotors
35,Basic EPS (Rs.),6.00,-30.00,-37.00,-35.00,-85.00,,tatamotors
36,Diluted EPS (Rs.),6.00,-30.00,-37.00,-35.00,-85.00,,tatamotors
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,tatamotors
38,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,,tatamotors
39,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,,tatamotors
0,Profit & Loss account of The Tata Power Company (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,thetatapowercompany
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,thetatapowercompany
2,INCOME,,,,,,,thetatapowercompany
3,Revenue From Operations [Gross],53623.89,41461.68,31596.30,28147.60,28788.47,,thetatapowercompany
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,thetatapowercompany
5,Revenue From Operations [Net],53623.89,41461.68,31596.30,28147.60,28788.47,,thetatapowercompany
6,Total Operating Revenues,55109.08,42815.67,32468.10,29136.37,29881.06,,thetatapowercompany
7,Other Income,1438.02,919.96,439.24,562.61,386.15,,thetatapowercompany
8,Total Revenue,56547.10,43735.63,32907.34,29698.98,30267.21,,thetatapowercompany
9,EXPENSES,,,,,,,thetatapowercompany
10,Cost Of Materials Consumed,3882.30,3832.83,2628.19,957.18,919.35,,thetatapowercompany
11,Purchase Of Stock-In Trade,56.15,49.11,28.89,111.74,345.22,,thetatapowercompany
12,Operating And Direct Expenses,1194.95,1018.19,504.60,214.00,248.23,,thetatapowercompany
13,Changes In Inventories Of FGWIP And Stock In Trade,43.53,-199.22,0.41,-15.64,24.37,,thetatapowercompany
14,Employee Benefit Expenses,3624.26,3611.63,2156.48,1440.64,1339.05,,thetatapowercompany
15,Finance Costs,4371.65,3859.02,4010.39,4493.73,4170.00,,thetatapowercompany
16,Depreciation And Amortisation Expenses,3439.20,3122.20,2744.94,2633.56,2393.13,,thetatapowercompany
17,Other Expenses,5775.31,4060.42,2812.48,2342.78,2260.15,,thetatapowercompany
18,Total Expenses,55213.61,42285.72,32295.75,28320.84,29699.05,,thetatapowercompany
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1333.49,1449.91,611.59,1378.14,568.16,,thetatapowercompany
20,Exceptional Items,924.05,-389.74,501.75,37.47,1849.10,,thetatapowercompany
21,Profit/Loss Before Tax,2257.54,1060.17,1113.34,1415.61,2417.26,,thetatapowercompany
22,Tax Expenses-Continued Operations,,,,,,,thetatapowercompany
23,Current Tax,804.33,580.30,647.57,494.30,524.66,,thetatapowercompany
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,thetatapowercompany
25,Deferred Tax,1010.30,492.93,-145.69,330.95,544.02,,thetatapowercompany
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,thetatapowercompany
27,Total Tax Expenses,1647.33,379.56,501.88,641.49,1087.59,,thetatapowercompany
28,Profit/Loss After Tax And Before ExtraOrdinary Items,610.21,680.61,611.46,774.12,1329.67,,thetatapowercompany
29,Profit/Loss From Continuing Operations,610.21,680.61,611.46,774.12,1329.67,,thetatapowercompany
30,Profit/Loss For The Period,610.21,212.78,565.26,363.89,1203.83,,thetatapowercompany
31,Minority Interest,-473.23,-414.15,-311.27,-299.06,-249.47,,thetatapowercompany
32,Consolidated Profit/Loss After MI And Associates,3336.44,1741.46,1127.38,1017.38,2356.19,,thetatapowercompany
33,OTHER ADDITIONAL INFORMATION,,,,,,,thetatapowercompany
34,EARNINGS PER SHARE,,,,,,,thetatapowercompany
35,Basic EPS (Rs.),10.00,5.00,3.00,3.00,8.00,,thetatapowercompany
36,Diluted EPS (Rs.),10.00,5.00,3.00,3.00,8.00,,thetatapowercompany
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,thetatapowercompany
38,Equity Share Dividend,559.18,495.28,419.24,351.99,351.99,,thetatapowercompany
39,Tax On Dividend,0.00,0.00,0.00,72.37,71.66,,thetatapowercompany
0,Profit & Loss account of Tata Steel (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,tatasteel
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,tatasteel
2,INCOME,,,,,,,tatasteel
3,Revenue From Operations [Gross],241636.25,242326.87,154719.28,146106.00,154691.84,,tatasteel
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.21,,tatasteel
5,Revenue From Operations [Net],241636.25,242326.87,154719.28,146106.00,154691.63,,tatasteel
6,Total Operating Revenues,243352.69,243959.17,156477.40,148971.71,157668.78,,tatasteel
7,Other Income,1037.48,784.89,895.60,1821.99,1420.58,,tatasteel
8,Total Revenue,244390.17,244744.06,157373.00,150793.70,159089.36,,tatasteel
9,EXPENSES,,,,,,,tatasteel
10,Cost Of Materials Consumed,101483.08,75763.70,45292.49,53592.83,54309.07,,tatasteel
11,Purchase Of Stock-In Trade,15114.11,15312.91,9808.32,10504.20,6567.98,,tatasteel
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,tatasteel
13,Changes In Inventories Of FGWIP And Stock In Trade,-3358.89,-7597.87,1516.77,-490.05,-96.71,,tatasteel
14,Employee Benefit Expenses,22419.32,23264.10,19908.81,19152.23,18758.87,,tatasteel
15,Finance Costs,6298.70,5462.20,7606.71,7580.72,7660.10,,tatasteel
16,Depreciation And Amortisation Expenses,9335.20,9100.87,9233.64,8707.67,7341.83,,tatasteel
17,Other Expenses,80518.87,76616.28,51212.44,50702.93,50410.51,,tatasteel
18,Total Expenses,226686.43,195032.29,142813.49,147432.53,143287.37,,tatasteel
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",17703.74,49711.77,14559.51,3361.17,15801.99,,tatasteel
20,Exceptional Items,113.26,-134.06,-1043.16,-4929.58,-120.97,,tatasteel
21,Profit/Loss Before Tax,17817.00,49577.71,13516.35,-1568.41,15681.02,,tatasteel
22,Tax Expenses-Continued Operations,,,,,,,tatasteel
23,Current Tax,5361.33,7049.88,4288.27,2113.63,6728.14,,tatasteel
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,tatasteel
25,Deferred Tax,4798.44,1427.67,1365.63,-4666.53,-9.71,,tatasteel
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,tatasteel
27,Total Tax Expenses,10159.77,8477.55,5653.90,-2552.90,6718.43,,tatasteel
28,Profit/Loss After Tax And Before ExtraOrdinary Items,7657.23,41100.16,7862.45,984.49,8962.59,,tatasteel
29,Profit/Loss From Continuing Operations,7657.23,41100.16,7862.45,984.49,8962.59,,tatasteel
30,Profit/Loss For The Period,7657.23,41100.16,7862.45,984.49,8873.63,,tatasteel
31,Minority Interest,685.05,-1595.39,-699.57,384.08,1120.00,,tatasteel
32,Consolidated Profit/Loss After MI And Associates,8760.40,40153.93,7490.22,1556.54,10218.33,,tatasteel
33,OTHER ADDITIONAL INFORMATION,,,,,,,tatasteel
34,EARNINGS PER SHARE,,,,,,,tatasteel
35,Basic EPS (Rs.),7.00,332.00,64.00,12.00,88.00,,tatasteel
36,Diluted EPS (Rs.),7.00,332.00,64.00,12.00,88.00,,tatasteel
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,tatasteel
38,Equity Share Dividend,6227.15,3004.16,1144.75,1488.13,1144.76,,tatasteel
39,Tax On Dividend,0.00,0.00,0.00,297.40,224.61,,tatasteel
0,Profit & Loss account of Tech Mahindra (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,techmahindra
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,techmahindra
2,INCOME,,,,,,,techmahindra
3,Revenue From Operations [Gross],53290.20,44646.00,37855.10,36867.70,34742.10,,techmahindra
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,techmahindra
5,Revenue From Operations [Net],53290.20,44646.00,37855.10,36867.70,34742.10,,techmahindra
6,Total Operating Revenues,53290.20,44646.00,37855.10,36867.70,34742.10,,techmahindra
7,Other Income,965.00,1112.30,787.10,1192.40,534.20,,techmahindra
8,Total Revenue,54255.20,45758.30,38642.20,38060.10,35276.30,,techmahindra
9,EXPENSES,,,,,,,techmahindra
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,techmahindra
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,techmahindra
12,Operating And Direct Expenses,8000.20,6957.10,4974.30,5440.80,4349.70,,techmahindra
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,0.00,0.00,0.00,0.00,,techmahindra
14,Employee Benefit Expenses,27691.80,22285.90,19297.30,18810.00,17507.90,,techmahindra
15,Finance Costs,325.60,162.60,174.00,191.90,133.20,,techmahindra
16,Depreciation And Amortisation Expenses,2193.70,1520.40,1457.70,1445.80,1129.20,,techmahindra
17,Other Expenses,9569.40,7383.00,6736.50,6890.80,6547.60,,techmahindra
18,Total Expenses,47780.70,38309.00,32690.50,32996.80,29667.60,,techmahindra
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6474.50,7449.30,5951.70,5063.30,5608.70,,techmahindra
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,techmahindra
21,Profit/Loss Before Tax,6474.50,7449.30,5951.70,5063.30,5608.70,,techmahindra
22,Tax Expenses-Continued Operations,,,,,,,techmahindra
23,Current Tax,1951.40,1742.10,1811.50,1237.80,1378.60,,techmahindra
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,techmahindra
25,Deferred Tax,-362.90,79.90,-211.60,-77.40,-124.20,,techmahindra
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,techmahindra
27,Total Tax Expenses,1588.50,1822.00,1599.90,1160.40,1254.40,,techmahindra
28,Profit/Loss After Tax And Before ExtraOrdinary Items,4886.00,5627.30,4351.80,3902.90,4354.30,,techmahindra
29,Profit/Loss From Continuing Operations,4886.00,5627.30,4351.80,3902.90,4354.30,,techmahindra
30,Profit/Loss For The Period,4886.00,5627.30,4351.80,3902.90,4354.30,,techmahindra
31,Minority Interest,-25.70,-64.00,75.00,135.60,8.80,,techmahindra
32,Consolidated Profit/Loss After MI And Associates,4831.30,5566.10,4428.00,4033.00,4297.60,,techmahindra
33,OTHER ADDITIONAL INFORMATION,,,,,,,techmahindra
34,EARNINGS PER SHARE,,,,,,,techmahindra
35,Basic EPS (Rs.),55.00,63.00,51.00,46.00,48.00,,techmahindra
36,Diluted EPS (Rs.),55.00,63.00,50.00,46.00,48.00,,techmahindra
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,techmahindra
38,Equity Share Dividend,4263.40,3981.30,1759.20,2491.70,1490.70,,techmahindra
39,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,,techmahindra
0,Profit & Loss account of The Ramco Cements (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,theramcocements
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,theramcocements
2,INCOME,,,,,,,theramcocements
3,Revenue From Operations [Gross],8052.28,6003.69,5234.98,5357.84,5136.84,,theramcocements
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,theramcocements
5,Revenue From Operations [Net],8052.28,6003.69,5234.98,5357.84,5136.84,,theramcocements
6,Total Operating Revenues,8157.26,6003.69,5291.00,5389.30,5162.34,,theramcocements
7,Other Income,32.93,28.00,30.37,33.50,24.96,,theramcocements
8,Total Revenue,8190.19,6031.69,5321.37,5422.80,5187.30,,theramcocements
9,EXPENSES,,,,,,,theramcocements
10,Cost Of Materials Consumed,1357.07,896.80,818.84,921.15,828.59,,theramcocements
11,Purchase Of Stock-In Trade,0.19,0.00,0.00,0.00,0.00,,theramcocements
12,Operating And Direct Expenses,4808.87,2935.02,2175.46,2582.03,2617.99,,theramcocements
13,Changes In Inventories Of FGWIP And Stock In Trade,-14.10,-6.41,46.52,-47.39,18.30,,theramcocements
14,Employee Benefit Expenses,482.48,435.16,418.75,380.60,337.94,,theramcocements
15,Finance Costs,240.52,112.40,87.62,72.14,51.42,,theramcocements
16,Depreciation And Amortisation Expenses,505.98,402.23,356.56,316.54,299.96,,theramcocements
17,Other Expenses,352.94,466.38,274.12,415.19,325.19,,theramcocements
18,Total Expenses,7718.21,5228.25,4177.87,4640.26,4479.39,,theramcocements
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",471.98,803.44,1143.50,782.54,707.91,,theramcocements
20,Exceptional Items,0.00,0.00,0.00,9.70,10.16,,theramcocements
21,Profit/Loss Before Tax,471.98,803.44,1143.50,792.24,718.07,,theramcocements
22,Tax Expenses-Continued Operations,,,,,,,theramcocements
23,Current Tax,25.46,166.01,244.61,139.83,190.21,,theramcocements
24,Less: MAT Credit Entitlement,0.00,-4.24,0.00,0.00,0.00,,theramcocements
25,Deferred Tax,103.95,41.56,135.31,47.72,25.25,,theramcocements
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,theramcocements
27,Total Tax Expenses,129.99,-89.41,379.92,187.85,210.61,,theramcocements
28,Profit/Loss After Tax And Before ExtraOrdinary Items,341.99,892.85,763.58,604.39,507.46,,theramcocements
29,Profit/Loss From Continuing Operations,341.99,892.85,763.58,604.39,507.46,,theramcocements
30,Profit/Loss For The Period,341.99,892.85,763.58,604.39,507.46,,theramcocements
31,Minority Interest,-0.23,-0.47,-0.69,-0.93,-0.71,,theramcocements
32,Consolidated Profit/Loss After MI And Associates,314.52,881.48,783.64,604.14,510.72,,theramcocements
33,OTHER ADDITIONAL INFORMATION,,,,,,,theramcocements
34,EARNINGS PER SHARE,,,,,,,theramcocements
35,Basic EPS (Rs.),14.00,39.00,34.00,26.00,22.00,,theramcocements
36,Diluted EPS (Rs.),14.00,39.00,34.00,26.00,22.00,,theramcocements
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,theramcocements
38,Equity Share Dividend,70.96,0.00,70.84,129.69,70.74,,theramcocements
39,Tax On Dividend,0.00,0.00,0.00,26.66,14.54,,theramcocements
0,Profit & Loss account of Titan Company (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,titancompany
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,titancompany
2,INCOME,,,,,,,titancompany
3,Revenue From Operations [Gross],37924.00,27417.00,20088.00,20767.70,19592.06,,titancompany
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,titancompany
5,Revenue From Operations [Net],37924.00,27417.00,20088.00,20767.70,19592.06,,titancompany
6,Total Operating Revenues,40575.00,28799.00,21644.00,21051.54,19778.52,,titancompany
7,Other Income,308.00,234.00,186.00,153.23,182.94,,titancompany
8,Total Revenue,40883.00,29033.00,21830.00,21204.77,19961.46,,titancompany
9,EXPENSES,,,,,,,titancompany
10,Cost Of Materials Consumed,26891.00,22108.00,13713.00,13042.34,12230.63,,titancompany
11,Purchase Of Stock-In Trade,5698.00,4328.00,2579.00,2990.80,2940.03,,titancompany
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,titancompany
13,Changes In Inventories Of FGWIP And Stock In Trade,-2234.00,-4795.00,122.00,-878.07,-776.41,,titancompany
14,Employee Benefit Expenses,1647.00,1349.00,1065.00,1199.42,1019.27,,titancompany
15,Finance Costs,300.00,218.00,203.00,166.17,52.54,,titancompany
16,Depreciation And Amortisation Expenses,441.00,399.00,375.00,347.96,162.84,,titancompany
17,Other Expenses,3694.00,2468.00,2441.00,2230.47,2373.51,,titancompany
18,Total Expenses,36437.00,26075.00,20498.00,19099.09,18002.41,,titancompany
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",4446.00,2958.00,1332.00,2105.68,1959.05,,titancompany
20,Exceptional Items,0.00,-54.00,0.00,0.00,0.00,,titancompany
21,Profit/Loss Before Tax,4446.00,2904.00,1332.00,2105.68,1959.05,,titancompany
22,Tax Expenses-Continued Operations,,,,,,,titancompany
23,Current Tax,1150.00,786.00,360.00,570.20,617.50,,titancompany
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,titancompany
25,Deferred Tax,26.00,-80.00,-7.00,38.79,-49.26,,titancompany
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,titancompany
27,Total Tax Expenses,1173.00,706.00,353.00,608.99,568.24,,titancompany
28,Profit/Loss After Tax And Before ExtraOrdinary Items,3273.00,2198.00,979.00,1496.69,1390.81,,titancompany
29,Profit/Loss From Continuing Operations,3273.00,2198.00,979.00,1496.69,1390.81,,titancompany
30,Profit/Loss For The Period,3273.00,2198.00,979.00,1496.69,1390.81,,titancompany
31,Minority Interest,-24.00,-25.00,-1.00,8.73,15.50,,titancompany
32,Consolidated Profit/Loss After MI And Associates,3250.00,2173.00,973.00,1501.39,1404.15,,titancompany
33,OTHER ADDITIONAL INFORMATION,,,,,,,titancompany
34,EARNINGS PER SHARE,,,,,,,titancompany
35,Basic EPS (Rs.),37.00,24.00,11.00,17.00,16.00,,titancompany
36,Diluted EPS (Rs.),37.00,24.00,11.00,17.00,16.00,,titancompany
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,titancompany
38,Equity Share Dividend,666.00,355.00,355.00,443.89,332.92,,titancompany
39,Tax On Dividend,0.00,0.00,0.00,91.24,68.45,,titancompany
0,Profit & Loss account of Torrent Pharmaceuticals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,torrentpharmaceuticals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,torrentpharmaceuticals
2,INCOME,,,,,,,torrentpharmaceuticals
3,Revenue From Operations [Gross],9463.69,8418.80,7886.23,7780.01,7461.84,,torrentpharmaceuticals
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,torrentpharmaceuticals
5,Revenue From Operations [Net],9463.69,8418.80,7886.23,7780.01,7461.84,,torrentpharmaceuticals
6,Total Operating Revenues,9620.15,8508.04,8004.57,7939.31,7672.80,,torrentpharmaceuticals
7,Other Income,45.14,196.56,56.91,121.30,57.05,,torrentpharmaceuticals
8,Total Revenue,9665.29,8704.60,8061.48,8060.61,7729.85,,torrentpharmaceuticals
9,EXPENSES,,,,,,,torrentpharmaceuticals
10,Cost Of Materials Consumed,1480.42,1537.50,1420.69,1377.35,1290.31,,torrentpharmaceuticals
11,Purchase Of Stock-In Trade,1088.58,830.65,1004.97,922.70,845.94,,torrentpharmaceuticals
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,torrentpharmaceuticals
13,Changes In Inventories Of FGWIP And Stock In Trade,166.19,73.86,-279.24,-133.13,83.44,,torrentpharmaceuticals
14,Employee Benefit Expenses,1677.69,1526.45,1439.62,1429.04,1403.79,,torrentpharmaceuticals
15,Finance Costs,333.44,255.06,352.94,450.71,503.75,,torrentpharmaceuticals
16,Depreciation And Amortisation Expenses,706.59,662.16,657.79,654.38,617.69,,torrentpharmaceuticals
17,Other Expenses,2365.22,2108.31,1938.45,2172.99,2066.26,,torrentpharmaceuticals
18,Total Expenses,7818.13,6993.99,6535.22,6874.04,6811.18,,torrentpharmaceuticals
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1847.16,1710.61,1526.26,1186.57,918.67,,torrentpharmaceuticals
20,Exceptional Items,0.00,-484.70,0.00,0.00,-357.01,,torrentpharmaceuticals
21,Profit/Loss Before Tax,1847.16,1225.91,1526.26,1186.57,561.66,,torrentpharmaceuticals
22,Tax Expenses-Continued Operations,,,,,,,torrentpharmaceuticals
23,Current Tax,354.77,346.22,334.08,260.24,279.45,,torrentpharmaceuticals
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,torrentpharmaceuticals
25,Deferred Tax,227.62,106.53,-52.98,-59.23,-155.44,,torrentpharmaceuticals
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,torrentpharmaceuticals
27,Total Tax Expenses,601.93,448.73,274.38,161.85,125.35,,torrentpharmaceuticals
28,Profit/Loss After Tax And Before ExtraOrdinary Items,1245.23,777.18,1251.88,1024.72,436.31,,torrentpharmaceuticals
29,Profit/Loss From Continuing Operations,1245.23,777.18,1251.88,1024.72,436.31,,torrentpharmaceuticals
30,Profit/Loss For The Period,1245.23,777.18,1251.88,1024.72,436.31,,torrentpharmaceuticals
31,Minority Interest,0.00,0.00,0.00,0.00,-0.03,,torrentpharmaceuticals
32,Consolidated Profit/Loss After MI And Associates,1245.23,777.18,1251.88,1024.72,436.28,,torrentpharmaceuticals
33,OTHER ADDITIONAL INFORMATION,,,,,,,torrentpharmaceuticals
34,EARNINGS PER SHARE,,,,,,,torrentpharmaceuticals
35,Basic EPS (Rs.),37.00,46.00,74.00,61.00,26.00,,torrentpharmaceuticals
36,Diluted EPS (Rs.),37.00,46.00,74.00,61.00,26.00,,torrentpharmaceuticals
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,torrentpharmaceuticals
38,Equity Share Dividend,863.04,676.89,338.45,609.20,304.61,,torrentpharmaceuticals
39,Tax On Dividend,0.00,0.00,0.00,125.22,62.61,,torrentpharmaceuticals
0,Profit & Loss account of Trent (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,trent
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,trent
2,INCOME,,,,,,,trent
3,Revenue From Operations [Gross],8799.17,4811.65,2785.51,3744.75,2825.03,,trent
4,Less: Excise/Sevice Tax/Other Levies,686.84,394.38,238.61,303.44,239.28,,trent
5,Revenue From Operations [Net],8112.33,4417.27,2546.90,3441.31,2585.75,,trent
6,Total Operating Revenues,8242.02,4498.02,2592.96,3485.98,2630.24,,trent
7,Other Income,260.92,175.21,201.60,144.50,40.82,,trent
8,Total Revenue,8502.94,4673.23,2794.56,3630.48,2671.06,,trent
9,EXPENSES,,,,,,,trent
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,trent
11,Purchase Of Stock-In Trade,5211.05,2920.38,1371.64,1951.64,1459.67,,trent
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,trent
13,Changes In Inventories Of FGWIP And Stock In Trade,-491.31,-438.84,162.36,-69.89,-148.23,,trent
