,0,1,2,3,4,5,6,Year,Stock
22,Total Capital And Liabilities,106362.14,106902.18,108971.65,109544.65,106055.10,,2023,ltfinanceholdings
23,ASSETS,,,,,,,2023,ltfinanceholdings
24,NON-CURRENT ASSETS,,,,,,,2023,ltfinanceholdings
25,Tangible Assets,423.75,379.39,388.73,392.92,435.35,,2023,ltfinanceholdings
26,Intangible Assets,115.37,116.02,112.85,70.44,53.04,,2023,ltfinanceholdings
27,Capital Work-In-Progress,0.00,0.00,0.00,0.00,0.00,,2023,ltfinanceholdings
28,Fixed Assets,543.93,517.22,525.42,525.40,527.04,,2023,ltfinanceholdings
29,Non-Current Investments,0.00,0.00,0.00,0.00,0.00,,2023,ltfinanceholdings
30,Deferred Tax Assets [Net],1861.09,1444.57,1635.28,1468.60,1777.15,,2023,ltfinanceholdings
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2023,ltfinanceholdings
32,Other Non-Current Assets,1266.34,1378.67,1619.33,1242.19,1021.92,,2023,ltfinanceholdings
33,Total Non-Current Assets,3684.76,3353.86,4416.74,3872.90,3965.02,,2023,ltfinanceholdings
34,CURRENT ASSETS,,,,,,,2023,ltfinanceholdings
35,Current Investments,14366.20,11916.94,8872.13,5979.27,8640.81,,2023,ltfinanceholdings
36,Inventories,0.00,0.00,0.00,0.00,0.00,,2023,ltfinanceholdings
37,Trade Receivables,142.97,63.68,113.35,84.05,117.00,,2023,ltfinanceholdings
38,Cash And Cash Equivalents,12748.91,7970.42,8426.97,7804.40,1874.15,,2023,ltfinanceholdings
39,Short Term Loans And Advances,75154.55,82469.44,87030.25,91462.50,91324.63,,2023,ltfinanceholdings
40,OtherCurrentAssets,264.75,1127.84,112.21,341.53,133.49,,2023,ltfinanceholdings
41,Total Current Assets,102677.38,103548.32,104554.91,105671.75,102090.08,,2023,ltfinanceholdings
42,Total Assets,106362.14,106902.18,108971.65,109544.65,106055.10,,2023,ltfinanceholdings
43,OTHER ADDITIONAL INFORMATION,,,,,,,2023,ltfinanceholdings
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2023,ltfinanceholdings
45,Contingent Liabilities,1680.01,2117.05,1889.66,4234.66,3144.10,,2023,ltfinanceholdings
46,BONUS DETAILS,,,,,,,2023,ltfinanceholdings
47,Bonus Equity Share Capital,0.00,0.00,0.00,0.00,0.00,,2023,ltfinanceholdings
48,NON-CURRENT INVESTMENTS,,,,,,,2023,ltfinanceholdings
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2023,ltfinanceholdings
50,Non-Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2023,ltfinanceholdings
51,CURRENT INVESTMENTS,,,,,,,2023,ltfinanceholdings
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2023,ltfinanceholdings
53,Current Investments Unquoted Book Value,14366.20,11916.94,8872.13,5976.29,8632.53,,2023,ltfinanceholdings
0,Balance Sheet of Maruti Suzuki India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,marutisuzukiindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,marutisuzukiindia
2,EQUITIES AND LIABILITIES,,,,,,,2018,marutisuzukiindia
3,SHAREHOLDER'S FUNDS,,,,,,,2018,marutisuzukiindia
4,Equity Share Capital,151.00,151.00,151.00,151.00,151.00,,2018,marutisuzukiindia
5,Total Share Capital,151.00,151.00,151.00,151.00,151.00,,2018,marutisuzukiindia
6,Reserves and Surplus,61640.30,55182.50,52349.60,49262.00,46941.10,,2018,marutisuzukiindia
7,Total Reserves and Surplus,61640.30,55182.50,52349.60,49262.00,46941.10,,2018,marutisuzukiindia
8,Total Shareholders Funds,61791.30,55333.50,52500.60,49413.00,47092.10,,2018,marutisuzukiindia
9,Minority Interest,0.00,0.00,0.00,19.20,17.60,,2018,marutisuzukiindia
10,NON-CURRENT LIABILITIES,,,,,,,2018,marutisuzukiindia
11,Long Term Borrowings,0.00,0.00,2.80,5.40,8.00,,2018,marutisuzukiindia
12,Deferred Tax Liabilities [Net],0.00,0.00,445.40,657.50,613.90,,2018,marutisuzukiindia
13,Other Long Term Liabilities,2609.90,2214.10,2168.70,2175.60,2037.10,,2018,marutisuzukiindia
14,Long Term Provisions,88.40,84.40,44.70,51.60,39.50,,2018,marutisuzukiindia
15,Total Non-Current Liabilities,2698.30,2298.50,2661.60,2890.10,2698.50,,2018,marutisuzukiindia
16,CURRENT LIABILITIES,,,,,,,2018,marutisuzukiindia
17,Short Term Borrowings,1215.80,381.90,488.80,106.30,149.60,,2018,marutisuzukiindia
18,Trade Payables,11785.50,9765.20,10168.10,7498.80,9637.70,,2018,marutisuzukiindia
19,Other Current Liabilities,6143.60,6015.10,4720.80,3019.60,3747.80,,2018,marutisuzukiindia
20,Short Term Provisions,962.40,861.30,742.80,680.70,625.40,,2018,marutisuzukiindia
21,Total Current Liabilities,20107.30,17023.50,16120.50,11305.40,14160.50,,2018,marutisuzukiindia
22,Total Capital And Liabilities,84596.90,74655.50,71282.70,63627.70,63968.70,,2018,marutisuzukiindia
23,ASSETS,,,,,,,2018,marutisuzukiindia
24,NON-CURRENT ASSETS,,,,,,,2018,marutisuzukiindia
25,Tangible Assets,17282.50,13397.30,14764.50,15408.60,14986.20,,2018,marutisuzukiindia
26,Intangible Assets,547.90,349.90,224.20,335.80,451.10,,2018,marutisuzukiindia
27,Capital Work-In-Progress,2815.20,2646.20,1199.30,1344.30,1606.90,,2018,marutisuzukiindia
28,Fixed Assets,20734.50,16683.70,16485.50,17159.60,17044.20,,2018,marutisuzukiindia
29,Non-Current Investments,49184.30,37934.60,34529.10,36269.20,32458.10,,2018,marutisuzukiindia
30,Deferred Tax Assets [Net],279.40,141.10,0.00,0.00,0.00,,2018,marutisuzukiindia
31,Long Term Loans And Advances,0.20,0.20,0.20,0.20,0.20,,2018,marutisuzukiindia
32,Other Non-Current Assets,2782.90,3102.50,1723.60,1758.10,2093.50,,2018,marutisuzukiindia
33,Total Non-Current Assets,72981.30,57862.10,52738.40,55187.10,51596.00,,2018,marutisuzukiindia
34,CURRENT ASSETS,,,,,,,2018,marutisuzukiindia
35,Current Investments,0.00,4100.10,8415.70,1218.80,5045.50,,2018,marutisuzukiindia
36,Inventories,4283.50,3532.30,3049.00,3213.90,3322.60,,2018,marutisuzukiindia
37,Trade Receivables,3301.40,2034.50,1279.90,1977.70,2312.80,,2018,marutisuzukiindia
38,Cash And Cash Equivalents,41.60,3042.20,3047.10,29.00,187.80,,2018,marutisuzukiindia
39,Short Term Loans And Advances,29.70,30.50,23.00,17.00,16.10,,2018,marutisuzukiindia
40,OtherCurrentAssets,3959.40,4053.80,2729.60,1984.20,1487.90,,2018,marutisuzukiindia
41,Total Current Assets,11615.60,16793.40,18544.30,8440.60,12372.70,,2018,marutisuzukiindia
42,Total Assets,84596.90,74655.50,71282.70,63627.70,63968.70,,2018,marutisuzukiindia
43,OTHER ADDITIONAL INFORMATION,,,,,,,2018,marutisuzukiindia
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2018,marutisuzukiindia
45,Contingent Liabilities,34446.00,21354.40,15704.30,11232.80,11948.60,,2018,marutisuzukiindia
46,BONUS DETAILS,,,,,,,2018,marutisuzukiindia
47,Bonus Equity Share Capital,0.00,0.00,0.00,0.00,0.00,,2018,marutisuzukiindia
48,NON-CURRENT INVESTMENTS,,,,,,,2018,marutisuzukiindia
49,Non-Current Investments Quoted Market Value,1580.00,1484.10,1132.30,559.80,1077.30,,2018,marutisuzukiindia
50,Non-Current Investments Unquoted Book Value,47648.50,40612.50,33426.60,35650.00,31457.20,,2018,marutisuzukiindia
51,CURRENT INVESTMENTS,,,,,,,2018,marutisuzukiindia
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2018,marutisuzukiindia
53,Current Investments Unquoted Book Value,0.00,4100.10,8415.70,1218.80,5045.50,,2018,marutisuzukiindia
0,Balance Sheet of Maruti Suzuki India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,marutisuzukiindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,marutisuzukiindia
2,EQUITIES AND LIABILITIES,,,,,,,2019,marutisuzukiindia
3,SHAREHOLDER'S FUNDS,,,,,,,2019,marutisuzukiindia
4,Equity Share Capital,151.00,151.00,151.00,151.00,151.00,,2019,marutisuzukiindia
5,Total Share Capital,151.00,151.00,151.00,151.00,151.00,,2019,marutisuzukiindia
6,Reserves and Surplus,61640.30,55182.50,52349.60,49262.00,46941.10,,2019,marutisuzukiindia
7,Total Reserves and Surplus,61640.30,55182.50,52349.60,49262.00,46941.10,,2019,marutisuzukiindia
8,Total Shareholders Funds,61791.30,55333.50,52500.60,49413.00,47092.10,,2019,marutisuzukiindia
9,Minority Interest,0.00,0.00,0.00,19.20,17.60,,2019,marutisuzukiindia
10,NON-CURRENT LIABILITIES,,,,,,,2019,marutisuzukiindia
11,Long Term Borrowings,0.00,0.00,2.80,5.40,8.00,,2019,marutisuzukiindia
12,Deferred Tax Liabilities [Net],0.00,0.00,445.40,657.50,613.90,,2019,marutisuzukiindia
13,Other Long Term Liabilities,2609.90,2214.10,2168.70,2175.60,2037.10,,2019,marutisuzukiindia
14,Long Term Provisions,88.40,84.40,44.70,51.60,39.50,,2019,marutisuzukiindia
15,Total Non-Current Liabilities,2698.30,2298.50,2661.60,2890.10,2698.50,,2019,marutisuzukiindia
16,CURRENT LIABILITIES,,,,,,,2019,marutisuzukiindia
17,Short Term Borrowings,1215.80,381.90,488.80,106.30,149.60,,2019,marutisuzukiindia
18,Trade Payables,11785.50,9765.20,10168.10,7498.80,9637.70,,2019,marutisuzukiindia
19,Other Current Liabilities,6143.60,6015.10,4720.80,3019.60,3747.80,,2019,marutisuzukiindia
20,Short Term Provisions,962.40,861.30,742.80,680.70,625.40,,2019,marutisuzukiindia
21,Total Current Liabilities,20107.30,17023.50,16120.50,11305.40,14160.50,,2019,marutisuzukiindia
22,Total Capital And Liabilities,84596.90,74655.50,71282.70,63627.70,63968.70,,2019,marutisuzukiindia
23,ASSETS,,,,,,,2019,marutisuzukiindia
24,NON-CURRENT ASSETS,,,,,,,2019,marutisuzukiindia
25,Tangible Assets,17282.50,13397.30,14764.50,15408.60,14986.20,,2019,marutisuzukiindia
26,Intangible Assets,547.90,349.90,224.20,335.80,451.10,,2019,marutisuzukiindia
27,Capital Work-In-Progress,2815.20,2646.20,1199.30,1344.30,1606.90,,2019,marutisuzukiindia
28,Fixed Assets,20734.50,16683.70,16485.50,17159.60,17044.20,,2019,marutisuzukiindia
29,Non-Current Investments,49184.30,37934.60,34529.10,36269.20,32458.10,,2019,marutisuzukiindia
30,Deferred Tax Assets [Net],279.40,141.10,0.00,0.00,0.00,,2019,marutisuzukiindia
31,Long Term Loans And Advances,0.20,0.20,0.20,0.20,0.20,,2019,marutisuzukiindia
32,Other Non-Current Assets,2782.90,3102.50,1723.60,1758.10,2093.50,,2019,marutisuzukiindia
33,Total Non-Current Assets,72981.30,57862.10,52738.40,55187.10,51596.00,,2019,marutisuzukiindia
34,CURRENT ASSETS,,,,,,,2019,marutisuzukiindia
35,Current Investments,0.00,4100.10,8415.70,1218.80,5045.50,,2019,marutisuzukiindia
36,Inventories,4283.50,3532.30,3049.00,3213.90,3322.60,,2019,marutisuzukiindia
37,Trade Receivables,3301.40,2034.50,1279.90,1977.70,2312.80,,2019,marutisuzukiindia
38,Cash And Cash Equivalents,41.60,3042.20,3047.10,29.00,187.80,,2019,marutisuzukiindia
39,Short Term Loans And Advances,29.70,30.50,23.00,17.00,16.10,,2019,marutisuzukiindia
40,OtherCurrentAssets,3959.40,4053.80,2729.60,1984.20,1487.90,,2019,marutisuzukiindia
41,Total Current Assets,11615.60,16793.40,18544.30,8440.60,12372.70,,2019,marutisuzukiindia
42,Total Assets,84596.90,74655.50,71282.70,63627.70,63968.70,,2019,marutisuzukiindia
43,OTHER ADDITIONAL INFORMATION,,,,,,,2019,marutisuzukiindia
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2019,marutisuzukiindia
45,Contingent Liabilities,34446.00,21354.40,15704.30,11232.80,11948.60,,2019,marutisuzukiindia
46,BONUS DETAILS,,,,,,,2019,marutisuzukiindia
47,Bonus Equity Share Capital,0.00,0.00,0.00,0.00,0.00,,2019,marutisuzukiindia
48,NON-CURRENT INVESTMENTS,,,,,,,2019,marutisuzukiindia
49,Non-Current Investments Quoted Market Value,1580.00,1484.10,1132.30,559.80,1077.30,,2019,marutisuzukiindia
50,Non-Current Investments Unquoted Book Value,47648.50,40612.50,33426.60,35650.00,31457.20,,2019,marutisuzukiindia
51,CURRENT INVESTMENTS,,,,,,,2019,marutisuzukiindia
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2019,marutisuzukiindia
53,Current Investments Unquoted Book Value,0.00,4100.10,8415.70,1218.80,5045.50,,2019,marutisuzukiindia
0,Balance Sheet of Maruti Suzuki India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,marutisuzukiindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,marutisuzukiindia
2,EQUITIES AND LIABILITIES,,,,,,,2020,marutisuzukiindia
3,SHAREHOLDER'S FUNDS,,,,,,,2020,marutisuzukiindia
4,Equity Share Capital,151.00,151.00,151.00,151.00,151.00,,2020,marutisuzukiindia
5,Total Share Capital,151.00,151.00,151.00,151.00,151.00,,2020,marutisuzukiindia
6,Reserves and Surplus,61640.30,55182.50,52349.60,49262.00,46941.10,,2020,marutisuzukiindia
7,Total Reserves and Surplus,61640.30,55182.50,52349.60,49262.00,46941.10,,2020,marutisuzukiindia
8,Total Shareholders Funds,61791.30,55333.50,52500.60,49413.00,47092.10,,2020,marutisuzukiindia
9,Minority Interest,0.00,0.00,0.00,19.20,17.60,,2020,marutisuzukiindia
10,NON-CURRENT LIABILITIES,,,,,,,2020,marutisuzukiindia
11,Long Term Borrowings,0.00,0.00,2.80,5.40,8.00,,2020,marutisuzukiindia
12,Deferred Tax Liabilities [Net],0.00,0.00,445.40,657.50,613.90,,2020,marutisuzukiindia
13,Other Long Term Liabilities,2609.90,2214.10,2168.70,2175.60,2037.10,,2020,marutisuzukiindia
14,Long Term Provisions,88.40,84.40,44.70,51.60,39.50,,2020,marutisuzukiindia
15,Total Non-Current Liabilities,2698.30,2298.50,2661.60,2890.10,2698.50,,2020,marutisuzukiindia
16,CURRENT LIABILITIES,,,,,,,2020,marutisuzukiindia
17,Short Term Borrowings,1215.80,381.90,488.80,106.30,149.60,,2020,marutisuzukiindia
18,Trade Payables,11785.50,9765.20,10168.10,7498.80,9637.70,,2020,marutisuzukiindia
19,Other Current Liabilities,6143.60,6015.10,4720.80,3019.60,3747.80,,2020,marutisuzukiindia
20,Short Term Provisions,962.40,861.30,742.80,680.70,625.40,,2020,marutisuzukiindia
21,Total Current Liabilities,20107.30,17023.50,16120.50,11305.40,14160.50,,2020,marutisuzukiindia
22,Total Capital And Liabilities,84596.90,74655.50,71282.70,63627.70,63968.70,,2020,marutisuzukiindia
23,ASSETS,,,,,,,2020,marutisuzukiindia
24,NON-CURRENT ASSETS,,,,,,,2020,marutisuzukiindia
25,Tangible Assets,17282.50,13397.30,14764.50,15408.60,14986.20,,2020,marutisuzukiindia
26,Intangible Assets,547.90,349.90,224.20,335.80,451.10,,2020,marutisuzukiindia
27,Capital Work-In-Progress,2815.20,2646.20,1199.30,1344.30,1606.90,,2020,marutisuzukiindia
28,Fixed Assets,20734.50,16683.70,16485.50,17159.60,17044.20,,2020,marutisuzukiindia
29,Non-Current Investments,49184.30,37934.60,34529.10,36269.20,32458.10,,2020,marutisuzukiindia
30,Deferred Tax Assets [Net],279.40,141.10,0.00,0.00,0.00,,2020,marutisuzukiindia
31,Long Term Loans And Advances,0.20,0.20,0.20,0.20,0.20,,2020,marutisuzukiindia
32,Other Non-Current Assets,2782.90,3102.50,1723.60,1758.10,2093.50,,2020,marutisuzukiindia
33,Total Non-Current Assets,72981.30,57862.10,52738.40,55187.10,51596.00,,2020,marutisuzukiindia
34,CURRENT ASSETS,,,,,,,2020,marutisuzukiindia
35,Current Investments,0.00,4100.10,8415.70,1218.80,5045.50,,2020,marutisuzukiindia
36,Inventories,4283.50,3532.30,3049.00,3213.90,3322.60,,2020,marutisuzukiindia
37,Trade Receivables,3301.40,2034.50,1279.90,1977.70,2312.80,,2020,marutisuzukiindia
38,Cash And Cash Equivalents,41.60,3042.20,3047.10,29.00,187.80,,2020,marutisuzukiindia
39,Short Term Loans And Advances,29.70,30.50,23.00,17.00,16.10,,2020,marutisuzukiindia
40,OtherCurrentAssets,3959.40,4053.80,2729.60,1984.20,1487.90,,2020,marutisuzukiindia
41,Total Current Assets,11615.60,16793.40,18544.30,8440.60,12372.70,,2020,marutisuzukiindia
42,Total Assets,84596.90,74655.50,71282.70,63627.70,63968.70,,2020,marutisuzukiindia
43,OTHER ADDITIONAL INFORMATION,,,,,,,2020,marutisuzukiindia
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2020,marutisuzukiindia
45,Contingent Liabilities,34446.00,21354.40,15704.30,11232.80,11948.60,,2020,marutisuzukiindia
46,BONUS DETAILS,,,,,,,2020,marutisuzukiindia
47,Bonus Equity Share Capital,0.00,0.00,0.00,0.00,0.00,,2020,marutisuzukiindia
48,NON-CURRENT INVESTMENTS,,,,,,,2020,marutisuzukiindia
49,Non-Current Investments Quoted Market Value,1580.00,1484.10,1132.30,559.80,1077.30,,2020,marutisuzukiindia
50,Non-Current Investments Unquoted Book Value,47648.50,40612.50,33426.60,35650.00,31457.20,,2020,marutisuzukiindia
51,CURRENT INVESTMENTS,,,,,,,2020,marutisuzukiindia
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2020,marutisuzukiindia
53,Current Investments Unquoted Book Value,0.00,4100.10,8415.70,1218.80,5045.50,,2020,marutisuzukiindia
0,Balance Sheet of Maruti Suzuki India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,marutisuzukiindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,marutisuzukiindia
2,EQUITIES AND LIABILITIES,,,,,,,2021,marutisuzukiindia
3,SHAREHOLDER'S FUNDS,,,,,,,2021,marutisuzukiindia
4,Equity Share Capital,151.00,151.00,151.00,151.00,151.00,,2021,marutisuzukiindia
5,Total Share Capital,151.00,151.00,151.00,151.00,151.00,,2021,marutisuzukiindia
6,Reserves and Surplus,61640.30,55182.50,52349.60,49262.00,46941.10,,2021,marutisuzukiindia
7,Total Reserves and Surplus,61640.30,55182.50,52349.60,49262.00,46941.10,,2021,marutisuzukiindia
8,Total Shareholders Funds,61791.30,55333.50,52500.60,49413.00,47092.10,,2021,marutisuzukiindia
9,Minority Interest,0.00,0.00,0.00,19.20,17.60,,2021,marutisuzukiindia
10,NON-CURRENT LIABILITIES,,,,,,,2021,marutisuzukiindia
11,Long Term Borrowings,0.00,0.00,2.80,5.40,8.00,,2021,marutisuzukiindia
12,Deferred Tax Liabilities [Net],0.00,0.00,445.40,657.50,613.90,,2021,marutisuzukiindia
13,Other Long Term Liabilities,2609.90,2214.10,2168.70,2175.60,2037.10,,2021,marutisuzukiindia
14,Long Term Provisions,88.40,84.40,44.70,51.60,39.50,,2021,marutisuzukiindia
15,Total Non-Current Liabilities,2698.30,2298.50,2661.60,2890.10,2698.50,,2021,marutisuzukiindia
16,CURRENT LIABILITIES,,,,,,,2021,marutisuzukiindia
17,Short Term Borrowings,1215.80,381.90,488.80,106.30,149.60,,2021,marutisuzukiindia
18,Trade Payables,11785.50,9765.20,10168.10,7498.80,9637.70,,2021,marutisuzukiindia
19,Other Current Liabilities,6143.60,6015.10,4720.80,3019.60,3747.80,,2021,marutisuzukiindia
20,Short Term Provisions,962.40,861.30,742.80,680.70,625.40,,2021,marutisuzukiindia
21,Total Current Liabilities,20107.30,17023.50,16120.50,11305.40,14160.50,,2021,marutisuzukiindia
22,Total Capital And Liabilities,84596.90,74655.50,71282.70,63627.70,63968.70,,2021,marutisuzukiindia
23,ASSETS,,,,,,,2021,marutisuzukiindia
24,NON-CURRENT ASSETS,,,,,,,2021,marutisuzukiindia
25,Tangible Assets,17282.50,13397.30,14764.50,15408.60,14986.20,,2021,marutisuzukiindia
26,Intangible Assets,547.90,349.90,224.20,335.80,451.10,,2021,marutisuzukiindia
27,Capital Work-In-Progress,2815.20,2646.20,1199.30,1344.30,1606.90,,2021,marutisuzukiindia
28,Fixed Assets,20734.50,16683.70,16485.50,17159.60,17044.20,,2021,marutisuzukiindia
29,Non-Current Investments,49184.30,37934.60,34529.10,36269.20,32458.10,,2021,marutisuzukiindia
30,Deferred Tax Assets [Net],279.40,141.10,0.00,0.00,0.00,,2021,marutisuzukiindia
31,Long Term Loans And Advances,0.20,0.20,0.20,0.20,0.20,,2021,marutisuzukiindia
32,Other Non-Current Assets,2782.90,3102.50,1723.60,1758.10,2093.50,,2021,marutisuzukiindia
33,Total Non-Current Assets,72981.30,57862.10,52738.40,55187.10,51596.00,,2021,marutisuzukiindia
34,CURRENT ASSETS,,,,,,,2021,marutisuzukiindia
35,Current Investments,0.00,4100.10,8415.70,1218.80,5045.50,,2021,marutisuzukiindia
36,Inventories,4283.50,3532.30,3049.00,3213.90,3322.60,,2021,marutisuzukiindia
37,Trade Receivables,3301.40,2034.50,1279.90,1977.70,2312.80,,2021,marutisuzukiindia
38,Cash And Cash Equivalents,41.60,3042.20,3047.10,29.00,187.80,,2021,marutisuzukiindia
39,Short Term Loans And Advances,29.70,30.50,23.00,17.00,16.10,,2021,marutisuzukiindia
40,OtherCurrentAssets,3959.40,4053.80,2729.60,1984.20,1487.90,,2021,marutisuzukiindia
41,Total Current Assets,11615.60,16793.40,18544.30,8440.60,12372.70,,2021,marutisuzukiindia
42,Total Assets,84596.90,74655.50,71282.70,63627.70,63968.70,,2021,marutisuzukiindia
43,OTHER ADDITIONAL INFORMATION,,,,,,,2021,marutisuzukiindia
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2021,marutisuzukiindia
45,Contingent Liabilities,34446.00,21354.40,15704.30,11232.80,11948.60,,2021,marutisuzukiindia
46,BONUS DETAILS,,,,,,,2021,marutisuzukiindia
47,Bonus Equity Share Capital,0.00,0.00,0.00,0.00,0.00,,2021,marutisuzukiindia
48,NON-CURRENT INVESTMENTS,,,,,,,2021,marutisuzukiindia
49,Non-Current Investments Quoted Market Value,1580.00,1484.10,1132.30,559.80,1077.30,,2021,marutisuzukiindia
50,Non-Current Investments Unquoted Book Value,47648.50,40612.50,33426.60,35650.00,31457.20,,2021,marutisuzukiindia
51,CURRENT INVESTMENTS,,,,,,,2021,marutisuzukiindia
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2021,marutisuzukiindia
53,Current Investments Unquoted Book Value,0.00,4100.10,8415.70,1218.80,5045.50,,2021,marutisuzukiindia
0,Balance Sheet of Maruti Suzuki India (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,marutisuzukiindia
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,marutisuzukiindia
2,EQUITIES AND LIABILITIES,,,,,,,2022,marutisuzukiindia
3,SHAREHOLDER'S FUNDS,,,,,,,2022,marutisuzukiindia
4,Equity Share Capital,151.00,151.00,151.00,151.00,151.00,,2022,marutisuzukiindia
5,Total Share Capital,151.00,151.00,151.00,151.00,151.00,,2022,marutisuzukiindia
6,Reserves and Surplus,61640.30,55182.50,52349.60,49262.00,46941.10,,2022,marutisuzukiindia
7,Total Reserves and Surplus,61640.30,55182.50,52349.60,49262.00,46941.10,,2022,marutisuzukiindia
8,Total Shareholders Funds,61791.30,55333.50,52500.60,49413.00,47092.10,,2022,marutisuzukiindia
9,Minority Interest,0.00,0.00,0.00,19.20,17.60,,2022,marutisuzukiindia
10,NON-CURRENT LIABILITIES,,,,,,,2022,marutisuzukiindia
11,Long Term Borrowings,0.00,0.00,2.80,5.40,8.00,,2022,marutisuzukiindia
12,Deferred Tax Liabilities [Net],0.00,0.00,445.40,657.50,613.90,,2022,marutisuzukiindia
13,Other Long Term Liabilities,2609.90,2214.10,2168.70,2175.60,2037.10,,2022,marutisuzukiindia
14,Long Term Provisions,88.40,84.40,44.70,51.60,39.50,,2022,marutisuzukiindia
15,Total Non-Current Liabilities,2698.30,2298.50,2661.60,2890.10,2698.50,,2022,marutisuzukiindia
16,CURRENT LIABILITIES,,,,,,,2022,marutisuzukiindia
17,Short Term Borrowings,1215.80,381.90,488.80,106.30,149.60,,2022,marutisuzukiindia
18,Trade Payables,11785.50,9765.20,10168.10,7498.80,9637.70,,2022,marutisuzukiindia
19,Other Current Liabilities,6143.60,6015.10,4720.80,3019.60,3747.80,,2022,marutisuzukiindia
20,Short Term Provisions,962.40,861.30,742.80,680.70,625.40,,2022,marutisuzukiindia
21,Total Current Liabilities,20107.30,17023.50,16120.50,11305.40,14160.50,,2022,marutisuzukiindia
22,Total Capital And Liabilities,84596.90,74655.50,71282.70,63627.70,63968.70,,2022,marutisuzukiindia
23,ASSETS,,,,,,,2022,marutisuzukiindia
24,NON-CURRENT ASSETS,,,,,,,2022,marutisuzukiindia
25,Tangible Assets,17282.50,13397.30,14764.50,15408.60,14986.20,,2022,marutisuzukiindia
26,Intangible Assets,547.90,349.90,224.20,335.80,451.10,,2022,marutisuzukiindia
27,Capital Work-In-Progress,2815.20,2646.20,1199.30,1344.30,1606.90,,2022,marutisuzukiindia
28,Fixed Assets,20734.50,16683.70,16485.50,17159.60,17044.20,,2022,marutisuzukiindia
29,Non-Current Investments,49184.30,37934.60,34529.10,36269.20,32458.10,,2022,marutisuzukiindia
30,Deferred Tax Assets [Net],279.40,141.10,0.00,0.00,0.00,,2022,marutisuzukiindia
31,Long Term Loans And Advances,0.20,0.20,0.20,0.20,0.20,,2022,marutisuzukiindia
32,Other Non-Current Assets,2782.90,3102.50,1723.60,1758.10,2093.50,,2022,marutisuzukiindia
33,Total Non-Current Assets,72981.30,57862.10,52738.40,55187.10,51596.00,,2022,marutisuzukiindia
34,CURRENT ASSETS,,,,,,,2022,marutisuzukiindia
35,Current Investments,0.00,4100.10,8415.70,1218.80,5045.50,,2022,marutisuzukiindia
36,Inventories,4283.50,3532.30,3049.00,3213.90,3322.60,,2022,marutisuzukiindia
37,Trade Receivables,3301.40,2034.50,1279.90,1977.70,2312.80,,2022,marutisuzukiindia
38,Cash And Cash Equivalents,41.60,3042.20,3047.10,29.00,187.80,,2022,marutisuzukiindia
39,Short Term Loans And Advances,29.70,30.50,23.00,17.00,16.10,,2022,marutisuzukiindia
40,OtherCurrentAssets,3959.40,4053.80,2729.60,1984.20,1487.90,,2022,marutisuzukiindia
41,Total Current Assets,11615.60,16793.40,18544.30,8440.60,12372.70,,2022,marutisuzukiindia
42,Total Assets,84596.90,74655.50,71282.70,63627.70,63968.70,,2022,marutisuzukiindia
43,OTHER ADDITIONAL INFORMATION,,,,,,,2022,marutisuzukiindia
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2022,marutisuzukiindia
45,Contingent Liabilities,34446.00,21354.40,15704.30,11232.80,11948.60,,2022,marutisuzukiindia
46,BONUS DETAILS,,,,,,,2022,marutisuzukiindia
47,Bonus Equity Share Capital,0.00,0.00,0.00,0.00,0.00,,2022,marutisuzukiindia
48,NON-CURRENT INVESTMENTS,,,,,,,2022,marutisuzukiindia
49,Non-Current Investments Quoted Market Value,1580.00,1484.10,1132.30,559.80,1077.30,,2022,marutisuzukiindia
