,0,1,2,3,4,5,6,Year,Stock
38,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,,2022,maxfinancialservices
39,Tax On Dividend,0.00,0.00,0.00,39.26,81.14,,2022,maxfinancialservices
0,Profit & Loss account of Max Financial Services (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,maxfinancialservices
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,maxfinancialservices
2,INCOME,,,,,,,2023,maxfinancialservices
3,Revenue From Operations [Gross],31412.67,31181.14,31273.90,18239.98,19497.62,,2023,maxfinancialservices
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2023,maxfinancialservices
5,Revenue From Operations [Net],31412.67,31181.14,31273.90,18239.98,19497.62,,2023,maxfinancialservices
6,Total Operating Revenues,31412.67,31181.14,31273.90,18239.98,19497.62,,2023,maxfinancialservices
7,Other Income,18.39,6.44,14.11,1.78,3.61,,2023,maxfinancialservices
8,Total Revenue,31431.06,31187.58,31288.01,18241.76,19501.23,,2023,maxfinancialservices
9,EXPENSES,,,,,,,2023,maxfinancialservices
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,2023,maxfinancialservices
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2023,maxfinancialservices
12,Operating And Direct Expenses,30788.75,30687.55,30634.31,17596.54,18826.57,,2023,maxfinancialservices
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,0.00,0.00,0.00,0.00,,2023,maxfinancialservices
14,Employee Benefit Expenses,29.23,36.77,60.80,35.95,84.37,,2023,maxfinancialservices
15,Finance Costs,37.46,24.74,0.27,0.28,27.30,,2023,maxfinancialservices
16,Depreciation And Amortisation Expenses,4.63,5.00,5.32,11.37,1.75,,2023,maxfinancialservices
17,Other Expenses,44.38,46.61,49.66,83.71,75.38,,2023,maxfinancialservices
18,Total Expenses,30903.85,30798.92,30695.12,17799.28,19020.39,,2023,maxfinancialservices
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",527.21,388.66,592.89,442.49,480.84,,2023,maxfinancialservices
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,2023,maxfinancialservices
21,Profit/Loss Before Tax,527.21,388.66,592.89,442.49,480.84,,2023,maxfinancialservices
22,Tax Expenses-Continued Operations,,,,,,,2023,maxfinancialservices
23,Current Tax,80.31,62.21,26.02,182.25,66.22,,2023,maxfinancialservices
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2023,maxfinancialservices
25,Deferred Tax,-5.00,8.04,7.13,-12.62,-1.85,,2023,maxfinancialservices
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2023,maxfinancialservices
27,Total Tax Expenses,75.31,70.25,33.14,169.63,64.37,,2023,maxfinancialservices
28,Profit/Loss After Tax And Before ExtraOrdinary Items,451.89,318.40,559.75,272.85,416.47,,2023,maxfinancialservices
29,Profit/Loss From Continuing Operations,451.89,318.40,559.75,272.85,416.47,,2023,maxfinancialservices
30,Profit/Loss For The Period,451.89,318.40,559.75,272.85,416.47,,2023,maxfinancialservices
31,Minority Interest,-73.41,-65.03,-134.36,-127.86,-153.91,,2023,maxfinancialservices
32,Consolidated Profit/Loss After MI And Associates,378.49,253.37,425.39,144.99,262.56,,2023,maxfinancialservices
33,OTHER ADDITIONAL INFORMATION,,,,,,,2023,maxfinancialservices
34,EARNINGS PER SHARE,,,,,,,2023,maxfinancialservices
35,Basic EPS (Rs.),11.00,7.00,15.00,5.00,10.00,,2023,maxfinancialservices
36,Diluted EPS (Rs.),11.00,7.00,15.00,5.00,10.00,,2023,maxfinancialservices
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2023,maxfinancialservices
38,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,,2023,maxfinancialservices
39,Tax On Dividend,0.00,0.00,0.00,39.26,81.14,,2023,maxfinancialservices
0,Profit & Loss account of NMDC (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,nmdc
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,nmdc
2,INCOME,,,,,,,2018,nmdc
3,Revenue From Operations [Gross],17661.10,25881.73,15370.05,11698.79,12152.15,,2018,nmdc
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2018,nmdc
5,Revenue From Operations [Net],17661.10,25881.73,15370.05,11698.79,12152.15,,2018,nmdc
6,Total Operating Revenues,17666.88,25881.73,15370.06,11699.22,12152.67,,2018,nmdc
7,Other Income,768.22,718.52,351.60,514.36,588.96,,2018,nmdc
8,Total Revenue,18435.10,26600.25,15721.66,12213.58,12741.63,,2018,nmdc
9,EXPENSES,,,,,,,2018,nmdc
10,Cost Of Materials Consumed,771.03,626.02,410.24,394.36,426.42,,2018,nmdc
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2018,nmdc
12,Operating And Direct Expenses,7935.05,10178.99,2969.38,2096.29,2003.78,,2018,nmdc
13,Changes In Inventories Of FGWIP And Stock In Trade,-496.60,-1200.50,-161.81,-53.83,-79.22,,2018,nmdc
14,Employee Benefit Expenses,1530.57,1337.07,1085.24,1049.36,1039.40,,2018,nmdc
15,Finance Costs,75.23,39.06,16.81,9.88,40.32,,2018,nmdc
16,Depreciation And Amortisation Expenses,336.18,287.74,228.54,294.93,279.04,,2018,nmdc
17,Other Expenses,1874.30,2357.63,2277.74,2211.12,1837.87,,2018,nmdc
18,Total Expenses,12025.76,13626.01,6826.14,6002.11,5547.61,,2018,nmdc
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6409.34,12974.24,8895.52,6211.47,7194.02,,2018,nmdc
20,Exceptional Items,1237.27,0.00,0.00,-96.44,0.00,,2018,nmdc
21,Profit/Loss Before Tax,7646.61,12974.24,8895.52,6115.03,7194.02,,2018,nmdc
22,Tax Expenses-Continued Operations,,,,,,,2018,nmdc
23,Current Tax,1664.65,3444.39,2316.46,1555.59,2752.70,,2018,nmdc
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2018,nmdc
25,Deferred Tax,271.43,-122.67,-11.21,185.66,-197.02,,2018,nmdc
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2018,nmdc
27,Total Tax Expenses,2108.21,3582.25,2648.45,2512.72,2556.53,,2018,nmdc
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5538.40,9391.99,6247.07,3602.31,4637.49,,2018,nmdc
29,Profit/Loss From Continuing Operations,5538.40,9391.99,6247.07,3602.31,4637.49,,2018,nmdc
30,Profit/Loss For The Period,5537.72,9391.31,6247.47,3601.52,4637.07,,2018,nmdc
31,Minority Interest,-1.10,0.55,0.37,0.33,0.89,,2018,nmdc
32,Consolidated Profit/Loss After MI And Associates,5601.46,9379.60,6277.01,3573.29,4618.84,,2018,nmdc
33,OTHER ADDITIONAL INFORMATION,,,,,,,2018,nmdc
34,EARNINGS PER SHARE,,,,,,,2018,nmdc
35,Basic EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,2018,nmdc
36,Diluted EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,2018,nmdc
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2018,nmdc
38,Equity Share Dividend,1098.98,4319.72,2274.15,1619.72,1690.14,,2018,nmdc
39,Tax On Dividend,0.00,0.00,0.00,332.94,347.41,,2018,nmdc
0,Profit & Loss account of NMDC (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,nmdc
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,nmdc
2,INCOME,,,,,,,2019,nmdc
3,Revenue From Operations [Gross],17661.10,25881.73,15370.05,11698.79,12152.15,,2019,nmdc
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2019,nmdc
5,Revenue From Operations [Net],17661.10,25881.73,15370.05,11698.79,12152.15,,2019,nmdc
6,Total Operating Revenues,17666.88,25881.73,15370.06,11699.22,12152.67,,2019,nmdc
7,Other Income,768.22,718.52,351.60,514.36,588.96,,2019,nmdc
8,Total Revenue,18435.10,26600.25,15721.66,12213.58,12741.63,,2019,nmdc
9,EXPENSES,,,,,,,2019,nmdc
10,Cost Of Materials Consumed,771.03,626.02,410.24,394.36,426.42,,2019,nmdc
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2019,nmdc
12,Operating And Direct Expenses,7935.05,10178.99,2969.38,2096.29,2003.78,,2019,nmdc
13,Changes In Inventories Of FGWIP And Stock In Trade,-496.60,-1200.50,-161.81,-53.83,-79.22,,2019,nmdc
14,Employee Benefit Expenses,1530.57,1337.07,1085.24,1049.36,1039.40,,2019,nmdc
15,Finance Costs,75.23,39.06,16.81,9.88,40.32,,2019,nmdc
16,Depreciation And Amortisation Expenses,336.18,287.74,228.54,294.93,279.04,,2019,nmdc
17,Other Expenses,1874.30,2357.63,2277.74,2211.12,1837.87,,2019,nmdc
18,Total Expenses,12025.76,13626.01,6826.14,6002.11,5547.61,,2019,nmdc
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6409.34,12974.24,8895.52,6211.47,7194.02,,2019,nmdc
20,Exceptional Items,1237.27,0.00,0.00,-96.44,0.00,,2019,nmdc
21,Profit/Loss Before Tax,7646.61,12974.24,8895.52,6115.03,7194.02,,2019,nmdc
22,Tax Expenses-Continued Operations,,,,,,,2019,nmdc
23,Current Tax,1664.65,3444.39,2316.46,1555.59,2752.70,,2019,nmdc
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2019,nmdc
25,Deferred Tax,271.43,-122.67,-11.21,185.66,-197.02,,2019,nmdc
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2019,nmdc
27,Total Tax Expenses,2108.21,3582.25,2648.45,2512.72,2556.53,,2019,nmdc
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5538.40,9391.99,6247.07,3602.31,4637.49,,2019,nmdc
29,Profit/Loss From Continuing Operations,5538.40,9391.99,6247.07,3602.31,4637.49,,2019,nmdc
30,Profit/Loss For The Period,5537.72,9391.31,6247.47,3601.52,4637.07,,2019,nmdc
31,Minority Interest,-1.10,0.55,0.37,0.33,0.89,,2019,nmdc
32,Consolidated Profit/Loss After MI And Associates,5601.46,9379.60,6277.01,3573.29,4618.84,,2019,nmdc
33,OTHER ADDITIONAL INFORMATION,,,,,,,2019,nmdc
34,EARNINGS PER SHARE,,,,,,,2019,nmdc
35,Basic EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,2019,nmdc
36,Diluted EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,2019,nmdc
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2019,nmdc
38,Equity Share Dividend,1098.98,4319.72,2274.15,1619.72,1690.14,,2019,nmdc
39,Tax On Dividend,0.00,0.00,0.00,332.94,347.41,,2019,nmdc
0,Profit & Loss account of NMDC (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,nmdc
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,nmdc
2,INCOME,,,,,,,2020,nmdc
3,Revenue From Operations [Gross],17661.10,25881.73,15370.05,11698.79,12152.15,,2020,nmdc
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2020,nmdc
5,Revenue From Operations [Net],17661.10,25881.73,15370.05,11698.79,12152.15,,2020,nmdc
6,Total Operating Revenues,17666.88,25881.73,15370.06,11699.22,12152.67,,2020,nmdc
7,Other Income,768.22,718.52,351.60,514.36,588.96,,2020,nmdc
8,Total Revenue,18435.10,26600.25,15721.66,12213.58,12741.63,,2020,nmdc
9,EXPENSES,,,,,,,2020,nmdc
10,Cost Of Materials Consumed,771.03,626.02,410.24,394.36,426.42,,2020,nmdc
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2020,nmdc
12,Operating And Direct Expenses,7935.05,10178.99,2969.38,2096.29,2003.78,,2020,nmdc
13,Changes In Inventories Of FGWIP And Stock In Trade,-496.60,-1200.50,-161.81,-53.83,-79.22,,2020,nmdc
14,Employee Benefit Expenses,1530.57,1337.07,1085.24,1049.36,1039.40,,2020,nmdc
15,Finance Costs,75.23,39.06,16.81,9.88,40.32,,2020,nmdc
16,Depreciation And Amortisation Expenses,336.18,287.74,228.54,294.93,279.04,,2020,nmdc
17,Other Expenses,1874.30,2357.63,2277.74,2211.12,1837.87,,2020,nmdc
18,Total Expenses,12025.76,13626.01,6826.14,6002.11,5547.61,,2020,nmdc
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6409.34,12974.24,8895.52,6211.47,7194.02,,2020,nmdc
20,Exceptional Items,1237.27,0.00,0.00,-96.44,0.00,,2020,nmdc
21,Profit/Loss Before Tax,7646.61,12974.24,8895.52,6115.03,7194.02,,2020,nmdc
22,Tax Expenses-Continued Operations,,,,,,,2020,nmdc
23,Current Tax,1664.65,3444.39,2316.46,1555.59,2752.70,,2020,nmdc
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2020,nmdc
25,Deferred Tax,271.43,-122.67,-11.21,185.66,-197.02,,2020,nmdc
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2020,nmdc
27,Total Tax Expenses,2108.21,3582.25,2648.45,2512.72,2556.53,,2020,nmdc
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5538.40,9391.99,6247.07,3602.31,4637.49,,2020,nmdc
29,Profit/Loss From Continuing Operations,5538.40,9391.99,6247.07,3602.31,4637.49,,2020,nmdc
30,Profit/Loss For The Period,5537.72,9391.31,6247.47,3601.52,4637.07,,2020,nmdc
31,Minority Interest,-1.10,0.55,0.37,0.33,0.89,,2020,nmdc
32,Consolidated Profit/Loss After MI And Associates,5601.46,9379.60,6277.01,3573.29,4618.84,,2020,nmdc
33,OTHER ADDITIONAL INFORMATION,,,,,,,2020,nmdc
34,EARNINGS PER SHARE,,,,,,,2020,nmdc
35,Basic EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,2020,nmdc
36,Diluted EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,2020,nmdc
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2020,nmdc
38,Equity Share Dividend,1098.98,4319.72,2274.15,1619.72,1690.14,,2020,nmdc
39,Tax On Dividend,0.00,0.00,0.00,332.94,347.41,,2020,nmdc
0,Profit & Loss account of NMDC (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,nmdc
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,nmdc
2,INCOME,,,,,,,2021,nmdc
3,Revenue From Operations [Gross],17661.10,25881.73,15370.05,11698.79,12152.15,,2021,nmdc
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2021,nmdc
5,Revenue From Operations [Net],17661.10,25881.73,15370.05,11698.79,12152.15,,2021,nmdc
6,Total Operating Revenues,17666.88,25881.73,15370.06,11699.22,12152.67,,2021,nmdc
7,Other Income,768.22,718.52,351.60,514.36,588.96,,2021,nmdc
8,Total Revenue,18435.10,26600.25,15721.66,12213.58,12741.63,,2021,nmdc
9,EXPENSES,,,,,,,2021,nmdc
10,Cost Of Materials Consumed,771.03,626.02,410.24,394.36,426.42,,2021,nmdc
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2021,nmdc
12,Operating And Direct Expenses,7935.05,10178.99,2969.38,2096.29,2003.78,,2021,nmdc
13,Changes In Inventories Of FGWIP And Stock In Trade,-496.60,-1200.50,-161.81,-53.83,-79.22,,2021,nmdc
14,Employee Benefit Expenses,1530.57,1337.07,1085.24,1049.36,1039.40,,2021,nmdc
15,Finance Costs,75.23,39.06,16.81,9.88,40.32,,2021,nmdc
16,Depreciation And Amortisation Expenses,336.18,287.74,228.54,294.93,279.04,,2021,nmdc
17,Other Expenses,1874.30,2357.63,2277.74,2211.12,1837.87,,2021,nmdc
18,Total Expenses,12025.76,13626.01,6826.14,6002.11,5547.61,,2021,nmdc
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6409.34,12974.24,8895.52,6211.47,7194.02,,2021,nmdc
20,Exceptional Items,1237.27,0.00,0.00,-96.44,0.00,,2021,nmdc
21,Profit/Loss Before Tax,7646.61,12974.24,8895.52,6115.03,7194.02,,2021,nmdc
22,Tax Expenses-Continued Operations,,,,,,,2021,nmdc
23,Current Tax,1664.65,3444.39,2316.46,1555.59,2752.70,,2021,nmdc
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2021,nmdc
25,Deferred Tax,271.43,-122.67,-11.21,185.66,-197.02,,2021,nmdc
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2021,nmdc
27,Total Tax Expenses,2108.21,3582.25,2648.45,2512.72,2556.53,,2021,nmdc
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5538.40,9391.99,6247.07,3602.31,4637.49,,2021,nmdc
29,Profit/Loss From Continuing Operations,5538.40,9391.99,6247.07,3602.31,4637.49,,2021,nmdc
30,Profit/Loss For The Period,5537.72,9391.31,6247.47,3601.52,4637.07,,2021,nmdc
31,Minority Interest,-1.10,0.55,0.37,0.33,0.89,,2021,nmdc
32,Consolidated Profit/Loss After MI And Associates,5601.46,9379.60,6277.01,3573.29,4618.84,,2021,nmdc
33,OTHER ADDITIONAL INFORMATION,,,,,,,2021,nmdc
34,EARNINGS PER SHARE,,,,,,,2021,nmdc
35,Basic EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,2021,nmdc
36,Diluted EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,2021,nmdc
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2021,nmdc
38,Equity Share Dividend,1098.98,4319.72,2274.15,1619.72,1690.14,,2021,nmdc
39,Tax On Dividend,0.00,0.00,0.00,332.94,347.41,,2021,nmdc
0,Profit & Loss account of NMDC (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,nmdc
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,nmdc
2,INCOME,,,,,,,2022,nmdc
3,Revenue From Operations [Gross],17661.10,25881.73,15370.05,11698.79,12152.15,,2022,nmdc
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2022,nmdc
5,Revenue From Operations [Net],17661.10,25881.73,15370.05,11698.79,12152.15,,2022,nmdc
6,Total Operating Revenues,17666.88,25881.73,15370.06,11699.22,12152.67,,2022,nmdc
7,Other Income,768.22,718.52,351.60,514.36,588.96,,2022,nmdc
8,Total Revenue,18435.10,26600.25,15721.66,12213.58,12741.63,,2022,nmdc
9,EXPENSES,,,,,,,2022,nmdc
10,Cost Of Materials Consumed,771.03,626.02,410.24,394.36,426.42,,2022,nmdc
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2022,nmdc
12,Operating And Direct Expenses,7935.05,10178.99,2969.38,2096.29,2003.78,,2022,nmdc
13,Changes In Inventories Of FGWIP And Stock In Trade,-496.60,-1200.50,-161.81,-53.83,-79.22,,2022,nmdc
14,Employee Benefit Expenses,1530.57,1337.07,1085.24,1049.36,1039.40,,2022,nmdc
15,Finance Costs,75.23,39.06,16.81,9.88,40.32,,2022,nmdc
16,Depreciation And Amortisation Expenses,336.18,287.74,228.54,294.93,279.04,,2022,nmdc
17,Other Expenses,1874.30,2357.63,2277.74,2211.12,1837.87,,2022,nmdc
18,Total Expenses,12025.76,13626.01,6826.14,6002.11,5547.61,,2022,nmdc
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6409.34,12974.24,8895.52,6211.47,7194.02,,2022,nmdc
20,Exceptional Items,1237.27,0.00,0.00,-96.44,0.00,,2022,nmdc
21,Profit/Loss Before Tax,7646.61,12974.24,8895.52,6115.03,7194.02,,2022,nmdc
22,Tax Expenses-Continued Operations,,,,,,,2022,nmdc
23,Current Tax,1664.65,3444.39,2316.46,1555.59,2752.70,,2022,nmdc
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2022,nmdc
25,Deferred Tax,271.43,-122.67,-11.21,185.66,-197.02,,2022,nmdc
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2022,nmdc
27,Total Tax Expenses,2108.21,3582.25,2648.45,2512.72,2556.53,,2022,nmdc
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5538.40,9391.99,6247.07,3602.31,4637.49,,2022,nmdc
29,Profit/Loss From Continuing Operations,5538.40,9391.99,6247.07,3602.31,4637.49,,2022,nmdc
30,Profit/Loss For The Period,5537.72,9391.31,6247.47,3601.52,4637.07,,2022,nmdc
31,Minority Interest,-1.10,0.55,0.37,0.33,0.89,,2022,nmdc
32,Consolidated Profit/Loss After MI And Associates,5601.46,9379.60,6277.01,3573.29,4618.84,,2022,nmdc
33,OTHER ADDITIONAL INFORMATION,,,,,,,2022,nmdc
34,EARNINGS PER SHARE,,,,,,,2022,nmdc
35,Basic EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,2022,nmdc
36,Diluted EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,2022,nmdc
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2022,nmdc
38,Equity Share Dividend,1098.98,4319.72,2274.15,1619.72,1690.14,,2022,nmdc
39,Tax On Dividend,0.00,0.00,0.00,332.94,347.41,,2022,nmdc
0,Profit & Loss account of NMDC (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,nmdc
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,nmdc
2,INCOME,,,,,,,2023,nmdc
3,Revenue From Operations [Gross],17661.10,25881.73,15370.05,11698.79,12152.15,,2023,nmdc
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2023,nmdc
5,Revenue From Operations [Net],17661.10,25881.73,15370.05,11698.79,12152.15,,2023,nmdc
6,Total Operating Revenues,17666.88,25881.73,15370.06,11699.22,12152.67,,2023,nmdc
7,Other Income,768.22,718.52,351.60,514.36,588.96,,2023,nmdc
8,Total Revenue,18435.10,26600.25,15721.66,12213.58,12741.63,,2023,nmdc
9,EXPENSES,,,,,,,2023,nmdc
10,Cost Of Materials Consumed,771.03,626.02,410.24,394.36,426.42,,2023,nmdc
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2023,nmdc
12,Operating And Direct Expenses,7935.05,10178.99,2969.38,2096.29,2003.78,,2023,nmdc
13,Changes In Inventories Of FGWIP And Stock In Trade,-496.60,-1200.50,-161.81,-53.83,-79.22,,2023,nmdc
14,Employee Benefit Expenses,1530.57,1337.07,1085.24,1049.36,1039.40,,2023,nmdc
15,Finance Costs,75.23,39.06,16.81,9.88,40.32,,2023,nmdc
16,Depreciation And Amortisation Expenses,336.18,287.74,228.54,294.93,279.04,,2023,nmdc
17,Other Expenses,1874.30,2357.63,2277.74,2211.12,1837.87,,2023,nmdc
18,Total Expenses,12025.76,13626.01,6826.14,6002.11,5547.61,,2023,nmdc
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",6409.34,12974.24,8895.52,6211.47,7194.02,,2023,nmdc
20,Exceptional Items,1237.27,0.00,0.00,-96.44,0.00,,2023,nmdc
21,Profit/Loss Before Tax,7646.61,12974.24,8895.52,6115.03,7194.02,,2023,nmdc
22,Tax Expenses-Continued Operations,,,,,,,2023,nmdc
23,Current Tax,1664.65,3444.39,2316.46,1555.59,2752.70,,2023,nmdc
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2023,nmdc
25,Deferred Tax,271.43,-122.67,-11.21,185.66,-197.02,,2023,nmdc
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2023,nmdc
27,Total Tax Expenses,2108.21,3582.25,2648.45,2512.72,2556.53,,2023,nmdc
28,Profit/Loss After Tax And Before ExtraOrdinary Items,5538.40,9391.99,6247.07,3602.31,4637.49,,2023,nmdc
29,Profit/Loss From Continuing Operations,5538.40,9391.99,6247.07,3602.31,4637.49,,2023,nmdc
30,Profit/Loss For The Period,5537.72,9391.31,6247.47,3601.52,4637.07,,2023,nmdc
31,Minority Interest,-1.10,0.55,0.37,0.33,0.89,,2023,nmdc
32,Consolidated Profit/Loss After MI And Associates,5601.46,9379.60,6277.01,3573.29,4618.84,,2023,nmdc
33,OTHER ADDITIONAL INFORMATION,,,,,,,2023,nmdc
34,EARNINGS PER SHARE,,,,,,,2023,nmdc
35,Basic EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,2023,nmdc
36,Diluted EPS (Rs.),19.00,32.00,21.00,12.00,15.00,,2023,nmdc
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2023,nmdc
38,Equity Share Dividend,1098.98,4319.72,2274.15,1619.72,1690.14,,2023,nmdc
39,Tax On Dividend,0.00,0.00,0.00,332.94,347.41,,2023,nmdc
0,Profit & Loss account of Piramal Enterprises (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,piramalenterprises
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,piramalenterprises
2,INCOME,,,,,,,2018,piramalenterprises
3,Revenue From Operations [Gross],8216.86,13829.31,12770.76,12969.23,11812.38,,2018,piramalenterprises
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2018,piramalenterprises
5,Revenue From Operations [Net],8216.86,13829.31,12770.76,12969.23,11812.38,,2018,piramalenterprises
6,Total Operating Revenues,8934.30,13993.30,12809.35,13068.29,11882.59,,2018,piramalenterprises
7,Other Income,152.44,720.11,363.64,491.11,309.61,,2018,piramalenterprises
8,Total Revenue,9086.74,14713.41,13172.99,13559.40,12192.20,,2018,piramalenterprises
9,EXPENSES,,,,,,,2018,piramalenterprises
10,Cost Of Materials Consumed,0.00,934.05,1412.20,1377.19,1217.64,,2018,piramalenterprises
11,Purchase Of Stock-In Trade,0.00,1603.46,664.69,473.45,289.24,,2018,piramalenterprises
12,Operating And Direct Expenses,5497.78,0.00,0.00,0.00,0.00,,2018,piramalenterprises
13,Changes In Inventories Of FGWIP And Stock In Trade,0.00,-6.52,-155.30,-173.82,3.57,,2018,piramalenterprises
14,Employee Benefit Expenses,930.05,2135.01,1650.47,1610.20,1507.72,,2018,piramalenterprises
15,Finance Costs,3994.32,4479.87,4208.53,5320.62,4100.26,,2018,piramalenterprises
16,Depreciation And Amortisation Expenses,122.88,665.78,560.88,520.30,400.52,,2018,piramalenterprises
17,Other Expenses,1161.91,2181.01,1773.04,3513.90,1998.54,,2018,piramalenterprises
18,Total Expenses,11551.08,12688.73,10114.51,12641.84,9517.49,,2018,piramalenterprises
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-2464.34,2024.68,3058.48,917.56,2674.71,,2018,piramalenterprises
20,Exceptional Items,8066.26,-168.00,58.86,0.00,-452.25,,2018,piramalenterprises
21,Profit/Loss Before Tax,5601.92,1856.68,3117.34,917.56,2222.46,,2018,piramalenterprises
22,Tax Expenses-Continued Operations,,,,,,,2018,piramalenterprises
23,Current Tax,2.69,934.77,377.79,355.81,711.50,,2018,piramalenterprises
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2018,piramalenterprises
25,Deferred Tax,-653.53,-423.98,406.83,-152.97,140.72,,2018,piramalenterprises
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2018,piramalenterprises
27,Total Tax Expenses,-3978.05,510.79,2042.91,1960.43,852.22,,2018,piramalenterprises
