,0,1,2,3,Stock,4,5,6
27,Extra Ordinary Items,-0.68,-0.68,0.40,nmdc,-0.79,-0.42,
28,Net Profit/(Loss) For the Period,5537.72,9391.31,6247.47,nmdc,3601.52,4637.07,
29,Minority Interest,-1.10,0.55,0.37,nmdc,0.33,0.89,
30,Share Of P/L Of Associates,64.84,-12.26,29.17,nmdc,-28.56,-19.12,
31,Net P/L After M.I & Associates,5601.46,9379.60,6277.01,nmdc,3573.29,4618.84,
32,Equity Share Capital,293.07,293.07,293.07,nmdc,306.19,306.19,
33,Reserves Excluding Revaluation Reserves,22327.76,34693.83,29590.98,nmdc,27366.88,25737.81,
34,Equity Dividend Rate (%),--,--,--,nmdc,--,--,
35,EPS Before Extra Ordinary,,,,nmdc,,,
36,Basic EPS,19.11,32.00,20.70,nmdc,11.67,14.69,
37,Diluted EPS,19.11,32.00,20.70,nmdc,11.67,14.69,
38,EPS After Extra Ordinary,,,,nmdc,,,
39,Basic EPS.,19.11,32.00,20.70,nmdc,11.67,14.69,
40,Diluted EPS.,19.11,32.00,20.70,nmdc,11.67,14.69,
41,Public Share Holding,,,,nmdc,,,
42,No Of Shares (Crores),--,--,--,nmdc,--,--,
43,Share Holding (%),--,--,--,nmdc,--,--,
44,Promoters and Promoter Group Shareholding,,,,nmdc,,,
45,a) Pledged/Encumbered,,,,nmdc,,,
46,- Number of shares (Crores),--,--,--,nmdc,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,nmdc,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,nmdc,--,--,
49,b) Non-encumbered,,,,nmdc,,,
50,- Number of shares (Crores).,--,--,--,nmdc,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,nmdc,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,nmdc,--,--,
0,Yearly Results of National Aluminium Company (in Rs. Cr.),Mar '23,Mar '22,Mar '21,nationalaluminiumcompany,Mar '20,Mar '19,
1,Net Sales/Income from operations,14254.86,14180.81,8955.79,nationalaluminiumcompany,8471.84,11499.32,
2,Other Operating Income,--,--,--,nationalaluminiumcompany,--,--,
3,Total Income From Operations,14254.86,14180.81,8955.79,nationalaluminiumcompany,8471.84,11499.32,
4,EXPENDITURE,,,,nationalaluminiumcompany,,,
5,Consumption of Raw Materials,3172.12,1971.13,1315.43,nationalaluminiumcompany,1702.48,1919.68,
6,Purchase of Traded Goods,--,--,--,nationalaluminiumcompany,--,--,
7,Increase/Decrease in Stocks,-16.66,-116.83,-5.76,nationalaluminiumcompany,-365.23,-5.08,
8,Power & Fuel,--,--,--,nationalaluminiumcompany,--,2927.12,
9,Employees Cost,1832.06,2355.80,1930.24,nationalaluminiumcompany,1994.07,2072.28,
10,Depreciation,715.80,836.59,605.82,nationalaluminiumcompany,529.83,476.10,
11,Excise Duty,--,--,--,nationalaluminiumcompany,--,--,
12,Admin. And Selling Expenses,--,--,--,nationalaluminiumcompany,--,--,
13,R & D Expenses,--,--,--,nationalaluminiumcompany,--,--,
14,Provisions And Contingencies,--,--,--,nationalaluminiumcompany,--,--,
15,Exp. Capitalised,--,--,--,nationalaluminiumcompany,--,--,
16,Other Expenses,6819.26,5453.55,3933.06,nationalaluminiumcompany,4651.29,1692.79,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1732.28,3680.57,1177.00,nationalaluminiumcompany,-40.60,2416.43,
18,Other Income,235.63,297.42,146.60,nationalaluminiumcompany,272.58,325.87,
19,"P/L Before Int., Excpt. Items & Tax",1967.91,3977.99,1323.60,nationalaluminiumcompany,231.98,2742.30,
20,Interest,12.92,23.12,7.08,nationalaluminiumcompany,5.74,2.38,
21,P/L Before Exceptional Items & Tax,1954.99,3954.87,1316.52,nationalaluminiumcompany,226.24,2739.92,
22,Exceptional Items,--,--,--,nationalaluminiumcompany,--,--,
23,P/L Before Tax,1954.99,3954.87,1316.52,nationalaluminiumcompany,226.24,2739.92,
24,Tax,410.50,1002.90,16.99,nationalaluminiumcompany,88.01,1007.52,
25,P/L After Tax from Ordinary Activities,1544.49,2951.97,1299.53,nationalaluminiumcompany,138.23,1732.40,
26,Prior Year Adjustments,--,--,--,nationalaluminiumcompany,--,--,
27,Extra Ordinary Items,--,--,--,nationalaluminiumcompany,--,--,
28,Net Profit/(Loss) For the Period,1544.49,2951.97,1299.53,nationalaluminiumcompany,138.23,1732.40,
29,Minority Interest,--,--,--,nationalaluminiumcompany,--,--,
30,Share Of P/L Of Associates,-109.83,-0.56,-0.12,nationalaluminiumcompany,-2.00,1.29,
31,Net P/L After M.I & Associates,1434.66,2951.41,1299.41,nationalaluminiumcompany,136.23,1733.69,
32,Equity Share Capital,918.32,918.32,918.32,nationalaluminiumcompany,932.81,932.81,
33,Reserves Excluding Revaluation Reserves,12208.06,11634.07,9760.69,nationalaluminiumcompany,9053.69,9552.13,
34,Equity Dividend Rate (%),--,--,--,nationalaluminiumcompany,--,--,
35,EPS Before Extra Ordinary,,,,nationalaluminiumcompany,,,
36,Basic EPS,7.81,16.07,6.97,nationalaluminiumcompany,0.73,9.07,
37,Diluted EPS,7.81,16.07,6.97,nationalaluminiumcompany,0.73,9.07,
38,EPS After Extra Ordinary,,,,nationalaluminiumcompany,,,
39,Basic EPS.,7.81,16.07,6.97,nationalaluminiumcompany,0.73,9.07,
40,Diluted EPS.,7.81,16.07,6.97,nationalaluminiumcompany,0.73,9.07,
41,Public Share Holding,,,,nationalaluminiumcompany,,,
42,No Of Shares (Crores),--,--,--,nationalaluminiumcompany,--,--,
43,Share Holding (%),--,--,--,nationalaluminiumcompany,--,--,
44,Promoters and Promoter Group Shareholding,,,,nationalaluminiumcompany,,,
45,a) Pledged/Encumbered,,,,nationalaluminiumcompany,,,
46,- Number of shares (Crores),--,--,--,nationalaluminiumcompany,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,nationalaluminiumcompany,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,nationalaluminiumcompany,--,--,
49,b) Non-encumbered,,,,nationalaluminiumcompany,,,
50,- Number of shares (Crores).,--,--,--,nationalaluminiumcompany,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,nationalaluminiumcompany,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,nationalaluminiumcompany,--,--,
0,Yearly Results of Navin Fluorine International (in Rs. Cr.),Mar '23,Mar '22,Mar '21,navinfluorineinternational,Mar '20,Mar '19,
1,Net Sales/Income from operations,2077.40,1453.36,1179.39,navinfluorineinternational,1061.55,995.94,
2,Other Operating Income,--,--,--,navinfluorineinternational,--,--,
3,Total Income From Operations,2077.40,1453.36,1179.39,navinfluorineinternational,1061.55,995.94,
4,EXPENDITURE,,,,navinfluorineinternational,,,
5,Consumption of Raw Materials,905.72,650.49,527.81,navinfluorineinternational,495.59,460.59,
6,Purchase of Traded Goods,19.66,25.40,21.13,navinfluorineinternational,13.01,12.84,
7,Increase/Decrease in Stocks,-29.37,-10.26,-11.57,navinfluorineinternational,-24.78,3.12,
8,Power & Fuel,--,--,--,navinfluorineinternational,--,--,
9,Employees Cost,249.41,181.53,141.70,navinfluorineinternational,130.78,115.49,
10,Depreciation,62.64,47.90,44.17,navinfluorineinternational,37.00,27.51,
11,Excise Duty,--,--,--,navinfluorineinternational,--,--,
12,Admin. And Selling Expenses,--,--,--,navinfluorineinternational,--,--,
13,R & D Expenses,--,--,--,navinfluorineinternational,--,--,
14,Provisions And Contingencies,--,--,--,navinfluorineinternational,--,--,
15,Exp. Capitalised,--,--,--,navinfluorineinternational,--,--,
16,Other Expenses,381.67,251.39,191.03,navinfluorineinternational,183.47,185.54,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",487.67,306.91,265.12,navinfluorineinternational,226.49,190.84,
18,Other Income,35.73,39.22,79.04,navinfluorineinternational,33.33,34.40,
19,"P/L Before Int., Excpt. Items & Tax",523.40,346.13,344.16,navinfluorineinternational,259.81,225.24,
20,Interest,27.52,1.90,1.84,navinfluorineinternational,2.00,0.83,
21,P/L Before Exceptional Items & Tax,495.88,344.23,342.32,navinfluorineinternational,257.81,224.41,
22,Exceptional Items,--,--,15.51,navinfluorineinternational,--,--,
23,P/L Before Tax,495.88,344.23,357.83,navinfluorineinternational,257.81,224.41,
24,Tax,120.69,81.15,110.78,navinfluorineinternational,-143.56,76.97,
25,P/L After Tax from Ordinary Activities,375.19,263.08,247.06,navinfluorineinternational,401.37,147.45,
26,Prior Year Adjustments,--,--,--,navinfluorineinternational,--,--,
27,Extra Ordinary Items,--,--,--,navinfluorineinternational,--,--,
28,Net Profit/(Loss) For the Period,375.19,263.08,247.06,navinfluorineinternational,401.37,147.45,
29,Minority Interest,--,--,--,navinfluorineinternational,--,--,
30,Share Of P/L Of Associates,-0.01,-0.01,10.47,navinfluorineinternational,7.22,1.65,
31,Net P/L After M.I & Associates,375.18,263.07,257.52,navinfluorineinternational,408.59,149.10,
32,Equity Share Capital,9.91,9.91,9.90,navinfluorineinternational,9.90,9.89,
33,Reserves Excluding Revaluation Reserves,2157.42,1830.56,1621.64,navinfluorineinternational,1399.58,1060.36,
34,Equity Dividend Rate (%),--,--,--,navinfluorineinternational,--,--,
35,EPS Before Extra Ordinary,,,,navinfluorineinternational,,,
36,Basic EPS,75.70,53.12,52.03,navinfluorineinternational,82.60,30.17,
37,Diluted EPS,75.44,53.08,51.96,navinfluorineinternational,82.53,30.15,
38,EPS After Extra Ordinary,,,,navinfluorineinternational,,,
39,Basic EPS.,75.70,53.12,52.03,navinfluorineinternational,82.60,30.17,
40,Diluted EPS.,75.44,53.08,51.96,navinfluorineinternational,82.53,30.15,
41,Public Share Holding,,,,navinfluorineinternational,,,
42,No Of Shares (Crores),--,--,--,navinfluorineinternational,--,--,
43,Share Holding (%),--,--,--,navinfluorineinternational,--,--,
44,Promoters and Promoter Group Shareholding,,,,navinfluorineinternational,,,
45,a) Pledged/Encumbered,,,,navinfluorineinternational,,,
46,- Number of shares (Crores),--,--,--,navinfluorineinternational,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,navinfluorineinternational,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,navinfluorineinternational,--,--,
49,b) Non-encumbered,,,,navinfluorineinternational,,,
50,- Number of shares (Crores).,--,--,--,navinfluorineinternational,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,navinfluorineinternational,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,navinfluorineinternational,--,--,
0,Yearly Results of Oberoi Realty (in Rs. Cr.),Mar '23,Mar '22,Mar '21,oberoirealty,Mar '20,Mar '19,
1,Net Sales/Income from operations,4192.58,2693.97,2052.58,oberoirealty,2237.63,2582.50,
2,Other Operating Income,--,--,--,oberoirealty,--,--,
3,Total Income From Operations,4192.58,2693.97,2052.58,oberoirealty,2237.63,2582.50,
4,EXPENDITURE,,,,oberoirealty,,,
5,Consumption of Raw Materials,--,--,618.04,oberoirealty,--,--,
6,Purchase of Traded Goods,--,--,--,oberoirealty,--,--,
7,Increase/Decrease in Stocks,-3507.01,-373.47,272.79,oberoirealty,-1164.07,-405.23,
8,Power & Fuel,--,--,--,oberoirealty,--,--,
9,Employees Cost,77.79,68.37,49.12,oberoirealty,64.24,73.35,
10,Depreciation,39.75,39.78,41.19,oberoirealty,44.87,44.04,
11,Excise Duty,--,--,--,oberoirealty,--,--,
12,Admin. And Selling Expenses,--,--,--,oberoirealty,--,--,
13,R & D Expenses,--,--,--,oberoirealty,--,--,
14,Provisions And Contingencies,--,--,--,oberoirealty,--,--,
15,Exp. Capitalised,--,--,--,oberoirealty,--,--,
16,Other Expenses,5510.15,1817.73,112.24,oberoirealty,2289.49,1759.01,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",2071.90,1141.56,959.20,oberoirealty,1003.10,1111.33,
18,Other Income,100.62,58.45,38.01,oberoirealty,48.35,78.75,
19,"P/L Before Int., Excpt. Items & Tax",2172.52,1200.01,997.21,oberoirealty,1051.45,1190.08,
20,Interest,169.05,86.03,76.04,oberoirealty,88.47,19.36,
21,P/L Before Exceptional Items & Tax,2003.47,1113.98,921.17,oberoirealty,962.98,1170.72,
22,Exceptional Items,--,--,--,oberoirealty,--,--,
23,P/L Before Tax,2003.47,1113.98,921.17,oberoirealty,962.98,1170.72,
24,Tax,319.34,306.48,185.13,oberoirealty,279.56,360.69,
25,P/L After Tax from Ordinary Activities,1684.13,807.50,736.04,oberoirealty,683.42,810.03,
26,Prior Year Adjustments,--,--,--,oberoirealty,--,--,
27,Extra Ordinary Items,--,--,--,oberoirealty,--,--,
28,Net Profit/(Loss) For the Period,1684.13,807.50,736.04,oberoirealty,683.42,810.03,
29,Minority Interest,--,--,--,oberoirealty,--,--,
30,Share Of P/L Of Associates,220.41,239.60,3.25,oberoirealty,5.91,6.90,
31,Net P/L After M.I & Associates,1904.54,1047.10,739.29,oberoirealty,689.33,816.93,
32,Equity Share Capital,363.60,363.60,363.60,oberoirealty,363.60,363.60,
33,Reserves Excluding Revaluation Reserves,11846.52,10052.54,9005.54,oberoirealty,8265.88,7665.57,
34,Equity Dividend Rate (%),--,--,--,oberoirealty,--,--,
35,EPS Before Extra Ordinary,,,,oberoirealty,,,
36,Basic EPS,52.38,28.80,20.33,oberoirealty,18.96,22.80,
37,Diluted EPS,52.38,28.80,20.33,oberoirealty,18.96,22.80,
38,EPS After Extra Ordinary,,,,oberoirealty,,,
39,Basic EPS.,52.38,28.80,20.33,oberoirealty,18.96,22.80,
40,Diluted EPS.,52.38,28.80,20.33,oberoirealty,18.96,22.80,
41,Public Share Holding,,,,oberoirealty,,,
42,No Of Shares (Crores),--,--,--,oberoirealty,--,--,
43,Share Holding (%),--,--,--,oberoirealty,--,--,
44,Promoters and Promoter Group Shareholding,,,,oberoirealty,,,
45,a) Pledged/Encumbered,,,,oberoirealty,,,
46,- Number of shares (Crores),--,--,--,oberoirealty,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,oberoirealty,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,oberoirealty,--,--,
49,b) Non-encumbered,,,,oberoirealty,,,
50,- Number of shares (Crores).,--,--,--,oberoirealty,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,oberoirealty,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,oberoirealty,--,--,
0,Yearly Results of Oil and Natural Gas Corporation (in Rs. Cr.),Mar '23,Mar '22,Mar '21,oilnaturalgascorporation,Mar '20,Mar '19,
1,Net Sales/Income from operations,684829.22,531761.83,360572.31,oilnaturalgascorporation,425001.42,453460.57,
2,Other Operating Income,--,--,--,oilnaturalgascorporation,--,--,
3,Total Income From Operations,684829.22,531761.83,360572.31,oilnaturalgascorporation,425001.42,453460.57,
4,EXPENDITURE,,,,oilnaturalgascorporation,,,
5,Consumption of Raw Materials,187630.18,109292.93,56663.68,oilnaturalgascorporation,88902.15,104872.97,
6,Purchase of Traded Goods,266120.04,224871.34,144561.83,oilnaturalgascorporation,176006.43,165342.23,
7,Increase/Decrease in Stocks,2566.08,-2303.07,-9916.66,oilnaturalgascorporation,1145.56,-3094.73,
8,Power & Fuel,--,--,--,oilnaturalgascorporation,--,--,
9,Employees Cost,6806.95,6877.83,6313.72,oilnaturalgascorporation,6539.17,6445.16,
10,Depreciation,24557.05,26883.16,25538.47,oilnaturalgascorporation,26634.88,24026.22,
11,Excise Duty,--,--,--,oilnaturalgascorporation,--,--,
12,Admin. And Selling Expenses,--,--,--,oilnaturalgascorporation,--,--,
13,R & D Expenses,--,--,--,oilnaturalgascorporation,--,--,
14,Provisions And Contingencies,--,--,--,oilnaturalgascorporation,--,--,
15,Exp. Capitalised,--,--,--,oilnaturalgascorporation,--,--,
16,Other Expenses,146179.00,113149.14,112853.74,oilnaturalgascorporation,100262.80,105250.86,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",50969.92,52990.50,24557.53,oilnaturalgascorporation,25510.43,50617.86,
18,Other Income,8074.08,7437.63,9323.02,oilnaturalgascorporation,8531.55,8148.76,
19,"P/L Before Int., Excpt. Items & Tax",59044.00,60428.13,33880.55,oilnaturalgascorporation,34041.98,58766.62,
20,Interest,7889.36,5696.04,5709.03,oilnaturalgascorporation,6999.77,5836.72,
21,P/L Before Exceptional Items & Tax,51154.64,54732.09,28171.52,oilnaturalgascorporation,27042.21,52929.90,
22,Exceptional Items,-8137.94,-2104.91,918.77,oilnaturalgascorporation,-9028.48,-1591.01,
23,P/L Before Tax,43016.70,52627.18,29090.29,oilnaturalgascorporation,18013.73,51338.89,
24,Tax,10273.15,4797.05,8766.20,oilnaturalgascorporation,7508.00,20880.22,
25,P/L After Tax from Ordinary Activities,32743.55,47830.13,20324.09,oilnaturalgascorporation,10505.73,30458.67,
26,Prior Year Adjustments,--,--,--,oilnaturalgascorporation,--,--,
27,Extra Ordinary Items,--,--,--,oilnaturalgascorporation,--,--,
28,Net Profit/(Loss) For the Period,32743.55,47830.13,20324.09,oilnaturalgascorporation,10505.73,30458.67,
29,Minority Interest,2662.87,-3771.95,-5094.76,oilnaturalgascorporation,-653.00,-3391.97,
30,Share Of P/L Of Associates,34.06,1463.93,1019.36,oilnaturalgascorporation,1054.42,3428.26,
31,Net P/L After M.I & Associates,35440.48,45522.11,16248.69,oilnaturalgascorporation,10907.15,30494.96,
32,Equity Share Capital,6290.14,6290.14,6290.14,oilnaturalgascorporation,6290.15,6290.15,
33,Reserves Excluding Revaluation Reserves,274357.16,253212.77,214690.85,oilnaturalgascorporation,198814.45,211850.61,
34,Equity Dividend Rate (%),--,--,--,oilnaturalgascorporation,--,--,
35,EPS Before Extra Ordinary,,,,oilnaturalgascorporation,,,
36,Basic EPS,28.17,36.19,12.92,oilnaturalgascorporation,8.67,23.81,
37,Diluted EPS,28.17,36.19,12.92,oilnaturalgascorporation,8.67,23.81,
38,EPS After Extra Ordinary,,,,oilnaturalgascorporation,,,
39,Basic EPS.,28.17,36.19,12.92,oilnaturalgascorporation,8.67,23.81,
40,Diluted EPS.,28.17,36.19,12.92,oilnaturalgascorporation,8.67,23.81,
41,Public Share Holding,,,,oilnaturalgascorporation,,,
42,No Of Shares (Crores),--,--,--,oilnaturalgascorporation,--,--,
43,Share Holding (%),--,--,--,oilnaturalgascorporation,--,--,
44,Promoters and Promoter Group Shareholding,,,,oilnaturalgascorporation,,,
45,a) Pledged/Encumbered,,,,oilnaturalgascorporation,,,
46,- Number of shares (Crores),--,--,--,oilnaturalgascorporation,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,oilnaturalgascorporation,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,oilnaturalgascorporation,--,--,
49,b) Non-encumbered,,,,oilnaturalgascorporation,,,
50,- Number of shares (Crores).,--,--,--,oilnaturalgascorporation,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,oilnaturalgascorporation,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,oilnaturalgascorporation,--,--,
0,Yearly Results of Oracle Financial Services Software (in Rs. Cr.),Mar '23,Mar '22,Mar '21,oraclefinancialservicessoftware,Mar '20,Mar '19,
1,Net Sales/Income from operations,5698.31,5221.46,4983.94,oraclefinancialservicessoftware,4861.28,4958.90,
2,Other Operating Income,--,--,--,oraclefinancialservicessoftware,--,--,
3,Total Income From Operations,5698.31,5221.46,4983.94,oraclefinancialservicessoftware,4861.28,4958.90,
4,EXPENDITURE,,,,oraclefinancialservicessoftware,,,
5,Consumption of Raw Materials,--,--,--,oraclefinancialservicessoftware,--,--,
6,Purchase of Traded Goods,--,--,--,oraclefinancialservicessoftware,--,--,
7,Increase/Decrease in Stocks,--,--,--,oraclefinancialservicessoftware,--,--,
8,Power & Fuel,--,--,--,oraclefinancialservicessoftware,--,--,
9,Employees Cost,2774.17,2405.86,2201.75,oraclefinancialservicessoftware,2117.80,2195.81,
10,Depreciation,80.66,92.80,104.11,oraclefinancialservicessoftware,106.38,53.72,
11,Excise Duty,--,--,--,oraclefinancialservicessoftware,--,--,
12,Admin. And Selling Expenses,--,--,--,oraclefinancialservicessoftware,--,--,
13,R & D Expenses,--,--,--,oraclefinancialservicessoftware,--,--,
14,Provisions And Contingencies,--,--,--,oraclefinancialservicessoftware,--,--,
15,Exp. Capitalised,--,--,--,oraclefinancialservicessoftware,--,--,
16,Other Expenses,452.76,316.66,313.58,oraclefinancialservicessoftware,514.79,618.48,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",2390.72,2406.14,2364.50,oraclefinancialservicessoftware,2122.31,2090.90,
18,Other Income,191.84,134.34,131.97,oraclefinancialservicessoftware,177.34,176.09,
19,"P/L Before Int., Excpt. Items & Tax",2582.56,2540.48,2496.46,oraclefinancialservicessoftware,2299.65,2266.99,
20,Interest,12.66,12.20,19.13,oraclefinancialservicessoftware,47.37,--,
21,P/L Before Exceptional Items & Tax,2569.90,2528.28,2477.33,oraclefinancialservicessoftware,2252.28,2266.99,
22,Exceptional Items,--,--,--,oraclefinancialservicessoftware,--,--,
23,P/L Before Tax,2569.90,2528.28,2477.33,oraclefinancialservicessoftware,2252.28,2266.99,
24,Tax,763.76,639.45,715.48,oraclefinancialservicessoftware,790.06,881.09,
25,P/L After Tax from Ordinary Activities,1806.14,1888.83,1761.86,oraclefinancialservicessoftware,1462.22,1385.90,
26,Prior Year Adjustments,--,--,--,oraclefinancialservicessoftware,--,--,
27,Extra Ordinary Items,--,--,--,oraclefinancialservicessoftware,--,--,
28,Net Profit/(Loss) For the Period,1806.14,1888.83,1761.86,oraclefinancialservicessoftware,1462.22,1385.90,
29,Minority Interest,--,--,--,oraclefinancialservicessoftware,--,--,
30,Share Of P/L Of Associates,--,--,--,oraclefinancialservicessoftware,--,--,
31,Net P/L After M.I & Associates,1806.14,1888.83,1761.86,oraclefinancialservicessoftware,1462.22,1385.90,
32,Equity Share Capital,43.20,43.12,43.03,oraclefinancialservicessoftware,42.94,42.88,
33,Reserves Excluding Revaluation Reserves,7262.45,6900.44,6654.31,oraclefinancialservicessoftware,6353.96,4728.88,
34,Equity Dividend Rate (%),--,--,--,oraclefinancialservicessoftware,--,--,
35,EPS Before Extra Ordinary,,,,oraclefinancialservicessoftware,,,
36,Basic EPS,209.14,219.19,204.90,oraclefinancialservicessoftware,170.38,161.94,
37,Diluted EPS,208.25,218.04,203.99,oraclefinancialservicessoftware,169.66,161.11,
38,EPS After Extra Ordinary,,,,oraclefinancialservicessoftware,,,
39,Basic EPS.,209.14,219.19,204.90,oraclefinancialservicessoftware,170.38,161.94,
40,Diluted EPS.,208.25,218.04,203.99,oraclefinancialservicessoftware,169.66,161.11,
41,Public Share Holding,,,,oraclefinancialservicessoftware,,,
42,No Of Shares (Crores),--,--,--,oraclefinancialservicessoftware,--,--,
43,Share Holding (%),--,--,--,oraclefinancialservicessoftware,--,--,
44,Promoters and Promoter Group Shareholding,,,,oraclefinancialservicessoftware,,,
45,a) Pledged/Encumbered,,,,oraclefinancialservicessoftware,,,
46,- Number of shares (Crores),--,--,--,oraclefinancialservicessoftware,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,oraclefinancialservicessoftware,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,oraclefinancialservicessoftware,--,--,
49,b) Non-encumbered,,,,oraclefinancialservicessoftware,,,
50,- Number of shares (Crores).,--,--,--,oraclefinancialservicessoftware,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,oraclefinancialservicessoftware,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,oraclefinancialservicessoftware,--,--,
0,Yearly Results of PI Industries (in Rs. Cr.),Mar '23,Mar '22,Mar '21,piindustries,Mar '20,Mar '19,
1,Net Sales/Income from operations,6492.00,5299.50,4577.00,piindustries,3366.50,2840.90,
2,Other Operating Income,--,--,--,piindustries,--,--,
3,Total Income From Operations,6492.00,5299.50,4577.00,piindustries,3366.50,2840.90,
4,EXPENDITURE,,,,piindustries,,,
5,Consumption of Raw Materials,3434.30,2950.80,2508.10,piindustries,1687.70,1372.80,
6,Purchase of Traded Goods,188.10,173.90,163.70,piindustries,161.90,127.40,
7,Increase/Decrease in Stocks,-69.70,-201.90,-100.60,piindustries,-2.20,50.00,
8,Power & Fuel,--,--,--,piindustries,--,--,
9,Employees Cost,526.60,480.40,416.90,piindustries,320.90,264.70,
10,Depreciation,226.50,201.80,174.80,piindustries,136.70,93.00,
11,Excise Duty,--,--,--,piindustries,--,--,
12,Admin. And Selling Expenses,--,--,--,piindustries,--,--,
13,R & D Expenses,--,--,--,piindustries,--,--,
14,Provisions And Contingencies,--,--,--,piindustries,--,--,
15,Exp. Capitalised,--,--,--,piindustries,--,--,
16,Other Expenses,870.60,753.90,576.70,piindustries,480.40,449.60,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1315.60,940.60,837.40,piindustries,581.10,483.40,
18,Other Income,159.00,101.40,124.90,piindustries,48.90,59.50,
19,"P/L Before Int., Excpt. Items & Tax",1474.60,1042.00,962.30,piindustries,630.00,542.90,
20,Interest,37.10,12.80,28.20,piindustries,17.00,5.00,
21,P/L Before Exceptional Items & Tax,1437.50,1029.20,934.10,piindustries,613.00,537.90,
22,Exceptional Items,--,--,--,piindustries,--,--,
23,P/L Before Tax,1437.50,1029.20,934.10,piindustries,613.00,537.90,
24,Tax,214.80,189.00,200.20,piindustries,157.20,127.70,
25,P/L After Tax from Ordinary Activities,1222.70,840.20,733.90,piindustries,455.80,410.20,
26,Prior Year Adjustments,--,--,--,piindustries,--,--,
27,Extra Ordinary Items,--,--,--,piindustries,--,--,
28,Net Profit/(Loss) For the Period,1222.70,840.20,733.90,piindustries,455.80,410.20,
29,Minority Interest,--,--,--,piindustries,--,--,
30,Share Of P/L Of Associates,6.80,3.60,4.40,piindustries,0.80,--,
31,Net P/L After M.I & Associates,1229.50,843.80,738.30,piindustries,456.60,410.20,
32,Equity Share Capital,15.20,15.20,15.20,piindustries,13.80,13.80,
33,Reserves Excluding Revaluation Reserves,7183.30,6105.20,5327.20,piindustries,2601.10,2264.30,
34,Equity Dividend Rate (%),--,--,--,piindustries,--,--,
35,EPS Before Extra Ordinary,,,,piindustries,,,
36,Basic EPS,81.06,55.65,49.92,piindustries,33.08,29.74,
37,Diluted EPS,81.04,55.63,49.89,piindustries,33.08,29.73,
38,EPS After Extra Ordinary,,,,piindustries,,,
39,Basic EPS.,81.06,55.65,49.92,piindustries,33.08,29.74,
40,Diluted EPS.,81.04,55.63,49.89,piindustries,33.08,29.73,
41,Public Share Holding,,,,piindustries,,,
42,No Of Shares (Crores),--,--,--,piindustries,--,--,
43,Share Holding (%),--,--,--,piindustries,--,--,
44,Promoters and Promoter Group Shareholding,,,,piindustries,,,
45,a) Pledged/Encumbered,,,,piindustries,,,
46,- Number of shares (Crores),--,--,--,piindustries,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,piindustries,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,piindustries,--,--,
49,b) Non-encumbered,,,,piindustries,,,
50,- Number of shares (Crores).,--,--,--,piindustries,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,piindustries,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,piindustries,--,--,
0,Yearly Results of PVR INOX (in Rs. Cr.),Mar '23,Mar '22,Mar '21,pvrinox,Mar '20,Mar '19,
