,0,1,2,3,4,5,6,Stock
25,P/L After Tax from Ordinary Activities,9579.97,1345.89,1074.43,-1042.87,1150.74,,piramalenterprises
26,Prior Year Adjustments,--,--,--,--,--,,piramalenterprises
27,Extra Ordinary Items,--,--,--,574.45,--,,piramalenterprises
28,Net Profit/(Loss) For the Period,9579.97,1345.89,1074.43,-468.42,1150.74,,piramalenterprises
29,Minority Interest,--,-75.66,-80.52,2.89,2.97,,piramalenterprises
30,Share Of P/L Of Associates,388.61,652.88,338.43,489.56,319.38,,piramalenterprises
31,Net P/L After M.I & Associates,9968.58,1923.11,1332.34,24.03,1473.09,,piramalenterprises
32,Equity Share Capital,47.73,47.73,45.11,45.11,36.89,,piramalenterprises
33,Reserves Excluding Revaluation Reserves,31011.29,35441.40,32445.50,28999.13,23823.43,,piramalenterprises
34,Equity Dividend Rate (%),--,--,--,--,--,,piramalenterprises
35,EPS Before Extra Ordinary,,,,,,,piramalenterprises
36,Basic EPS,417.68,80.70,56.19,1.14,74.16,,piramalenterprises
37,Diluted EPS,416.30,80.40,55.68,1.14,73.86,,piramalenterprises
38,EPS After Extra Ordinary,,,,,,,piramalenterprises
39,Basic EPS.,417.68,80.70,56.19,1.14,74.16,,piramalenterprises
40,Diluted EPS.,416.30,80.40,55.68,1.14,73.86,,piramalenterprises
41,Public Share Holding,,,,,,,piramalenterprises
42,No Of Shares (Crores),--,--,--,--,--,,piramalenterprises
43,Share Holding (%),--,--,--,--,--,,piramalenterprises
44,Promoters and Promoter Group Shareholding,,,,,,,piramalenterprises
45,a) Pledged/Encumbered,,,,,,,piramalenterprises
46,- Number of shares (Crores),--,--,--,--,--,,piramalenterprises
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,piramalenterprises
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,piramalenterprises
49,b) Non-encumbered,,,,,,,piramalenterprises
50,- Number of shares (Crores).,--,--,--,--,--,,piramalenterprises
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,piramalenterprises
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,piramalenterprises
0,Yearly Results of Trent (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,trent
1,Net Sales/Income from operations,8242.02,4498.02,2592.96,3485.98,2630.24,,trent
2,Other Operating Income,--,--,--,--,--,,trent
3,Total Income From Operations,8242.02,4498.02,2592.96,3485.98,2630.24,,trent
4,EXPENDITURE,,,,,,,trent
5,Consumption of Raw Materials,--,--,--,--,--,,trent
6,Purchase of Traded Goods,5211.05,2920.38,1371.64,1951.65,1459.67,,trent
7,Increase/Decrease in Stocks,-491.31,-438.84,162.36,-69.89,-148.23,,trent
8,Power & Fuel,--,--,--,--,--,,trent
9,Employees Cost,655.23,398.95,301.86,358.52,286.81,,trent
10,Depreciation,493.69,310.82,257.30,249.24,51.67,,trent
11,Excise Duty,--,--,--,--,--,,trent
12,Admin. And Selling Expenses,--,--,--,--,--,,trent
13,R & D Expenses,--,--,--,--,--,,trent
14,Provisions And Contingencies,--,--,--,--,--,,trent
15,Exp. Capitalised,--,--,--,--,--,,trent
16,Other Expenses,1793.40,1043.66,585.20,699.75,804.27,,trent
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",579.96,263.05,-85.40,296.71,176.05,,trent
18,Other Income,260.92,175.21,201.60,144.51,40.82,,trent
19,"P/L Before Int., Excpt. Items & Tax",840.88,438.26,116.20,441.22,216.87,,trent
20,Interest,369.22,304.74,248.65,245.80,36.75,,trent
21,P/L Before Exceptional Items & Tax,471.66,133.52,-132.45,195.42,180.12,,trent
22,Exceptional Items,-3.00,-27.44,-1.01,--,--,,trent
23,P/L Before Tax,468.66,106.08,-133.46,195.42,180.12,,trent
24,Tax,158.44,76.62,-23.69,59.01,73.61,,trent
25,P/L After Tax from Ordinary Activities,310.22,29.46,-109.77,136.41,106.51,,trent
26,Prior Year Adjustments,--,--,--,--,--,,trent
27,Extra Ordinary Items,--,--,--,--,-0.02,,trent
28,Net Profit/(Loss) For the Period,310.22,29.46,-109.77,136.41,106.49,,trent
29,Minority Interest,51.00,71.23,34.96,16.80,2.13,,trent
30,Share Of P/L Of Associates,83.47,5.14,-71.36,-30.43,-11.65,,trent
31,Net P/L After M.I & Associates,444.69,105.83,-146.17,122.78,96.96,,trent
32,Equity Share Capital,35.55,35.55,35.55,35.55,33.23,,trent
33,Reserves Excluding Revaluation Reserves,2559.94,2328.45,2277.48,2352.49,1613.28,,trent
34,Equity Dividend Rate (%),--,--,--,--,--,,trent
35,EPS Before Extra Ordinary,,,,,,,trent
36,Basic EPS,12.51,2.98,-4.11,3.53,2.92,,trent
37,Diluted EPS,12.51,2.98,-4.11,3.53,2.92,,trent
38,EPS After Extra Ordinary,,,,,,,trent
39,Basic EPS.,12.51,2.98,-4.11,3.53,2.92,,trent
40,Diluted EPS.,12.51,2.98,-4.11,3.53,2.92,,trent
41,Public Share Holding,,,,,,,trent
42,No Of Shares (Crores),--,--,--,--,--,,trent
43,Share Holding (%),--,--,--,--,--,,trent
44,Promoters and Promoter Group Shareholding,,,,,,,trent
45,a) Pledged/Encumbered,,,,,,,trent
46,- Number of shares (Crores),--,--,--,--,--,,trent
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,trent
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,trent
49,b) Non-encumbered,,,,,,,trent
50,- Number of shares (Crores).,--,--,--,--,--,,trent
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,trent
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,trent
0,Yearly Results of Vedanta (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,vedanta
1,Net Sales/Income from operations,145404.00,131192.00,86863.00,83545.00,90901.00,,vedanta
2,Other Operating Income,1904.00,1540.00,--,902.00,1147.00,,vedanta
3,Total Income From Operations,147308.00,132732.00,86863.00,84447.00,92048.00,,vedanta
4,EXPENDITURE,,,,,,,vedanta
5,Consumption of Raw Materials,44470.00,37172.00,22849.00,21261.00,25490.00,,vedanta
6,Purchase of Traded Goods,57.00,133.00,41.00,225.00,588.00,,vedanta
7,Increase/Decrease in Stocks,-377.00,-2049.00,792.00,1017.00,72.00,,vedanta
8,Power & Fuel,30950.00,21164.00,--,16392.00,18144.00,,vedanta
9,Employees Cost,3098.00,2811.00,2861.00,2672.00,3023.00,,vedanta
10,Depreciation,10555.00,8895.00,7638.00,9093.00,8192.00,,vedanta
11,Excise Duty,--,--,--,--,--,,vedanta
12,Admin. And Selling Expenses,--,--,--,--,--,,vedanta
13,R & D Expenses,--,--,--,--,--,,vedanta
14,Provisions And Contingencies,--,--,--,--,--,,vedanta
15,Exp. Capitalised,--,--,--,--,--,,vedanta
16,Other Expenses,34688.00,28677.00,34160.00,22193.00,21628.00,,vedanta
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",23867.00,35929.00,18522.00,11594.00,14911.00,,vedanta
18,Other Income,2851.00,2600.00,4579.00,2510.00,4018.00,,vedanta
19,"P/L Before Int., Excpt. Items & Tax",26718.00,38529.00,23101.00,14104.00,18929.00,,vedanta
20,Interest,6225.00,4797.00,5210.00,4977.00,5689.00,,vedanta
21,P/L Before Exceptional Items & Tax,20493.00,33732.00,17891.00,9127.00,13240.00,,vedanta
22,Exceptional Items,-217.00,-768.00,-678.00,-17386.00,320.00,,vedanta
23,P/L Before Tax,20276.00,32964.00,17213.00,-8259.00,13560.00,,vedanta
24,Tax,5770.00,9255.00,2180.00,-3516.00,3862.00,,vedanta
25,P/L After Tax from Ordinary Activities,14506.00,23709.00,15033.00,-4743.00,9698.00,,vedanta
26,Prior Year Adjustments,--,--,--,--,--,,vedanta
27,Extra Ordinary Items,--,--,--,--,--,,vedanta
28,Net Profit/(Loss) For the Period,14506.00,23709.00,15033.00,-4743.00,9698.00,,vedanta
29,Minority Interest,-3929.00,-4908.00,-3430.00,-1920.00,-2633.00,,vedanta
30,Share Of P/L Of Associates,-3.00,1.00,-1.00,-1.00,--,,vedanta
31,Net P/L After M.I & Associates,10574.00,18802.00,11602.00,-6664.00,7065.00,,vedanta
32,Equity Share Capital,372.00,372.00,372.00,372.00,372.00,,vedanta
33,Reserves Excluding Revaluation Reserves,39051.00,65011.00,61906.00,54263.00,61925.00,,vedanta
34,Equity Dividend Rate (%),--,--,--,--,--,,vedanta
35,EPS Before Extra Ordinary,,,,,,,vedanta
36,Basic EPS,28.50,50.73,31.32,-18.00,18.50,,vedanta
37,Diluted EPS,28.32,50.38,31.13,-18.00,18.43,,vedanta
38,EPS After Extra Ordinary,,,,,,,vedanta
39,Basic EPS.,28.50,50.73,31.32,-18.00,19.07,,vedanta
40,Diluted EPS.,28.32,50.38,31.13,-18.00,18.98,,vedanta
41,Public Share Holding,,,,,,,vedanta
42,No Of Shares (Crores),--,--,--,--,--,,vedanta
43,Share Holding (%),--,--,--,--,--,,vedanta
44,Promoters and Promoter Group Shareholding,,,,,,,vedanta
45,a) Pledged/Encumbered,,,,,,,vedanta
46,- Number of shares (Crores),--,--,--,--,--,,vedanta
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,vedanta
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,vedanta
49,b) Non-encumbered,,,,,,,vedanta
50,- Number of shares (Crores).,--,--,--,--,--,,vedanta
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,vedanta
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,vedanta
