,date,heading,text,SourceTag
13,"September 29, 2023 12:26 PM IST",UPL gains 2% after HSBC Securities recommends ‘buy’ on stock,"""We believe that UPL’s balance sheet is protected and that its global crop pesticides business is undervalued,” HSBC Securities said. The stock has also recently received a ‘buy’ rating from Citi.",stock_news3
14,"September 29, 2023 12:16 PM IST",Jindal Steel and Power gains 2% after Motilal Oswal reaffirms ‘buy’ rating,"“JSP plans to incur a significant capex for capacity expansion and strengthen raw material integration and product enrichment. This planned capex could result in volume growth and a reduction in structural costs,” the financial services firm said.",stock_news3
15,"September 29, 2023 03:47 PM IST",Navin Fluorine slumps 13% as MD calls it quits after CEO and CFO,"While Sudhir R Deo has been appointed as an additional director to strengthen the board, investors are wary about the slew of high-profile exits in the company",stock_news3
16,"September 29, 2023 11:39 AM IST","L&T hits record high, up 5% in 5 days; Jefferies, UBS maintain ‘buy’ rating","The stock has touched record highs throughout the week, gaining as much as 5 percent",stock_news3
17,"September 29, 2023 11:25 AM IST",Reforming multilateral development banks is urgent as climate goals await,"Multilateral development banks will have to triple their lending by 2030 and Larry Summers prescribes that they look at new areas like derivatives, mutual funds, insurance and guarantees to raise money",stock_news3
18,"September 29, 2023 12:20 PM IST",This year’s hottest tech IPO may be a transportation company,"One standout fact about Cainiao is that it is the second-largest contributor to Alibaba’s profit growth, despite accounting for just 9.2% of group revenue. Punching above its weight within the Alibaba empire is what makes the logistics company the perfect choice to lead the coming parade of IPOs",stock_news3
19,"September 29, 2023 11:18 AM IST","SBI Life stock gains; Amit Jhingran is new CEO, MD",Jhingran replaces Mahesh Kumar Sharma who has been transferred to State Bank of India. Sharma will be relieved of his SBI Life duties from the close of business hours on September 30,stock_news3
20,"September 29, 2023 11:02 AM IST","Capital Small Finance Bank to hit IPO street, files draft papers with Sebi","Established in 2000 by Samra, the Jalandhar-headquartered bank changed its name from Capital Local Area Bank to Capital SFB",stock_news3
21,"September 29, 2023 10:48 AM IST",Green energy capex powers 3.5% rally in NTPC stock to a 52-week high,"After commissioning an 800 MW power plant, NTPC stock gained 3.5% to hit a fresh 52-week high.",stock_news3
22,"September 29, 2023 10:38 AM IST",Quick Heal Technologies tumbles on Peak XV exit,"Peak XV , formerly Sequoia Capital, sold all of its 17.86 lakh shares, or 3.37 percent, stake in Quick Heal Technologies via open market at an average price of Rs 240 a share",stock_news3
23,"September 29, 2023 10:21 AM IST","Extended trading hours like evening courses; colleges make money, students don’t benefit, says expert trader",Kirubakaran Rajendran believes traders will have to re-calibrate their strategies based on how the market evolves,stock_news3
24,"September 29, 2023 10:14 AM IST",This music label midcap rallies 6% on digital entertainment deal,"Saregama owns the largest music archives in India, nearly 50 percent of all the music ever recorded in India",stock_news3
0,"September 29, 2023 06:25 AM IST",Commodity Futures | Range breakout in the price of Zinc is expected to propel it higher,RSI has given a range breakout and MACD is sustaining above its zero line. These observations support the bullish view of Zinc,technical_analysis_news1
1,"September 29, 2023 06:25 AM IST",Options Trade | A non-directional options strategy in TCS,TCS is expected to remain sideways within our range. An Iron Condor trade to capitalise on high volatility,technical_analysis_news1
2,"September 29, 2023 06:25 AM IST","Futures Trade | Swing low breached on a closing basis, suggesting a swift downside in Kotak Bank",Bearish crossover in MACD and trendline breakdown in RSI support the bearish view in Kotak Bank,technical_analysis_news1
3,"September 29, 2023 06:25 AM IST",Cash Market | Marksans Pharma breaks out of a bullish down-sloping channel,MACD buy signal at the support of long-term rising trendline in Marksans Pharma,technical_analysis_news1
4,"September 29, 2023 06:25 AM IST",Cash Market | Zomato remains strong in a weak market,Zomato is consolidating well and is not falling in a weak market,technical_analysis_news1
5,"September 28, 2023 07:05 AM IST",Cash Market | A cup and handle breakout seen in RBL Bank,A bull sash candle pattern at the breakout indicates an up move in RBL Bank,technical_analysis_news1
6,"September 28, 2023 07:01 AM IST",Cash Market | Aurobindo Pharma looks ready for a move up,A low-risk trade in Aurobindo Pharma,technical_analysis_news1
7,"September 28, 2023 06:58 AM IST",Cash Market | Dixon Technologies breaks out of trend continuation pattern on good volumes,Dixon Technologies is an outperforming stock. And we see prices in a strong uptrend.,technical_analysis_news1
8,"September 28, 2023 06:57 AM IST",Commodity Futures | Coriander has breached its swing low and is expected to slide lower,Trendline breakdown in RSI and walking of the lower Bollinger band by the price supports the bearish view in Coriander,technical_analysis_news1
9,"September 28, 2023 06:55 AM IST",Options Trade | A non-directional options strategy in NMDC,NMDC is expected to remain sideways within our range. An Iron Condor trade to capitalise on high volatility.,technical_analysis_news1
10,"September 27, 2023 06:29 AM IST",Commodity Futures | A high probability buy trade in Crude Oil,"RSI has given a trendline breakout and MACD has formed a bullish crossover, which supports the bullish view in Crude Oil",technical_analysis_news1
11,"September 27, 2023 06:29 AM IST",Options Trade | A non-directional options strategy in NTPC,NTPC is expected to remain sideways within our range. An Iron Condor trade to capitalise on high volatility.,technical_analysis_news1
12,"September 27, 2023 06:28 AM IST","Cash Market | Colgate breaks out of consolidation phase, giving trend continuation signal",MACD moves into a buy mode as the moving average shows a rising trajectory in Colgate,technical_analysis_news1
13,"September 27, 2023 06:28 AM IST",Cash Market | A bullish Marubozu candle at breakout indicates an up move in Colgate Palmolive,A trendline breakout after brief consolidation suggests swift upside in Colgate Palmolive,technical_analysis_news1
14,"September 26, 2023 06:59 AM IST",Cash Market | Neuland Labs breaks out,Neuland Labs is showing relative strength and is reversing from a downward correction,technical_analysis_news1
15,"September 26, 2023 06:58 AM IST",Cash Market | W pattern breakout seen in Asian Paints,A trendline breakout in the price suggests further upside in Asian Paints,technical_analysis_news1
16,"September 26, 2023 06:57 AM IST",Cash Market | Tata Consumer breaks out of an ascending triangle trend continuation pattern,Tata Consumer could show a strong uptrend in the coming days,technical_analysis_news1
17,"September 26, 2023 06:54 AM IST",Options Trade | A non-directional options strategy in SBIN,SBIN is expected to remain sideways within our range. An Iron Condor trade to capitalise.,technical_analysis_news1
18,"September 26, 2023 06:43 AM IST",Commodity Futures | An inverse cup and handle breakdown is seen Gold Mini,Trendline breakdown in RSI and walking of lower Bollinger band by the price support the bearish view in Gold Mini for the short term.,technical_analysis_news1
19,"September 25, 2023 06:46 AM IST",Cash Market | Strong chart in RVNL despite weakness in the market,RVNL has completed the pullback mode,technical_analysis_news1
20,"September 25, 2023 06:46 AM IST",Cash Market | Dwarikesh Sugar breaks out of a major rectangle pattern,Dwarikesh Sugar shows a golden cross trend reversal signal,technical_analysis_news1
21,"September 25, 2023 06:43 AM IST",Cash Market | A multi-month breakout indicating bullish movement in Granules,A bounce in the price with the rise in volume above the breakout suggests further upside in Granules,technical_analysis_news1
22,"September 25, 2023 06:42 AM IST",Currency Options | A low-risk and high-probability options strategy in currency pair USDINR,USDINR is expected to remain sideways within our range. A Double Butterfly (Asymmetrical) trade to capitalise.,technical_analysis_news1
23,"September 25, 2023 06:40 AM IST",Options Trade | A non-directional options strategy in GAIL (India),GAIL (India) is expected to remain sideways within our range. An Iron Condor trade to capitalise.,technical_analysis_news1
24,"September 25, 2023 06:38 AM IST",Commodity Futures | A falling trendline breakout in the price suggests a sharp upside in Castor Seed,Trendline breakout in RSI and bullish crossover in MACD support the bullish view in Castor Seed,technical_analysis_news1
0,"September 22, 2023 06:44 AM IST",Futures Trade | A rounding top breakdown seen in GAIL,"GAIL has breached its swing low on a closing basis, which suggests further correction",technical_analysis_news2
1,"September 22, 2023 06:41 AM IST",Cash Market | Equitas Bank has strong support now,Equitas Bank has consolidated and is turning back up on news of HDFC AMC stake approval,technical_analysis_news2
2,"September 22, 2023 06:39 AM IST",Cash Market | Bharti Airtel price pattern shows a break-out pullback trade setup,The 20-day moving average crosses above the 50-day moving average in Bharti Airtel,technical_analysis_news2
3,"September 22, 2023 06:36 AM IST",Options Trade | A low-risk non-directional options strategy in NIFTY,NIFTY is expected to remain sideways within our range. A Double Butterfly (Asymmetrical) trade to capitalise.,technical_analysis_news2
4,"September 21, 2023 06:47 AM IST",Cash Market | AU Small Finance Bank breaks out of intermediate-term inverse head and shoulder reversal pattern,AU Small Finance Bank breaks above the falling trendline and regains its 50-day moving average,technical_analysis_news2
5,"September 21, 2023 06:45 AM IST",Cash Market | Coal India showing relative strength,Coal India tried to break out in the previous session but failed,technical_analysis_news2
6,"September 21, 2023 06:43 AM IST",Cash Market | A range breakout in the price indicates a swift upside in M&M Financial Services,The expansion of Bollinger bands supports the bullish view in M&M Financial Services,technical_analysis_news2
7,"September 21, 2023 06:41 AM IST",Options Trade | A low-risk non-directional options strategy in BANKNIFTY,BANKNIFTY is expected to remain sideways within our range. A Double Butterfly (Asymmetrical) trade to capitalise.,technical_analysis_news2
8,"September 21, 2023 06:30 AM IST",Commodity Futures | Trendline breakout on a closing basis indicates bullish move in Aluminium,"RSI has given a trendline breakout, which suggests a rise in momentum, which supports the bullish view in Aluminium",technical_analysis_news2
9,"September 20, 2023 06:52 AM IST",Cash Market | ONGC has sharply moved up on back of a renewed upswing in OIL,ONGC has the potential for an Inverse Head and Shoulder swing to 210,technical_analysis_news2
10,"September 20, 2023 06:49 AM IST",Cash Market | The price action of the week charts shows a breakout-pullback trade setup in BPCL,BPCL is moving off the support of rising trendline and 50-week moving average.,technical_analysis_news2
11,"September 20, 2023 06:48 AM IST",Cash Market | A trendline breakout in the price suggests a further continuation of an all-time-high in M&M,The trendline breakout in RSI and bullish crossover in MACD support the bullish view in M&M,technical_analysis_news2
12,"September 20, 2023 06:25 AM IST",Commodity Futures | A falling trendline breakout in the price suggests a swift upside in Turmeric,"RSI has given a trendline breakout, and MACD has formed a bullish crossover, which is supportive of the bullish view in Turmeric",technical_analysis_news2
13,"September 20, 2023 06:23 AM IST",Options Trade | A non-directional options strategy in UltraTech Cement,UltraTech Cement is expected to remain sideways within our range. An Iron Condor trade to capitalise.,technical_analysis_news2
14,"September 18, 2023 06:23 AM IST",Commodity Futures | A trendline breakdown on a lower timeframe suggests a correction in Copper,"A trendline support breached by RSI and MACD has formed a bearish crossover, which supports the bearish view in Copper",technical_analysis_news2
15,"September 18, 2023 06:23 AM IST",Currency Options | A low-risk and high-probability options strategy in currency pair USDINR,USDINR is expected to remain sideways within our range. A Double Butterfly (Asymmetrical) trade to capitalise.,technical_analysis_news2
16,"September 18, 2023 06:20 AM IST",Options Trade | A non-directional options strategy in NMDC,NMDC is expected to remain sideways within our range. An Iron Condor trade to capitalise on high volatility.,technical_analysis_news2
17,"September 18, 2023 06:21 AM IST",Cash Market | A multi-confirmation breakout trade in TCS,TCS is sustaining above its trendline breakout and suggests further up move,technical_analysis_news2
18,"September 18, 2023 06:18 AM IST",Cash Market | Havells India shows a massive breakout a rectangle trend continuation pattern,A bullish green candle at the support zone suggests buyers are in control in Havells India,technical_analysis_news2
19,"September 15, 2023 05:59 AM IST",Cash Market | Union Bank can go much higher in medium to long term,Union Bank is breaking out of a very long-term inverse H&S pattern,technical_analysis_news2
20,"September 15, 2023 05:59 AM IST",Cash Market | Bull Sash candle pattern at breakout indicates an up move in AU Small Finance Bank,A falling trendline breakout in the price suggests a swift upside in AU Small Finance Bank,technical_analysis_news2
21,"September 15, 2023 05:58 AM IST",Cash Market | GIC Re shows a classic breakout pullback pattern,A bullish three inside-out pattern is seen at the support of a rising trendline and 50-day moving average in GIC Re,technical_analysis_news2
22,"September 15, 2023 05:58 AM IST",Options Trade | A non-directional options strategy in Ambuja Cements,Ambuja Cements is expected to remain sideways within our range. An Iron Condor trade to capitalise.,technical_analysis_news2
23,"September 14, 2023 06:49 AM IST",Cash Market | Bank of India makes a strong move,Bank Of India is breaking out of a long-term base,technical_analysis_news2
24,"September 14, 2023 06:48 AM IST",Cash Market | Consolidation range breakout at an all-time high in Axis Bank,Trendline breakout in RSI and bullish crossover in MACD support the bullish view in Axis Bank,technical_analysis_news2
0,"September 14, 2023 06:46 AM IST",Commodity Futures | Guar Gum has breached the rising trendline support,"RSI has breached trendline support and MACD has formed a bearish crossover, which supports the bearish view in Guar Gum",technical_analysis_news3
1,"September 14, 2023 06:39 AM IST",Cash Market | Axis Bank shows a breakout of a right-angled descending triangle trend continuation pattern,"Axis Bank's weekly MACD moves into a buy mode in a sector, Axis Bank is an out performing stock",technical_analysis_news3
2,"September 14, 2023 06:34 AM IST",Options Trade | A non-directional options strategy in Tata Steel,Tata Steel is expected to remain sideways within our range. An Iron Condor trade to capitalise,technical_analysis_news3
3,"September 13, 2023 06:22 AM IST",Cash Market | Apar Industries displays relative strength,Apar Industries has sustained the brutal selling on the markets,technical_analysis_news3
4,"September 13, 2023 06:20 AM IST",Cash Market | Glenmark Pharma completes its intermediate-term decline and longer-term trend continues,Glenmark Pharma moves above the 20-day moving average in a rising 50-day moving average. A classic trend continuation signal.,technical_analysis_news3
5,"September 13, 2023 06:16 AM IST",Futures Trade | A bearish engulfing near the previous top suggests profit booking in JSW Steel,JSW Steel has closed inside the upper Bollinger band and is expected to attempt to mean revert,technical_analysis_news3
6,"September 13, 2023 06:14 AM IST",Options Trade | A non-directional options strategy in Tata Motors,Tata Motors is expected to remain sideways within our range. An Iron Condor trade to capitalise.,technical_analysis_news3
7,"September 13, 2023 06:13 AM IST",Commodity Futures | Lead is holding to trendline support,The price of Lead has entered inside its lower Bollinger band and is expected to attempt to mean reversion,technical_analysis_news3
8,"September 12, 2023 06:56 AM IST",Cash Market | ICICI Prudential is breaking out of a downsloping wedge trend continuation pattern,ICICI Prudential moves above the 50-day moving average as MACD moves into a buy mode,technical_analysis_news3
9,"September 12, 2023 06:54 AM IST",Cash Market | Consolidation range breakout indicates further upside in Aditya Birla Fashion Retail,A bullish crossover in MACD is supportive of the bullish view in Aditya Birla Fashion Retail,technical_analysis_news3
10,"September 12, 2023 06:52 AM IST",Cash Market | Glenmark is ready for a new high,Glenmark has broken out of an inverse Head and Shoulder pattern,technical_analysis_news3
11,"September 12, 2023 06:52 AM IST",Options Trade | A non-directional options strategy in Vedanta,Vedanta is expected to remain sideways within our range. An Iron Condor trade to capitalise.,technical_analysis_news3
12,"September 12, 2023 06:49 AM IST","Commodity Futures | Price is above a multi-month resistance, indicating further upmove in Crude Oil","Crude Oil is walking the upper Bollinger band, supporting the bullish view",technical_analysis_news3
13,"September 11, 2023 06:50 AM IST",Currency Options | A low-risk and high probability options strategy in currency pair USDINR,USDINR is expected to remain sideways within our range. A Double Butterfly (Asymmetrical) trade to capitalise.,technical_analysis_news3
14,"September 11, 2023 06:47 AM IST",Cash Market | IOC is breaking out of a downsloping trend continuation wedge pattern,IOC shows a bullish engulfing pattern on the weekly time frame,technical_analysis_news3
15,"September 11, 2023 06:38 AM IST",Cash Market | A parallel channel breakout with volumes seen in Tata Motors,W pattern breakout indicates up move in Tata Motors,technical_analysis_news3
16,"September 11, 2023 06:36 AM IST",Commodity Futures | Overhead resistance near the previous peak indicates exhaustion in Jeera,RSI is losing momentum and the price could not surpass its upper Bollinger band indicating a bearish view in Jeera,technical_analysis_news3
17,"September 11, 2023 06:34 AM IST",Options Trade | A non-directional options strategy in Asian Paints,Asian Paints is expected to remain sideways within our range. An Iron Condor trade to capitalise.,technical_analysis_news3
18,"September 11, 2023 06:28 AM IST",Cash Market | Equitas Bank starts a new leg up,Equitas Bank has consolidated and is turning back up,technical_analysis_news3
19,"September 08, 2023 06:43 AM IST",Cash Market | DLF buy on dips,DLF has broken out of the previous top to make a new all-time high,technical_analysis_news3
20,"September 08, 2023 06:41 AM IST",Cash Market | A symmetrical triangle breakout signals a swift upside in IndusInd Bank,A trendline breakout in RSI suggests a rise in momentum which is supportive of the bullish view in IndusInd Bank,technical_analysis_news3
21,"September 08, 2023 06:40 AM IST",Cash Market | IndusInd Bank is breaking out of a symmetrical triangle trend continuation pattern,IndusInd Bank shows volatility expansion as it breaks out from a Bollinger band squeeze trade set-up,technical_analysis_news3
22,"September 08, 2023 06:40 AM IST",Options Trade | A non-directional options strategy in TCS,TCS is expected to remain sideways within our range. An Iron Condor trade to capitalise.,technical_analysis_news3
23,"September 08, 2023 06:38 AM IST",Commodity Futures | A bullish breakout seen in Zinc,A trendline breakout in RSI and bullish crossover in MACD support the bullish view in Zinc,technical_analysis_news3
24,"September 07, 2023 06:42 AM IST",Cash Market | Falling channel breakout in the price in LT Foods,The trendline breakout in RSI supports the bullish view in LT Foods,technical_analysis_news3
0,"October 01, 2023 04:10 PM IST","Commodity investors to focus on US labour report, speeches by several FOMC officials including Fed Chair next week",Investors will focus on speeches by several FOMC officials including Fed Chair next week.,commodity_news1
1,"September 29, 2023 08:14 PM IST","Vedanta demerger | The 6 different entities, how financials stack up, who runs what","Vedanta added that the de-merger is planned as a vertical split, for every 1 share of Vedanta Limited, the shareholders will additionally receive 1 share of each of the 5 newly listed companies.",commodity_news1
2,"September 29, 2023 10:22 AM IST","Agri Picks Report September 29, 2023: Geojit","According to Geojit, Crude palm oil (CPO) prices in 2024 are likely to average at least 11% more than this year as El Nino weather patterns are expected to reduce output in top producer Indonesia, the Indonesian Palm Oil Association (GAPKI) said on Thursday.",commodity_news1
3,"September 29, 2023 08:23 AM IST",Sailing through tough times: Average daily turnovers in cash hit record highs in September despite turbulent market,"The combined ADTV for NSE and BSE reached Rs 91,710 crore while the combined F&O turnover hit Rs 326 lakh crore during the month.",commodity_news1
4,"September 28, 2023 01:55 PM IST","Crude prices hit $97 a barrel on supply constraints, further shortages likely","As crude prices reach highs not seen in nearly a year, a poll by Moneycontrol highlighted that supply cut concerns from the oil-producing countries will be the most important factor for prices in 2023",commodity_news1
5,"September 29, 2023 02:32 PM IST",Vedanta and Hindustan Zinc shares rise as latter approves corporate restructuring plans,"Vedanta Chairman Anil Agarwal mentioned last month the possibility of separately listing some or all its businesses, spanning metals, mining, and oil and gas.",commodity_news1
6,"September 28, 2023 08:10 AM IST",Only marginal credit rating gain for India from JP Morgan bond index inclusion: Fitch,"India's sovereign financing costs are currently less affected by external factors due to strong domestic financing, but this could change if non-resident holdings increase and fiscal metrics weaken, Fitch report said.",commodity_news1
7,"September 28, 2023 07:15 AM IST",Oil hits $95 a barrel on shrinking stockpiles at vital US hub,"The US benchmark popped above the threshold after jumping 3.6% on Wednesday, its biggest gain since early May. Inventories at Cushing, Oklahoma — the delivery point for the US benchmark — dropped just below 22 million barrels, the lowest since July 2022 and close to operational minimums.",commodity_news1
8,"September 27, 2023 12:03 PM IST",First ever filming of Singapore’s Gold Reserves in secret vault: What did it discover?,"The Monetary Authority of Singapore (MAS), Singapore’s central bank, holds 225.4 tonnes of gold and is the 24th largest sovereign gold holder in the world.",commodity_news1
9,"September 27, 2023 11:24 AM IST",Gold Prices: Yellow metal dips as dollar remains firm,"Spot gold prices hit a low of $1,900.49 an ounce, hovering near the lowest price since August 23",commodity_news1
10,"September 27, 2023 10:04 AM IST",Diamond industry representatives appeal for halting import of rough diamonds amid fall in prices,"Additionally the appeal also called for measures to be taken to  support the artisans during this period, thereby ensuring that there is no adverse impact on their livelihoods.",commodity_news1
11,"September 27, 2023 09:26 AM IST","Rupee opens flat against dollar yet again, Asian currencies decline","The rupee is again nearing all-time lows due to month-end dollar demand, rising crude and continuous capital outflows due to FII selling",commodity_news1
12,"September 27, 2023 09:14 AM IST","Agri Picks Report September 27, 2023: Geojit","According to Geojit, Conditions are likely to become favorable for the withdrawal of southwest monsoon from some more parts of northwest and adjoining western India during the next two-three days, the India Meteorological Department said on Tuesday.",commodity_news1
13,"September 27, 2023 08:33 AM IST",Nomura upgrades India to overweight from neutral; here are its stock picks,"Nomura, however, is cautious about Asian stocks due to risks from the Federal Reserve's long-lasting rate stance and rising commodity prices feeding into inflation in America",commodity_news1
14,"September 27, 2023 09:58 AM IST","FIIs sell $1.6 billion in local equities in September, highest selling since January",Investors are concerned about the potential for prolonged global interest rate hikes and the impact of higher oil prices.,commodity_news1
15,"September 27, 2023 06:29 AM IST",Oil prices edge higher as markets focus on supply tightness,"Brent crude futures rose 33 cents, or 0.4%, to $94.29 a barrel by 0015 GMT, while U.S. West Texas Intermediate crude futures climbed 31 cents, or 0.3%, to $90.70.",commodity_news1
16,"September 26, 2023 03:06 PM IST",Rubber prices may drop further on rising imports and poor demand in peak season,"Big consumers of rubber, like the tyre industry, are relying on cheaper imports from the Ivory Coast, impacting margins of domestic growers. Traders say that even domestically, industry is looking to the North-East for cheaper varieties rather than to Kerala, the highest producer.",commodity_news1
17,"September 26, 2023 01:25 PM IST","Gold and silver prices turn negative, dollar near six month high","Fed officials warned on September 22 of further rate hikes even after voting to hold the benchmark rate steady last week, with three policymakers saying they remain uncertain about whether the inflation battle is over.",commodity_news1
18,"September 26, 2023 10:16 AM IST","Chart of the Day | For Coal India investors, rising demand runs counter to doomsday predictions","The electricity sector's coal requirement alone is projected to cross one billion million tonnes (MT) in FY30, up from 723 MT in FY22",commodity_news1
19,"September 26, 2023 09:29 AM IST","Agri Picks Report September 26, 2023: Geojit","According to Geojit, Southwest monsoon has withdrawn from parts of southwest Rajasthan on Monday, against its normal date of Sep 17, the India Meteorological Department said.",commodity_news1
20,"September 26, 2023 06:42 AM IST",Oil prices dip as high interest rate outlook outweighs tight supply,Brent crude futures were down 11 cents at $93.18 a barrel at 0055 GMT and U.S. West Texas Intermediate crude futures were trading 1 cent lower at $89.67.,commodity_news1
21,"September 25, 2023 06:01 PM IST","Global sugar prices at 12-year high, up 14% MoM in August",Sugar prices are nudging towards 27 cents per pound owing to crude oil prices touching above $90 per barrel.,commodity_news1
22,"September 25, 2023 05:49 PM IST",Gold eases as markets weigh outlook for more US rate hikes,"Spot gold was down 0.1% to $1,923.94 per ounce by 1153 GMT, while U.S. gold futures also fell 0.1% to $1,943.70.",commodity_news1
23,"September 25, 2023 01:18 PM IST",LIVE: Sugar Prices Up 14% (MoM) | Mills to sell 13 lk tonnes of Oct quota | Commodities Corner,"Get ready to shell out more for your daily sweet experience, with sugar prices reaching a 12-year high. Centre asks sugar mills, trade to disclose stock position every Monday & mill-wise sugar quota every month for sales in domestic market. In a move to cool prices, Govt asks mills to sell 13 lakh tonnes of October quota sugar immediately. Manisha Gupta discusses the impact on consumers with Prafful Vithlani, Chairman AISTA on this episode of Commodities Corner",commodity_news1
24,"September 25, 2023 11:54 AM IST",Steel margins may better in short term; coking coal price hike may hit profit in Q3: Kotak,"During the quarter, domestic HRC and rebar prices surged by 4% and 10%, respectively, driven by increased demand in construction and infrastructure",commodity_news1
0,"September 25, 2023 10:52 AM IST","Agri Picks Report September 25, 2023: Geojit","According to Geojit, The area under kharif crops across the country in the 2023-24 (Jul-Jun) season was at 110.3 mln ha as of Friday, compared with 110.0 mln ha a year ago, according to data from the Department of Agriculture and Farmers Welfare.",commodity_news2
1,"September 25, 2023 07:21 AM IST",Oil climbs with tight supply back in focus,"Brent crude futures climbed 48 cents, or 0.5%, to $93.75 a barrel by 0110 GMT after settling 3 cents lower on Friday.",commodity_news2
2,"September 24, 2023 07:46 PM IST","Commodity market participants to closely monitor China's economic situation, US GDP growth","Various central banks made different monetary policy decisions during the week, but a common theme was the possibility of more extended periods of elevated interest rates.",commodity_news2
3,"September 22, 2023 01:31 PM IST","Oil prices gain ground, but headed for weekly decline","Crude prices remained 1 percent lower this week than the previous ones, where in the past three weeks, it had gained over 10 percent amid concerns about tight global supply as OPEC+ maintain production cuts.",commodity_news2
4,"September 22, 2023 01:08 PM IST",Live : Metal Inventories Surge: Copper Prices Fall To 5 Week Low | Commodities Corner,"Catch Manisha Gupta in conversation with Chintan Mehta, CEO of Abans Holdings to know more..",commodity_news2
5,"September 22, 2023 10:40 AM IST","Kotak flags Indian market hurdles: Oil, rates, and government woes","Kotak identified new challenges for the Indian market in its latest note, including the prolonged global interest rate increase, the risk of rising global oil prices affecting profitability gains, and government limitations",commodity_news2
6,"September 22, 2023 09:31 AM IST",Chart of the Day: Record imports to keep a lid on edible oil prices,The threat of El Nino and soft international commodity prices have prompted domestic traders to step up imports of edible oils in the current marketing year,commodity_news2
7,"September 22, 2023 09:06 AM IST","Agri Picks Report September 22, 2023: Geojit","According to Geojit, The government has set sugar sales quota for October at 1.3 mln tn in the first tranche, Sanjeev Chopra, secretary, Department of Food and Public Distribution said today at the India Sugar and Bio-Energy Conference, 2023.",commodity_news2
8,"September 22, 2023 07:13 AM IST",Oil prices rise as supply concerns outweigh demand fears,"Brent futures for climbed 21 cents, or 0.2%, to $93.51 a barrel by 0103 GMT, while U.S. West Texas Intermediate crude (WTI) futures gained 23 cents, or 0.3%, to $89.86.",commodity_news2
9,"September 21, 2023 05:12 PM IST",Understanding The Impact Of OPEC Countries On Global Crude Oil Prices,"Crude oil is the most important commodity that's traded in the world, and is currently the primary source of energy production. Did you know that India imports 85% of its crude requirement? In fact, most countries are oil importers, since 13 countries, called OPEC countries, hold 80% of the world's proven crude reserves! In this episode of Commodity classroom, let's understand the impact of OPEC on crude oil prices - watch!",commodity_news2
10,"September 21, 2023 12:04 PM IST",India's twin deficit challenge resurfaces as crude heads north,"According to Nomura, a 10 percent increase in crude price leads to a 0.3-0.4 percentage point rise in CPI inflation, a 0.1 percentage point decrease in GDP growth and a deterioration of the current account balance by approximately 0.4 percent of the GDP",commodity_news2
11,"September 21, 2023 10:22 AM IST",Vedanta slips to 14-month low ahead of key board meet,"Vedanta Resources faces significant bond repayments of nearly $2 billion in FY25, contributing to a total debt repayment of $3.6 billion in the next financial year.",commodity_news2
12,"September 21, 2023 09:32 AM IST",Rupee opens marginally weaker against dollar on hawkish Fed,The US Fed's signal of another 2023 hike and smaller-than-expected interest rate cut in 2024 is concerning for Asian markets as it tightens monetary conditions and can restrict foreign capital inflow into the region,commodity_news2
13,"September 21, 2023 08:55 AM IST","Agri Picks Report September 21, 2023: Geojit","According to Geojit, India's exports of oilseeds, cashews, fruits and vegetables rose in the month of August, according to commerce ministry data. Oilseeds exports were at $92.66 mln in August, up from $79.18 mln a year ago.",commodity_news2
14,"September 20, 2023 01:26 PM IST",Live: Oil Prices Hit 10-Month High On Mounting Supply Concerns | Commodities Corner,"Oil prices rose in early trade on Wednesday, hovering near 10-month highs hit the previous day, as a bigger-than-expected draw in U.S. oil stockpiles and weak U.S. shale output reinforced fears of tight crude supply for the rest of 2023. Catch Manisha Gupta in conversation with Dharmesh Bhatia - Emirates NBD, Dubai to know more",commodity_news2
15,"September 20, 2023 10:04 AM IST","Agri Picks Report September 20, 2023: Geojit","According to Geojit, India's oilmeal exports in August rose 25.7% on year to 354,205 tn, according to data released by The Solvent Extractors' Association of India.",commodity_news2
16,"September 20, 2023 12:07 AM IST",Oil prices hit 10-month highs on mounting supply concerns,"Global benchmark Brent crude futures were up 28 cents at $94.71 a barrel by 1:02 p.m. EDT (1702 GMT), having hit a session peak of $95.96 a barrel, their highest since November.",commodity_news2
17,"September 19, 2023 08:58 PM IST",Oil prices hit 10-month highs on mounting supply concerns,"Prices have gained for three consecutive weeks, with both benchmarks reaching their highest since last year.",commodity_news2
18,"September 19, 2023 04:02 PM IST",India’s sugar exports may fall by half on output decline in 2023-24,"Although the sugar export policy for 2023-24 will be announced only by January, traders and the industry already expect a further drop in outbound shipments.",commodity_news2
19,"September 19, 2023 01:06 PM IST",Strong gains in gold from Ganesh Chaturthi | Sales to increase this festive season,"It's that time of the year when the Gold demand starts to pick up during the Ganesh Chaturthi festival, which marks the beginning of the festival and wedding season in India. 
The Jewelry industry in the past quarter has been increasing the number of stores.  If you bought gold last year on Ganesh Chaturthi or the year before you are sitting on strong gains.
Watch to know more!",commodity_news2
20,"September 19, 2023 06:52 AM IST",Oil prices rise on supply deficit concerns,"U.S. West Texas Intermediate crude futures rose 90 cents, or 1%, to $92.38, by 0018 GMT, just under a 10-month high reached on Monday, while global oil benchmark Brent crude futures rose 27 cents, or 0.3%, to $94.70 a barrel.",commodity_news2
