,Value,Num,Stock
5,52 Week Low,3233.45,persistentsystems
0,TTM EPS See historical trend,121.97  (+24.16% YoY),persistentsystems
1,TTM PE See historical trend,46.67  (Average PE),persistentsystems
2,P/B See historical trend,11.73 (High P/B),persistentsystems
3,Face Value,10.00,persistentsystems
0,Mkt Cap (Rs. Cr.),43791,persistentsystems
1,Dividend Yield,0.88,persistentsystems
2,20D Avg Volume,375690,persistentsystems
3,20D Avg Delivery(%),--,persistentsystems
4,Sector PE,31.14,persistentsystems
5,Book Value Per Share,485.71,persistentsystems
0,Open,- -,persistentsystems
1,Previous Close,- -,persistentsystems
2,Volume,- -,persistentsystems
3,Value(lacs),- -,persistentsystems
0,High,- -,persistentsystems
1,Low,- -,persistentsystems
2,ATP,- -,persistentsystems
3,Spot,- -,persistentsystems
0,Open,238.8,petronetlng
1,Previous Close,239.35,petronetlng
2,Volume,1523648.0,petronetlng
3,Value (Lacs),3578.29,petronetlng
4,i  VWAP,235.47,petronetlng
5,Beta,,petronetlng
0,High,238.8,petronetlng
1,Low,233.5,petronetlng
2,UC Limit,263.25,petronetlng
3,LC Limit,215.45,petronetlng
4,52 Week High,254.4,petronetlng
5,52 Week Low,195.7,petronetlng
0,TTM EPS See historical trend,22.80  (-2.08% YoY),petronetlng
1,TTM PE See historical trend,10.30  (Average PE),petronetlng
2,P/B See historical trend,2.31 (Low P/B),petronetlng
3,Face Value,10.00,petronetlng
0,Mkt Cap (Rs. Cr.),35228,petronetlng
1,Dividend Yield,4.26,petronetlng
2,20D Avg Volume,3938190,petronetlng
3,20D Avg Delivery(%),--,petronetlng
4,Sector PE,28.73,petronetlng
5,Book Value Per Share,101.76,petronetlng
0,Open,- -,petronetlng
1,Previous Close,- -,petronetlng
2,Volume,- -,petronetlng
3,Value(lacs),- -,petronetlng
0,High,- -,petronetlng
1,Low,- -,petronetlng
2,ATP,- -,petronetlng
3,Spot,- -,petronetlng
0,Open,2421.95,pidiliteindustries
1,Previous Close,2425.4,pidiliteindustries
2,Volume,378833.0,pidiliteindustries
3,Value (Lacs),9116.24,pidiliteindustries
4,i  VWAP,2402.26,pidiliteindustries
5,Beta,,pidiliteindustries
0,High,2422.95,pidiliteindustries
1,Low,2385.0,pidiliteindustries
2,UC Limit,2667.9,pidiliteindustries
3,LC Limit,2182.9,pidiliteindustries
4,52 Week High,2796.0,pidiliteindustries
5,52 Week Low,2250.05,pidiliteindustries
0,TTM EPS See historical trend,27.29  (+3.43% YoY),pidiliteindustries
1,TTM PE See historical trend,88.18  (Low PE),pidiliteindustries
2,P/B See historical trend,16.97 (Average P/B),pidiliteindustries
3,Face Value,1.00,pidiliteindustries
0,Mkt Cap (Rs. Cr.),122357,pidiliteindustries
1,Dividend Yield,0.46,pidiliteindustries
2,20D Avg Volume,355259,pidiliteindustries
3,20D Avg Delivery(%),--,pidiliteindustries
4,Sector PE,51.57,pidiliteindustries
5,Book Value Per Share,141.85,pidiliteindustries
0,Open,- -,pidiliteindustries
1,Previous Close,- -,pidiliteindustries
2,Volume,- -,pidiliteindustries
3,Value(lacs),- -,pidiliteindustries
0,High,- -,pidiliteindustries
1,Low,- -,pidiliteindustries
2,ATP,- -,pidiliteindustries
3,Spot,- -,pidiliteindustries
0,Open,1048.8,piramalenterprises
1,Previous Close,1050.85,piramalenterprises
2,Volume,782127.0,piramalenterprises
3,Value (Lacs),8179.09,piramalenterprises
4,i  VWAP,1044.28,piramalenterprises
5,Beta,,piramalenterprises
0,High,1054.75,piramalenterprises
1,Low,1033.05,piramalenterprises
2,UC Limit,1155.9,piramalenterprises
3,LC Limit,945.8,piramalenterprises
4,52 Week High,1139.95,piramalenterprises
5,52 Week Low,630.45,piramalenterprises
0,TTM EPS See historical trend,103.35  (+31.21% YoY),piramalenterprises
1,TTM PE See historical trend,10.12  (Low PE),piramalenterprises
2,P/B See historical trend,0.76 (Low P/B),piramalenterprises
3,Face Value,2.00,piramalenterprises
0,Mkt Cap (Rs. Cr.),23494,piramalenterprises
1,Dividend Yield,2.96,piramalenterprises
2,20D Avg Volume,1473257,piramalenterprises
3,20D Avg Delivery(%),--,piramalenterprises
4,Sector PE,29.35,piramalenterprises
5,Book Value Per Share,1382.34,piramalenterprises
0,Open,- -,piramalenterprises
1,Previous Close,- -,piramalenterprises
2,Volume,- -,piramalenterprises
3,Value(lacs),- -,piramalenterprises
0,High,- -,piramalenterprises
1,Low,- -,piramalenterprises
2,ATP,- -,piramalenterprises
3,Spot,- -,piramalenterprises
0,Open,5352.95,polycabindia
1,Previous Close,5373.25,polycabindia
2,Volume,553831.0,polycabindia
3,Value (Lacs),29427.26,polycabindia
4,i  VWAP,5318.31,polycabindia
5,Beta,,polycabindia
0,High,5372.3,polycabindia
1,Low,5266.8,polycabindia
2,UC Limit,5910.55,polycabindia
3,LC Limit,4835.95,polycabindia
4,52 Week High,5422.7,polycabindia
5,52 Week Low,2500.0,polycabindia
0,TTM EPS See historical trend,96.62  (+37.10% YoY),polycabindia
1,TTM PE See historical trend,54.99  (High PE),polycabindia
2,P/B See historical trend,12.03 (High P/B),polycabindia
3,Face Value,10.00,polycabindia
0,Mkt Cap (Rs. Cr.),79710,polycabindia
1,Dividend Yield,0.38,polycabindia
2,20D Avg Volume,560710,polycabindia
3,20D Avg Delivery(%),--,polycabindia
4,Sector PE,59.75,polycabindia
5,Book Value Per Share,442.04,polycabindia
0,Open,- -,polycabindia
1,Previous Close,- -,polycabindia
2,Volume,- -,polycabindia
3,Value(lacs),- -,polycabindia
0,High,- -,polycabindia
1,Low,- -,polycabindia
2,ATP,- -,polycabindia
3,Spot,- -,polycabindia
0,Open,250.95,powerfinancecorporation
1,Previous Close,250.95,powerfinancecorporation
2,Volume,11248912.0,powerfinancecorporation
3,Value (Lacs),27436.1,powerfinancecorporation
4,i  VWAP,245.11,powerfinancecorporation
5,Beta,,powerfinancecorporation
0,High,252.2,powerfinancecorporation
1,Low,240.75,powerfinancecorporation
2,UC Limit,276.0,powerfinancecorporation
3,LC Limit,225.85,powerfinancecorporation
4,52 Week High,254.25,powerfinancecorporation
5,52 Week Low,80.68,powerfinancecorporation
0,TTM EPS See historical trend,51.66  (-2.24% YoY),powerfinancecorporation
1,TTM PE See historical trend,4.72  (High PE),powerfinancecorporation
2,P/B See historical trend,0.96 (High P/B),powerfinancecorporation
3,Face Value,10.00,powerfinancecorporation
0,Mkt Cap (Rs. Cr.),80489,powerfinancecorporation
1,Dividend Yield,5.43,powerfinancecorporation
2,20D Avg Volume,24348550,powerfinancecorporation
3,20D Avg Delivery(%),--,powerfinancecorporation
4,Sector PE,9.04,powerfinancecorporation
5,Book Value Per Share,255.02,powerfinancecorporation
0,Open,- -,powerfinancecorporation
1,Previous Close,- -,powerfinancecorporation
2,Volume,- -,powerfinancecorporation
3,Value(lacs),- -,powerfinancecorporation
0,High,- -,powerfinancecorporation
1,Low,- -,powerfinancecorporation
2,ATP,- -,powerfinancecorporation
3,Spot,- -,powerfinancecorporation
0,Open,198.9,powergridcorporationindia
1,Previous Close,199.55,powergridcorporationindia
2,Volume,14120040.0,powergridcorporationindia
3,Value (Lacs),28098.88,powergridcorporationindia
4,i  VWAP,197.83,powergridcorporationindia
5,Beta,,powergridcorporationindia
0,High,199.4,powergridcorporationindia
1,Low,195.4,powergridcorporationindia
2,UC Limit,219.5,powergridcorporationindia
3,LC Limit,179.6,powergridcorporationindia
4,52 Week High,205.95,powergridcorporationindia
5,52 Week Low,153.0,powergridcorporationindia
0,TTM EPS See historical trend,16.36  (-21.98% YoY),powergridcorporationindia
1,TTM PE See historical trend,12.16  (High PE),powergridcorporationindia
2,P/B See historical trend,2.23 (High P/B),powergridcorporationindia
3,Face Value,10.00,powergridcorporationindia
0,Mkt Cap (Rs. Cr.),185082,powergridcorporationindia
1,Dividend Yield,7.41,powergridcorporationindia
2,20D Avg Volume,17765804,powergridcorporationindia
3,20D Avg Delivery(%),--,powergridcorporationindia
4,Sector PE,18.89,powergridcorporationindia
5,Book Value Per Share,89.26,powergridcorporationindia
0,Open,- -,powergridcorporationindia
1,Previous Close,- -,powergridcorporationindia
2,Volume,- -,powergridcorporationindia
3,Value(lacs),- -,powergridcorporationindia
0,High,- -,powergridcorporationindia
1,Low,- -,powergridcorporationindia
2,ATP,- -,powergridcorporationindia
3,Spot,- -,powergridcorporationindia
0,Open,82.7,punjabnationalbank
1,Previous Close,83.2,punjabnationalbank
2,Volume,103799902.0,punjabnationalbank
3,Value (Lacs),82780.42,punjabnationalbank
4,i  VWAP,80.85,punjabnationalbank
5,Beta,,punjabnationalbank
0,High,83.3,punjabnationalbank
1,Low,79.35,punjabnationalbank
2,UC Limit,91.5,punjabnationalbank
3,LC Limit,74.9,punjabnationalbank
4,52 Week High,83.5,punjabnationalbank
5,52 Week Low,35.45,punjabnationalbank
0,TTM EPS See historical trend,4.01  (+48.46% YoY),punjabnationalbank
1,TTM PE See historical trend,19.89  (Average PE),punjabnationalbank
2,P/B See historical trend,0.93 (High P/B),punjabnationalbank
3,Face Value,2.00,punjabnationalbank
0,Mkt Cap (Rs. Cr.),87813,punjabnationalbank
1,Dividend Yield,0.82,punjabnationalbank
2,20D Avg Volume,95756310,punjabnationalbank
3,20D Avg Delivery(%),--,punjabnationalbank
4,Sector PE,12.28,punjabnationalbank
5,Book Value Per Share,85.76,punjabnationalbank
0,Open,- -,punjabnationalbank
1,Previous Close,- -,punjabnationalbank
2,Volume,- -,punjabnationalbank
3,Value(lacs),- -,punjabnationalbank
0,High,- -,punjabnationalbank
1,Low,- -,punjabnationalbank
2,ATP,- -,punjabnationalbank
3,Spot,- -,punjabnationalbank
0,Open,254.6,rblbank
1,Previous Close,255.6,rblbank
2,Volume,7971142.0,rblbank
3,Value (Lacs),19872.06,rblbank
4,i  VWAP,249.72,rblbank
5,Beta,,rblbank
0,High,254.6,rblbank
1,Low,246.05,rblbank
2,UC Limit,281.15,rblbank
3,LC Limit,230.05,rblbank
4,52 Week High,256.4,rblbank
5,52 Week Low,113.2,rblbank
0,TTM EPS See historical trend,17.14  (+103.59% YoY),rblbank
1,TTM PE See historical trend,14.54  (Average PE),rblbank
2,P/B See historical trend,1.11 (Average P/B),rblbank
3,Face Value,10.00,rblbank
0,Mkt Cap (Rs. Cr.),14983,rblbank
1,Dividend Yield,0.60,rblbank
2,20D Avg Volume,10299116,rblbank
3,20D Avg Delivery(%),--,rblbank
4,Sector PE,23.57,rblbank
5,Book Value Per Share,225.06,rblbank
0,Open,- -,rblbank
1,Previous Close,- -,rblbank
2,Volume,- -,rblbank
3,Value(lacs),- -,rblbank
0,High,- -,rblbank
1,Low,- -,rblbank
2,ATP,- -,rblbank
3,Spot,- -,rblbank
0,Open,291.6,rec
1,Previous Close,291.8,rec
2,Volume,17320364.0,rec
3,Value (Lacs),49042.61,rec
4,i  VWAP,285.47,rec
5,Beta,,rec
0,High,293.45,rec
1,Low,280.15,rec
2,UC Limit,320.95,rec
3,LC Limit,262.65,rec
4,52 Week High,294.3,rec
5,52 Week Low,91.05,rec
0,TTM EPS See historical trend,44.36  (-14.29% YoY),rec
1,TTM PE See historical trend,6.38  (High PE),rec
2,P/B See historical trend,1.47 (High P/B),rec
3,Face Value,10.00,rec
0,Mkt Cap (Rs. Cr.),74560,rec
1,Dividend Yield,4.45,rec
2,20D Avg Volume,25737469,rec
3,20D Avg Delivery(%),--,rec
4,Sector PE,9.04,rec
5,Book Value Per Share,192.75,rec
0,Open,- -,rec
1,Previous Close,- -,rec
2,Volume,- -,rec
3,Value(lacs),- -,rec
0,High,- -,rec
1,Low,- -,rec
2,ATP,- -,rec
3,Spot,- -,rec
0,Open,2309.0,relianceindustries
1,Previous Close,2318.15,relianceindustries
2,Volume,5143193.0,relianceindustries
3,Value (Lacs),119021.2,relianceindustries
4,i  VWAP,2304.23,relianceindustries
5,Beta,,relianceindustries
0,High,2319.0,relianceindustries
1,Low,2295.1,relianceindustries
2,UC Limit,2549.95,relianceindustries
3,LC Limit,2086.35,relianceindustries
4,52 Week High,2856.0,relianceindustries
5,52 Week Low,2180.0,relianceindustries
0,TTM EPS See historical trend,95.71  (-2.47% YoY),relianceindustries
1,TTM PE See historical trend,24.18  (Low PE),relianceindustries
2,P/B See historical trend,1.91 (Low P/B),relianceindustries
3,Face Value,10.00,relianceindustries
0,Mkt Cap (Rs. Cr.),1565722,relianceindustries
1,Dividend Yield,0.39,relianceindustries
2,20D Avg Volume,7694501,relianceindustries
3,20D Avg Delivery(%),--,relianceindustries
4,Sector PE,28.73,relianceindustries
5,Book Value Per Share,1213.67,relianceindustries
0,Open,- -,relianceindustries
1,Previous Close,- -,relianceindustries
2,Volume,- -,relianceindustries
3,Value(lacs),- -,relianceindustries
0,High,- -,relianceindustries
1,Low,- -,relianceindustries
2,ATP,- -,relianceindustries
3,Spot,- -,relianceindustries
0,Open,796.0,sbicardspaymentservices
1,Previous Close,796.5,sbicardspaymentservices
2,Volume,1632453.0,sbicardspaymentservices
3,Value (Lacs),12933.93,sbicardspaymentservices
4,i  VWAP,788.84,sbicardspaymentservices
5,Beta,,sbicardspaymentservices
0,High,796.0,sbicardspaymentservices
1,Low,786.05,sbicardspaymentservices
2,UC Limit,876.15,sbicardspaymentservices
3,LC Limit,716.85,sbicardspaymentservices
4,52 Week High,933.0,sbicardspaymentservices
5,52 Week Low,695.55,sbicardspaymentservices
0,TTM EPS See historical trend,0.00  (+14.36% YoY),sbicardspaymentservices
1,TTM PE See historical trend,--  (Low PE),sbicardspaymentservices
2,P/B See historical trend,0.00 (Low P/B),sbicardspaymentservices
3,Face Value,10.00,sbicardspaymentservices
0,Mkt Cap (Rs. Cr.),75010,sbicardspaymentservices
1,Dividend Yield,0.32,sbicardspaymentservices
2,20D Avg Volume,1268661,sbicardspaymentservices
3,20D Avg Delivery(%),--,sbicardspaymentservices
4,Sector PE,29.35,sbicardspaymentservices
5,Book Value Per Share,--,sbicardspaymentservices
0,Open,- -,sbicardspaymentservices
1,Previous Close,- -,sbicardspaymentservices
2,Volume,- -,sbicardspaymentservices
3,Value(lacs),- -,sbicardspaymentservices
0,High,- -,sbicardspaymentservices
1,Low,- -,sbicardspaymentservices
2,ATP,- -,sbicardspaymentservices
3,Spot,- -,sbicardspaymentservices
0,Open,1291.6,sbilifeinsurancecompany
1,Previous Close,1292.45,sbilifeinsurancecompany
2,Volume,1139615.0,sbilifeinsurancecompany
3,Value (Lacs),14479.38,sbilifeinsurancecompany
4,i  VWAP,1273.03,sbilifeinsurancecompany
5,Beta,,sbilifeinsurancecompany
0,High,1297.7,sbilifeinsurancecompany
1,Low,1264.35,sbilifeinsurancecompany
2,UC Limit,1421.65,sbilifeinsurancecompany
3,LC Limit,1163.2,sbilifeinsurancecompany
4,52 Week High,1393.0,sbilifeinsurancecompany
5,52 Week Low,1054.0,sbilifeinsurancecompany
0,TTM EPS See historical trend,0.00  (+18.91% YoY),sbilifeinsurancecompany
1,TTM PE See historical trend,--  (Average PE),sbilifeinsurancecompany
2,P/B See historical trend,0.00 (Average P/B),sbilifeinsurancecompany
3,Face Value,10.00,sbilifeinsurancecompany
0,Mkt Cap (Rs. Cr.),127194,sbilifeinsurancecompany
1,Dividend Yield,0.20,sbilifeinsurancecompany
2,20D Avg Volume,1023460,sbilifeinsurancecompany
3,20D Avg Delivery(%),--,sbilifeinsurancecompany
4,Sector PE,18.73,sbilifeinsurancecompany
5,Book Value Per Share,--,sbilifeinsurancecompany
0,Open,- -,sbilifeinsurancecompany
1,Previous Close,- -,sbilifeinsurancecompany
2,Volume,- -,sbilifeinsurancecompany
3,Value(lacs),- -,sbilifeinsurancecompany
0,High,- -,sbilifeinsurancecompany
1,Low,- -,sbilifeinsurancecompany
2,ATP,- -,sbilifeinsurancecompany
3,Spot,- -,sbilifeinsurancecompany
0,Open,2250.0,srf
1,Previous Close,2255.5,srf
2,Volume,454546.0,srf
3,Value (Lacs),10214.1,srf
4,i  VWAP,2239.17,srf
5,Beta,,srf
0,High,2254.9,srf
1,Low,2220.0,srf
2,UC Limit,2481.05,srf
3,LC Limit,2029.95,srf
4,52 Week High,2639.7,srf
5,52 Week Low,2040.0,srf
0,TTM EPS See historical trend,64.56  (-8.94% YoY),srf
1,TTM PE See historical trend,34.81  (Average PE),srf
2,P/B See historical trend,6.46 (Average P/B),srf
3,Face Value,10.00,srf
0,Mkt Cap (Rs. Cr.),66610,srf
1,Dividend Yield,0.32,srf
2,20D Avg Volume,436731,srf
3,20D Avg Delivery(%),--,srf
4,Sector PE,36.04,srf
5,Book Value Per Share,348.35,srf
0,Open,- -,srf
1,Previous Close,- -,srf
2,Volume,- -,srf
3,Value(lacs),- -,srf
0,High,- -,srf
1,Low,- -,srf
2,ATP,- -,srf
3,Spot,- -,srf
0,Open,95.45,samvardhanamothersoninternational
1,Previous Close,95.75,samvardhanamothersoninternational
2,Volume,9354726.0,samvardhanamothersoninternational
3,Value (Lacs),8676.51,samvardhanamothersoninternational
4,i  VWAP,93.38,samvardhanamothersoninternational
5,Beta,,samvardhanamothersoninternational
0,High,95.55,samvardhanamothersoninternational
1,Low,92.1,samvardhanamothersoninternational
2,UC Limit,105.3,samvardhanamothersoninternational
3,LC Limit,86.2,samvardhanamothersoninternational
4,52 Week High,103.4,samvardhanamothersoninternational
5,52 Week Low,61.8,samvardhanamothersoninternational
0,TTM EPS See historical trend,2.89  (+80.14% YoY),samvardhanamothersoninternational
1,TTM PE See historical trend,32.09  (Low PE),samvardhanamothersoninternational
2,P/B See historical trend,6.28 (High P/B),samvardhanamothersoninternational
3,Face Value,1.00,samvardhanamothersoninternational
0,Mkt Cap (Rs. Cr.),62851,samvardhanamothersoninternational
1,Dividend Yield,0.70,samvardhanamothersoninternational
2,20D Avg Volume,9338043,samvardhanamothersoninternational
3,20D Avg Delivery(%),--,samvardhanamothersoninternational
4,Sector PE,79.93,samvardhanamothersoninternational
5,Book Value Per Share,14.79,samvardhanamothersoninternational
0,Open,- -,samvardhanamothersoninternational
1,Previous Close,- -,samvardhanamothersoninternational
2,Volume,- -,samvardhanamothersoninternational
3,Value(lacs),- -,samvardhanamothersoninternational
0,High,- -,samvardhanamothersoninternational
1,Low,- -,samvardhanamothersoninternational
2,ATP,- -,samvardhanamothersoninternational
3,Spot,- -,samvardhanamothersoninternational
0,Open,25590.0,shreecements
1,Previous Close,25624.1,shreecements
2,Volume,16317.0,shreecements
3,Value (Lacs),4155.44,shreecements
4,i  VWAP,25453.52,shreecements
5,Beta,,shreecements
0,High,25624.9,shreecements
1,Low,25313.95,shreecements
2,UC Limit,28186.5,shreecements
3,LC Limit,23061.7,shreecements
4,52 Week High,27117.95,shreecements
5,52 Week Low,20150.0,shreecements
0,TTM EPS See historical trend,433.33  (-21.10% YoY),shreecements
1,TTM PE See historical trend,58.77  (High PE),shreecements
2,P/B See historical trend,4.94 (Low P/B),shreecements
3,Face Value,10.00,shreecements
0,Mkt Cap (Rs. Cr.),91887,shreecements
1,Dividend Yield,0.39,shreecements
2,20D Avg Volume,38844,shreecements
3,20D Avg Delivery(%),--,shreecements
4,Sector PE,47.29,shreecements
5,Book Value Per Share,5165.19,shreecements
0,Open,- -,shreecements
1,Previous Close,- -,shreecements
2,Volume,- -,shreecements
3,Value(lacs),- -,shreecements
0,High,- -,shreecements
1,Low,- -,shreecements
2,ATP,- -,shreecements
3,Spot,- -,shreecements
0,Open,1909.0,shriramfinance
1,Previous Close,1921.95,shriramfinance
2,Volume,1340167.0,shriramfinance
3,Value (Lacs),24801.13,shriramfinance
4,i  VWAP,1859.66,shriramfinance
5,Beta,,shriramfinance
0,High,1919.95,shriramfinance
1,Low,1841.5,shriramfinance
2,UC Limit,2114.1,shriramfinance
3,LC Limit,1729.75,shriramfinance
4,52 Week High,1971.8,shriramfinance
5,52 Week Low,1157.65,shriramfinance
0,TTM EPS See historical trend,156.09  (+20.03% YoY),shriramfinance
1,TTM PE See historical trend,11.86  (Average PE),shriramfinance
2,P/B See historical trend,1.60 (Average P/B),shriramfinance
3,Face Value,10.00,shriramfinance
0,Mkt Cap (Rs. Cr.),69462,shriramfinance
1,Dividend Yield,1.89,shriramfinance
2,20D Avg Volume,1385166,shriramfinance
3,20D Avg Delivery(%),--,shriramfinance
4,Sector PE,29.35,shriramfinance
5,Book Value Per Share,1159.29,shriramfinance
0,Open,- -,shriramfinance
1,Previous Close,- -,shriramfinance
2,Volume,- -,shriramfinance
3,Value(lacs),- -,shriramfinance
0,High,- -,shriramfinance
1,Low,- -,shriramfinance
2,ATP,- -,shriramfinance
3,Spot,- -,shriramfinance
0,Open,3570.0,siemens
1,Previous Close,3569.65,siemens
2,Volume,778630.0,siemens
3,Value (Lacs),27262.95,siemens
4,i  VWAP,3545.71,siemens
5,Beta,,siemens
0,High,3602.05,siemens
1,Low,3495.85,siemens
2,UC Limit,3926.6,siemens
3,LC Limit,3212.7,siemens
4,52 Week High,4068.85,siemens
5,52 Week Low,2691.5,siemens
0,TTM EPS See historical trend,57.34  (+68.29% YoY),siemens
1,TTM PE See historical trend,61.06  (Low PE),siemens
2,P/B See historical trend,10.74 (High P/B),siemens
3,Face Value,2.00,siemens
0,Mkt Cap (Rs. Cr.),124692,siemens
1,Dividend Yield,0.29,siemens
2,20D Avg Volume,247198,siemens
3,20D Avg Delivery(%),--,siemens
4,Sector PE,82.44,siemens
5,Book Value Per Share,326.02,siemens
0,Open,- -,siemens
1,Previous Close,- -,siemens
2,Volume,- -,siemens
3,Value(lacs),- -,siemens
0,High,- -,siemens
1,Low,- -,siemens
2,ATP,- -,siemens
3,Spot,- -,siemens
0,Open,600.0,statebankindia
1,Previous Close,602.95,statebankindia
2,Volume,24914612.0,statebankindia
3,Value (Lacs),146061.91,statebankindia
4,i  VWAP,590.4,statebankindia
5,Beta,,statebankindia
0,High,600.45,statebankindia
1,Low,584.45,statebankindia
2,UC Limit,663.2,statebankindia
3,LC Limit,542.65,statebankindia
4,52 Week High,629.55,statebankindia
5,52 Week Low,499.35,statebankindia
0,TTM EPS See historical trend,74.92  (+89.31% YoY),statebankindia
1,TTM PE See historical trend,7.83  (Low PE),statebankindia
2,P/B See historical trend,1.58 (Average P/B),statebankindia
3,Face Value,1.00,statebankindia
0,Mkt Cap (Rs. Cr.),523205,statebankindia
1,Dividend Yield,1.93,statebankindia
2,20D Avg Volume,15258659,statebankindia
3,20D Avg Delivery(%),--,statebankindia
4,Sector PE,12.28,statebankindia
5,Book Value Per Share,371.08,statebankindia
0,Open,- -,statebankindia
1,Previous Close,- -,statebankindia
2,Volume,- -,statebankindia
3,Value(lacs),- -,statebankindia
0,High,- -,statebankindia
1,Low,- -,statebankindia
2,ATP,- -,statebankindia
3,Spot,- -,statebankindia
0,Open,90.35,steelauthorityindia
1,Previous Close,91.7,steelauthorityindia
2,Volume,17453762.0,steelauthorityindia
3,Value (Lacs),15577.48,steelauthorityindia
4,i  VWAP,89.82,steelauthorityindia
5,Beta,,steelauthorityindia
0,High,90.9,steelauthorityindia
1,Low,88.9,steelauthorityindia
2,UC Limit,100.85,steelauthorityindia
3,LC Limit,82.55,steelauthorityindia
4,52 Week High,103.65,steelauthorityindia
5,52 Week Low,73.75,steelauthorityindia
0,TTM EPS See historical trend,3.84  (-82.67% YoY),steelauthorityindia
1,TTM PE See historical trend,23.24  (High PE),steelauthorityindia
2,P/B See historical trend,0.68 (Average P/B),steelauthorityindia
3,Face Value,10.00,steelauthorityindia
0,Mkt Cap (Rs. Cr.),36865,steelauthorityindia
1,Dividend Yield,1.68,steelauthorityindia
2,20D Avg Volume,20689945,steelauthorityindia
3,20D Avg Delivery(%),--,steelauthorityindia
4,Sector PE,17.60,steelauthorityindia
5,Book Value Per Share,132.54,steelauthorityindia
0,Open,- -,steelauthorityindia
1,Previous Close,- -,steelauthorityindia
2,Volume,- -,steelauthorityindia
3,Value(lacs),- -,steelauthorityindia
0,High,- -,steelauthorityindia
1,Low,- -,steelauthorityindia
2,ATP,- -,steelauthorityindia
3,Spot,- -,steelauthorityindia
0,Open,1138.1,sunpharmaceuticalindustries
1,Previous Close,1141.45,sunpharmaceuticalindustries
2,Volume,1803871.0,sunpharmaceuticalindustries
3,Value (Lacs),20271.9,sunpharmaceuticalindustries
4,i  VWAP,1122.3,sunpharmaceuticalindustries
5,Beta,,sunpharmaceuticalindustries
0,High,1139.0,sunpharmaceuticalindustries
1,Low,1113.0,sunpharmaceuticalindustries
2,UC Limit,1255.55,sunpharmaceuticalindustries
3,LC Limit,1027.3,sunpharmaceuticalindustries
4,52 Week High,1169.7,sunpharmaceuticalindustries
5,52 Week Low,922.45,sunpharmaceuticalindustries
0,TTM EPS See historical trend,35.16  (+116.89% YoY),sunpharmaceuticalindustries
1,TTM PE See historical trend,31.96  (Low PE),sunpharmaceuticalindustries
2,P/B See historical trend,4.82 (High P/B),sunpharmaceuticalindustries
3,Face Value,1.00,sunpharmaceuticalindustries
0,Mkt Cap (Rs. Cr.),269637,sunpharmaceuticalindustries
1,Dividend Yield,1.02,sunpharmaceuticalindustries
2,20D Avg Volume,2064615,sunpharmaceuticalindustries
3,20D Avg Delivery(%),--,sunpharmaceuticalindustries
4,Sector PE,44.20,sunpharmaceuticalindustries
5,Book Value Per Share,233.38,sunpharmaceuticalindustries
0,Open,- -,sunpharmaceuticalindustries
1,Previous Close,- -,sunpharmaceuticalindustries
2,Volume,- -,sunpharmaceuticalindustries
3,Value(lacs),- -,sunpharmaceuticalindustries
0,High,- -,sunpharmaceuticalindustries
1,Low,- -,sunpharmaceuticalindustries
2,ATP,- -,sunpharmaceuticalindustries
3,Spot,- -,sunpharmaceuticalindustries
0,Open,618.0,suntvnetwork
1,Previous Close,622.15,suntvnetwork
2,Volume,1030114.0,suntvnetwork
3,Value (Lacs),6295.54,suntvnetwork
4,i  VWAP,612.33,suntvnetwork
5,Beta,,suntvnetwork
0,High,620.0,suntvnetwork
1,Low,605.65,suntvnetwork
2,UC Limit,684.35,suntvnetwork
3,LC Limit,559.95,suntvnetwork
4,52 Week High,628.5,suntvnetwork
5,52 Week Low,393.8,suntvnetwork
0,TTM EPS See historical trend,45.79  (+1.92% YoY),suntvnetwork
1,TTM PE See historical trend,13.35  (Average PE),suntvnetwork
2,P/B See historical trend,2.60 (Average P/B),suntvnetwork
3,Face Value,5.00,suntvnetwork
0,Mkt Cap (Rs. Cr.),24084,suntvnetwork
1,Dividend Yield,2.45,suntvnetwork
2,20D Avg Volume,993013,suntvnetwork
3,20D Avg Delivery(%),--,suntvnetwork
4,Sector PE,30.77,suntvnetwork
5,Book Value Per Share,235.27,suntvnetwork
0,Open,- -,suntvnetwork
1,Previous Close,- -,suntvnetwork
2,Volume,- -,suntvnetwork
3,Value(lacs),- -,suntvnetwork
0,High,- -,suntvnetwork
1,Low,- -,suntvnetwork
2,ATP,- -,suntvnetwork
3,Spot,- -,suntvnetwork
0,Open,808.0,syngeneinternational
1,Previous Close,810.65,syngeneinternational
2,Volume,530583.0,syngeneinternational
3,Value (Lacs),4200.36,syngeneinternational
4,i  VWAP,795.17,syngeneinternational
5,Beta,,syngeneinternational
0,High,808.7,syngeneinternational
1,Low,785.25,syngeneinternational
2,UC Limit,891.7,syngeneinternational
3,LC Limit,729.6,syngeneinternational
4,52 Week High,860.25,syngeneinternational
5,52 Week Low,535.1,syngeneinternational
0,TTM EPS See historical trend,12.03  (+23.07% YoY),syngeneinternational
1,TTM PE See historical trend,65.81  (High PE),syngeneinternational
2,P/B See historical trend,8.80 (High P/B),syngeneinternational
3,Face Value,10.00,syngeneinternational
0,Mkt Cap (Rs. Cr.),31826,syngeneinternational
1,Dividend Yield,0.06,syngeneinternational
2,20D Avg Volume,956892,syngeneinternational
3,20D Avg Delivery(%),--,syngeneinternational
4,Sector PE,74.92,syngeneinternational
