,0,1,2,3,4,5,6,Year,Stock
11,Excise Duty,--,--,--,--,--,,2022,maxfinancialservices
12,Admin. And Selling Expenses,--,--,--,--,--,,2022,maxfinancialservices
13,R & D Expenses,--,--,--,--,--,,2022,maxfinancialservices
14,Provisions And Contingencies,--,--,88.16,--,--,,2022,maxfinancialservices
15,Exp. Capitalised,--,--,--,--,--,,2022,maxfinancialservices
16,Other Expenses,26.55,29.74,64.91,65.75,162.99,,2022,maxfinancialservices
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",18.94,144.86,128.26,396.44,75.49,,2022,maxfinancialservices
18,Other Income,0.42,2.36,1.43,0.08,1.15,,2022,maxfinancialservices
19,"P/L Before Int., Excpt. Items & Tax",19.36,147.22,129.69,396.52,76.64,,2022,maxfinancialservices
20,Interest,0.11,0.14,0.22,0.20,27.25,,2022,maxfinancialservices
21,P/L Before Exceptional Items & Tax,19.25,147.08,129.47,396.32,49.39,,2022,maxfinancialservices
22,Exceptional Items,--,--,--,--,--,,2022,maxfinancialservices
23,P/L Before Tax,19.25,147.08,129.47,396.32,49.39,,2022,maxfinancialservices
24,Tax,5.37,44.46,30.24,123.78,--,,2022,maxfinancialservices
25,P/L After Tax from Ordinary Activities,13.88,102.62,99.23,272.54,49.39,,2022,maxfinancialservices
26,Prior Year Adjustments,--,--,--,--,--,,2022,maxfinancialservices
27,Extra Ordinary Items,--,--,--,--,--,,2022,maxfinancialservices
28,Net Profit/(Loss) For the Period,13.88,102.62,99.23,272.54,49.39,,2022,maxfinancialservices
29,Equity Share Capital,69.02,69.02,69.02,53.90,53.88,,2022,maxfinancialservices
30,Reserves Excluding Revaluation Reserves,6694.38,6680.57,6575.64,2222.18,1946.15,,2022,maxfinancialservices
31,Equity Dividend Rate (%),--,--,--,--,--,,2022,maxfinancialservices
32,EPS Before Extra Ordinary,,,,,,,2022,maxfinancialservices
33,Basic EPS,0.40,2.97,3.38,10.12,1.83,,2022,maxfinancialservices
34,Diluted EPS,0.40,2.97,3.39,10.11,1.83,,2022,maxfinancialservices
35,EPS After Extra Ordinary,,,,,,,2022,maxfinancialservices
36,Basic EPS.,0.40,2.97,3.38,10.12,1.83,,2022,maxfinancialservices
37,Diluted EPS.,0.40,2.97,3.39,10.11,1.83,,2022,maxfinancialservices
38,Public Share Holding,,,,,,,2022,maxfinancialservices
39,No Of Shares (Crores),--,--,--,--,--,,2022,maxfinancialservices
40,Share Holding (%),--,--,--,--,--,,2022,maxfinancialservices
41,Promoters and Promoter Group Shareholding,,,,,,,2022,maxfinancialservices
42,a) Pledged/Encumbered,,,,,,,2022,maxfinancialservices
43,- Number of shares (Crores),--,--,--,--,--,,2022,maxfinancialservices
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2022,maxfinancialservices
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2022,maxfinancialservices
46,b) Non-encumbered,,,,,,,2022,maxfinancialservices
47,- Number of shares (Crores).,--,--,--,--,--,,2022,maxfinancialservices
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2022,maxfinancialservices
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2022,maxfinancialservices
0,Yearly Results of Max Financial Services (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2023,maxfinancialservices
1,Net Sales/Income from operations,57.81,199.70,306.38,494.94,316.63,,2023,maxfinancialservices
2,Other Operating Income,--,--,--,--,--,,2023,maxfinancialservices
3,Total Income From Operations,57.81,199.70,306.38,494.94,316.63,,2023,maxfinancialservices
4,EXPENDITURE,,,,,,,2023,maxfinancialservices
5,Consumption of Raw Materials,--,--,--,--,--,,2023,maxfinancialservices
6,Purchase of Traded Goods,--,--,--,--,--,,2023,maxfinancialservices
7,Increase/Decrease in Stocks,--,--,--,--,--,,2023,maxfinancialservices
8,Power & Fuel,--,--,--,--,--,,2023,maxfinancialservices
9,Employees Cost,9.22,21.62,21.25,22.86,76.40,,2023,maxfinancialservices
10,Depreciation,3.10,3.48,3.80,9.89,1.75,,2023,maxfinancialservices
11,Excise Duty,--,--,--,--,--,,2023,maxfinancialservices
12,Admin. And Selling Expenses,--,--,--,--,--,,2023,maxfinancialservices
13,R & D Expenses,--,--,--,--,--,,2023,maxfinancialservices
14,Provisions And Contingencies,--,--,88.16,--,--,,2023,maxfinancialservices
15,Exp. Capitalised,--,--,--,--,--,,2023,maxfinancialservices
16,Other Expenses,26.55,29.74,64.91,65.75,162.99,,2023,maxfinancialservices
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",18.94,144.86,128.26,396.44,75.49,,2023,maxfinancialservices
18,Other Income,0.42,2.36,1.43,0.08,1.15,,2023,maxfinancialservices
19,"P/L Before Int., Excpt. Items & Tax",19.36,147.22,129.69,396.52,76.64,,2023,maxfinancialservices
20,Interest,0.11,0.14,0.22,0.20,27.25,,2023,maxfinancialservices
21,P/L Before Exceptional Items & Tax,19.25,147.08,129.47,396.32,49.39,,2023,maxfinancialservices
22,Exceptional Items,--,--,--,--,--,,2023,maxfinancialservices
23,P/L Before Tax,19.25,147.08,129.47,396.32,49.39,,2023,maxfinancialservices
24,Tax,5.37,44.46,30.24,123.78,--,,2023,maxfinancialservices
25,P/L After Tax from Ordinary Activities,13.88,102.62,99.23,272.54,49.39,,2023,maxfinancialservices
26,Prior Year Adjustments,--,--,--,--,--,,2023,maxfinancialservices
27,Extra Ordinary Items,--,--,--,--,--,,2023,maxfinancialservices
28,Net Profit/(Loss) For the Period,13.88,102.62,99.23,272.54,49.39,,2023,maxfinancialservices
29,Equity Share Capital,69.02,69.02,69.02,53.90,53.88,,2023,maxfinancialservices
30,Reserves Excluding Revaluation Reserves,6694.38,6680.57,6575.64,2222.18,1946.15,,2023,maxfinancialservices
31,Equity Dividend Rate (%),--,--,--,--,--,,2023,maxfinancialservices
32,EPS Before Extra Ordinary,,,,,,,2023,maxfinancialservices
33,Basic EPS,0.40,2.97,3.38,10.12,1.83,,2023,maxfinancialservices
34,Diluted EPS,0.40,2.97,3.39,10.11,1.83,,2023,maxfinancialservices
35,EPS After Extra Ordinary,,,,,,,2023,maxfinancialservices
36,Basic EPS.,0.40,2.97,3.38,10.12,1.83,,2023,maxfinancialservices
37,Diluted EPS.,0.40,2.97,3.39,10.11,1.83,,2023,maxfinancialservices
38,Public Share Holding,,,,,,,2023,maxfinancialservices
39,No Of Shares (Crores),--,--,--,--,--,,2023,maxfinancialservices
40,Share Holding (%),--,--,--,--,--,,2023,maxfinancialservices
41,Promoters and Promoter Group Shareholding,,,,,,,2023,maxfinancialservices
42,a) Pledged/Encumbered,,,,,,,2023,maxfinancialservices
43,- Number of shares (Crores),--,--,--,--,--,,2023,maxfinancialservices
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2023,maxfinancialservices
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2023,maxfinancialservices
46,b) Non-encumbered,,,,,,,2023,maxfinancialservices
47,- Number of shares (Crores).,--,--,--,--,--,,2023,maxfinancialservices
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2023,maxfinancialservices
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2023,maxfinancialservices
0,Yearly Results of NMDC (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2018,nmdc
1,Net Sales/Income from operations,17666.88,25881.73,15370.06,11699.22,12152.67,,2018,nmdc
2,Other Operating Income,--,--,--,--,--,,2018,nmdc
3,Total Income From Operations,17666.88,25881.73,15370.06,11699.22,12152.67,,2018,nmdc
4,EXPENDITURE,,,,,,,2018,nmdc
5,Consumption of Raw Materials,70.59,106.95,42.01,36.48,52.00,,2018,nmdc
6,Purchase of Traded Goods,--,--,--,--,--,,2018,nmdc
7,Increase/Decrease in Stocks,-496.60,-1200.50,-161.81,-53.83,-79.22,,2018,nmdc
8,Power & Fuel,--,--,--,--,--,,2018,nmdc
9,Employees Cost,1526.50,1333.68,1081.81,1046.83,1036.75,,2018,nmdc
10,Depreciation,335.41,286.85,227.83,294.38,278.89,,2018,nmdc
11,Excise Duty,--,--,--,--,--,,2018,nmdc
12,Admin. And Selling Expenses,263.00,227.74,695.27,702.43,368.18,,2018,nmdc
13,R & D Expenses,--,--,--,--,--,,2018,nmdc
14,Provisions And Contingencies,--,--,--,--,--,,2018,nmdc
15,Exp. Capitalised,--,--,--,--,--,,2018,nmdc
16,Other Expenses,10240.35,12824.87,4916.92,3956.92,3844.99,,2018,nmdc
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",5727.63,12302.14,8568.03,5716.01,6651.08,,2018,nmdc
18,Other Income,747.85,718.33,349.88,513.79,588.30,,2018,nmdc
19,"P/L Before Int., Excpt. Items & Tax",6475.48,13020.47,8917.91,6229.80,7239.38,,2018,nmdc
20,Interest,75.23,39.06,16.81,9.88,40.32,,2018,nmdc
21,P/L Before Exceptional Items & Tax,6400.25,12981.41,8901.10,6219.92,7199.06,,2018,nmdc
22,Exceptional Items,1237.27,--,--,-96.44,--,,2018,nmdc
23,P/L Before Tax,7637.52,12981.41,8901.10,6123.48,7199.06,,2018,nmdc
24,Tax,2108.21,3582.25,2648.45,2512.57,2556.53,,2018,nmdc
25,P/L After Tax from Ordinary Activities,5529.31,9399.16,6252.65,3610.91,4642.53,,2018,nmdc
26,Prior Year Adjustments,--,--,--,--,--,,2018,nmdc
27,Extra Ordinary Items,-0.68,-0.68,0.40,-0.79,-0.42,,2018,nmdc
28,Net Profit/(Loss) For the Period,5528.63,9398.48,6253.05,3610.12,4642.11,,2018,nmdc
29,Equity Share Capital,293.07,293.07,293.07,306.19,306.19,,2018,nmdc
30,Reserves Excluding Revaluation Reserves,22039.24,34550.90,29463.07,27227.76,25645.34,,2018,nmdc
31,Equity Dividend Rate (%),660.00,1474.00,776.00,529.00,552.00,,2018,nmdc
32,EPS Before Extra Ordinary,,,,,,,2018,nmdc
33,Basic EPS,18.86,32.07,20.62,11.79,14.70,,2018,nmdc
34,Diluted EPS,18.86,32.07,20.62,11.79,14.70,,2018,nmdc
35,EPS After Extra Ordinary,,,,,,,2018,nmdc
36,Basic EPS.,18.86,32.07,20.62,11.79,14.70,,2018,nmdc
37,Diluted EPS.,18.86,32.07,20.62,11.79,14.70,,2018,nmdc
38,Public Share Holding,,,,,,,2018,nmdc
39,No Of Shares (Crores),--,--,--,--,--,,2018,nmdc
40,Share Holding (%),--,--,--,--,--,,2018,nmdc
41,Promoters and Promoter Group Shareholding,,,,,,,2018,nmdc
42,a) Pledged/Encumbered,,,,,,,2018,nmdc
43,- Number of shares (Crores),--,--,--,--,--,,2018,nmdc
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2018,nmdc
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2018,nmdc
46,b) Non-encumbered,,,,,,,2018,nmdc
47,- Number of shares (Crores).,--,--,--,--,--,,2018,nmdc
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2018,nmdc
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2018,nmdc
0,Yearly Results of NMDC (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2019,nmdc
1,Net Sales/Income from operations,17666.88,25881.73,15370.06,11699.22,12152.67,,2019,nmdc
2,Other Operating Income,--,--,--,--,--,,2019,nmdc
3,Total Income From Operations,17666.88,25881.73,15370.06,11699.22,12152.67,,2019,nmdc
4,EXPENDITURE,,,,,,,2019,nmdc
5,Consumption of Raw Materials,70.59,106.95,42.01,36.48,52.00,,2019,nmdc
6,Purchase of Traded Goods,--,--,--,--,--,,2019,nmdc
7,Increase/Decrease in Stocks,-496.60,-1200.50,-161.81,-53.83,-79.22,,2019,nmdc
8,Power & Fuel,--,--,--,--,--,,2019,nmdc
9,Employees Cost,1526.50,1333.68,1081.81,1046.83,1036.75,,2019,nmdc
10,Depreciation,335.41,286.85,227.83,294.38,278.89,,2019,nmdc
11,Excise Duty,--,--,--,--,--,,2019,nmdc
12,Admin. And Selling Expenses,263.00,227.74,695.27,702.43,368.18,,2019,nmdc
13,R & D Expenses,--,--,--,--,--,,2019,nmdc
14,Provisions And Contingencies,--,--,--,--,--,,2019,nmdc
15,Exp. Capitalised,--,--,--,--,--,,2019,nmdc
16,Other Expenses,10240.35,12824.87,4916.92,3956.92,3844.99,,2019,nmdc
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",5727.63,12302.14,8568.03,5716.01,6651.08,,2019,nmdc
18,Other Income,747.85,718.33,349.88,513.79,588.30,,2019,nmdc
19,"P/L Before Int., Excpt. Items & Tax",6475.48,13020.47,8917.91,6229.80,7239.38,,2019,nmdc
20,Interest,75.23,39.06,16.81,9.88,40.32,,2019,nmdc
21,P/L Before Exceptional Items & Tax,6400.25,12981.41,8901.10,6219.92,7199.06,,2019,nmdc
22,Exceptional Items,1237.27,--,--,-96.44,--,,2019,nmdc
23,P/L Before Tax,7637.52,12981.41,8901.10,6123.48,7199.06,,2019,nmdc
24,Tax,2108.21,3582.25,2648.45,2512.57,2556.53,,2019,nmdc
25,P/L After Tax from Ordinary Activities,5529.31,9399.16,6252.65,3610.91,4642.53,,2019,nmdc
26,Prior Year Adjustments,--,--,--,--,--,,2019,nmdc
27,Extra Ordinary Items,-0.68,-0.68,0.40,-0.79,-0.42,,2019,nmdc
28,Net Profit/(Loss) For the Period,5528.63,9398.48,6253.05,3610.12,4642.11,,2019,nmdc
29,Equity Share Capital,293.07,293.07,293.07,306.19,306.19,,2019,nmdc
30,Reserves Excluding Revaluation Reserves,22039.24,34550.90,29463.07,27227.76,25645.34,,2019,nmdc
31,Equity Dividend Rate (%),660.00,1474.00,776.00,529.00,552.00,,2019,nmdc
32,EPS Before Extra Ordinary,,,,,,,2019,nmdc
33,Basic EPS,18.86,32.07,20.62,11.79,14.70,,2019,nmdc
34,Diluted EPS,18.86,32.07,20.62,11.79,14.70,,2019,nmdc
35,EPS After Extra Ordinary,,,,,,,2019,nmdc
36,Basic EPS.,18.86,32.07,20.62,11.79,14.70,,2019,nmdc
37,Diluted EPS.,18.86,32.07,20.62,11.79,14.70,,2019,nmdc
38,Public Share Holding,,,,,,,2019,nmdc
39,No Of Shares (Crores),--,--,--,--,--,,2019,nmdc
40,Share Holding (%),--,--,--,--,--,,2019,nmdc
41,Promoters and Promoter Group Shareholding,,,,,,,2019,nmdc
42,a) Pledged/Encumbered,,,,,,,2019,nmdc
43,- Number of shares (Crores),--,--,--,--,--,,2019,nmdc
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2019,nmdc
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2019,nmdc
46,b) Non-encumbered,,,,,,,2019,nmdc
47,- Number of shares (Crores).,--,--,--,--,--,,2019,nmdc
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2019,nmdc
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2019,nmdc
0,Yearly Results of NMDC (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2020,nmdc
1,Net Sales/Income from operations,17666.88,25881.73,15370.06,11699.22,12152.67,,2020,nmdc
2,Other Operating Income,--,--,--,--,--,,2020,nmdc
3,Total Income From Operations,17666.88,25881.73,15370.06,11699.22,12152.67,,2020,nmdc
4,EXPENDITURE,,,,,,,2020,nmdc
5,Consumption of Raw Materials,70.59,106.95,42.01,36.48,52.00,,2020,nmdc
6,Purchase of Traded Goods,--,--,--,--,--,,2020,nmdc
7,Increase/Decrease in Stocks,-496.60,-1200.50,-161.81,-53.83,-79.22,,2020,nmdc
8,Power & Fuel,--,--,--,--,--,,2020,nmdc
9,Employees Cost,1526.50,1333.68,1081.81,1046.83,1036.75,,2020,nmdc
10,Depreciation,335.41,286.85,227.83,294.38,278.89,,2020,nmdc
11,Excise Duty,--,--,--,--,--,,2020,nmdc
12,Admin. And Selling Expenses,263.00,227.74,695.27,702.43,368.18,,2020,nmdc
13,R & D Expenses,--,--,--,--,--,,2020,nmdc
14,Provisions And Contingencies,--,--,--,--,--,,2020,nmdc
15,Exp. Capitalised,--,--,--,--,--,,2020,nmdc
16,Other Expenses,10240.35,12824.87,4916.92,3956.92,3844.99,,2020,nmdc
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",5727.63,12302.14,8568.03,5716.01,6651.08,,2020,nmdc
18,Other Income,747.85,718.33,349.88,513.79,588.30,,2020,nmdc
19,"P/L Before Int., Excpt. Items & Tax",6475.48,13020.47,8917.91,6229.80,7239.38,,2020,nmdc
20,Interest,75.23,39.06,16.81,9.88,40.32,,2020,nmdc
21,P/L Before Exceptional Items & Tax,6400.25,12981.41,8901.10,6219.92,7199.06,,2020,nmdc
22,Exceptional Items,1237.27,--,--,-96.44,--,,2020,nmdc
23,P/L Before Tax,7637.52,12981.41,8901.10,6123.48,7199.06,,2020,nmdc
24,Tax,2108.21,3582.25,2648.45,2512.57,2556.53,,2020,nmdc
25,P/L After Tax from Ordinary Activities,5529.31,9399.16,6252.65,3610.91,4642.53,,2020,nmdc
26,Prior Year Adjustments,--,--,--,--,--,,2020,nmdc
27,Extra Ordinary Items,-0.68,-0.68,0.40,-0.79,-0.42,,2020,nmdc
28,Net Profit/(Loss) For the Period,5528.63,9398.48,6253.05,3610.12,4642.11,,2020,nmdc
29,Equity Share Capital,293.07,293.07,293.07,306.19,306.19,,2020,nmdc
30,Reserves Excluding Revaluation Reserves,22039.24,34550.90,29463.07,27227.76,25645.34,,2020,nmdc
31,Equity Dividend Rate (%),660.00,1474.00,776.00,529.00,552.00,,2020,nmdc
32,EPS Before Extra Ordinary,,,,,,,2020,nmdc
33,Basic EPS,18.86,32.07,20.62,11.79,14.70,,2020,nmdc
34,Diluted EPS,18.86,32.07,20.62,11.79,14.70,,2020,nmdc
35,EPS After Extra Ordinary,,,,,,,2020,nmdc
36,Basic EPS.,18.86,32.07,20.62,11.79,14.70,,2020,nmdc
37,Diluted EPS.,18.86,32.07,20.62,11.79,14.70,,2020,nmdc
38,Public Share Holding,,,,,,,2020,nmdc
39,No Of Shares (Crores),--,--,--,--,--,,2020,nmdc
40,Share Holding (%),--,--,--,--,--,,2020,nmdc
41,Promoters and Promoter Group Shareholding,,,,,,,2020,nmdc
42,a) Pledged/Encumbered,,,,,,,2020,nmdc
43,- Number of shares (Crores),--,--,--,--,--,,2020,nmdc
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2020,nmdc
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2020,nmdc
46,b) Non-encumbered,,,,,,,2020,nmdc
47,- Number of shares (Crores).,--,--,--,--,--,,2020,nmdc
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2020,nmdc
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2020,nmdc
0,Yearly Results of NMDC (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2021,nmdc
1,Net Sales/Income from operations,17666.88,25881.73,15370.06,11699.22,12152.67,,2021,nmdc
2,Other Operating Income,--,--,--,--,--,,2021,nmdc
3,Total Income From Operations,17666.88,25881.73,15370.06,11699.22,12152.67,,2021,nmdc
4,EXPENDITURE,,,,,,,2021,nmdc
5,Consumption of Raw Materials,70.59,106.95,42.01,36.48,52.00,,2021,nmdc
6,Purchase of Traded Goods,--,--,--,--,--,,2021,nmdc
7,Increase/Decrease in Stocks,-496.60,-1200.50,-161.81,-53.83,-79.22,,2021,nmdc
8,Power & Fuel,--,--,--,--,--,,2021,nmdc
9,Employees Cost,1526.50,1333.68,1081.81,1046.83,1036.75,,2021,nmdc
10,Depreciation,335.41,286.85,227.83,294.38,278.89,,2021,nmdc
11,Excise Duty,--,--,--,--,--,,2021,nmdc
12,Admin. And Selling Expenses,263.00,227.74,695.27,702.43,368.18,,2021,nmdc
13,R & D Expenses,--,--,--,--,--,,2021,nmdc
14,Provisions And Contingencies,--,--,--,--,--,,2021,nmdc
15,Exp. Capitalised,--,--,--,--,--,,2021,nmdc
16,Other Expenses,10240.35,12824.87,4916.92,3956.92,3844.99,,2021,nmdc
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",5727.63,12302.14,8568.03,5716.01,6651.08,,2021,nmdc
18,Other Income,747.85,718.33,349.88,513.79,588.30,,2021,nmdc
19,"P/L Before Int., Excpt. Items & Tax",6475.48,13020.47,8917.91,6229.80,7239.38,,2021,nmdc
20,Interest,75.23,39.06,16.81,9.88,40.32,,2021,nmdc
21,P/L Before Exceptional Items & Tax,6400.25,12981.41,8901.10,6219.92,7199.06,,2021,nmdc
22,Exceptional Items,1237.27,--,--,-96.44,--,,2021,nmdc
23,P/L Before Tax,7637.52,12981.41,8901.10,6123.48,7199.06,,2021,nmdc
24,Tax,2108.21,3582.25,2648.45,2512.57,2556.53,,2021,nmdc
25,P/L After Tax from Ordinary Activities,5529.31,9399.16,6252.65,3610.91,4642.53,,2021,nmdc
26,Prior Year Adjustments,--,--,--,--,--,,2021,nmdc
27,Extra Ordinary Items,-0.68,-0.68,0.40,-0.79,-0.42,,2021,nmdc
28,Net Profit/(Loss) For the Period,5528.63,9398.48,6253.05,3610.12,4642.11,,2021,nmdc
29,Equity Share Capital,293.07,293.07,293.07,306.19,306.19,,2021,nmdc
30,Reserves Excluding Revaluation Reserves,22039.24,34550.90,29463.07,27227.76,25645.34,,2021,nmdc
31,Equity Dividend Rate (%),660.00,1474.00,776.00,529.00,552.00,,2021,nmdc
32,EPS Before Extra Ordinary,,,,,,,2021,nmdc
33,Basic EPS,18.86,32.07,20.62,11.79,14.70,,2021,nmdc
34,Diluted EPS,18.86,32.07,20.62,11.79,14.70,,2021,nmdc
35,EPS After Extra Ordinary,,,,,,,2021,nmdc
36,Basic EPS.,18.86,32.07,20.62,11.79,14.70,,2021,nmdc
37,Diluted EPS.,18.86,32.07,20.62,11.79,14.70,,2021,nmdc
38,Public Share Holding,,,,,,,2021,nmdc
39,No Of Shares (Crores),--,--,--,--,--,,2021,nmdc
40,Share Holding (%),--,--,--,--,--,,2021,nmdc
41,Promoters and Promoter Group Shareholding,,,,,,,2021,nmdc
42,a) Pledged/Encumbered,,,,,,,2021,nmdc
43,- Number of shares (Crores),--,--,--,--,--,,2021,nmdc
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2021,nmdc
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2021,nmdc
46,b) Non-encumbered,,,,,,,2021,nmdc
47,- Number of shares (Crores).,--,--,--,--,--,,2021,nmdc
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2021,nmdc
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2021,nmdc
0,Yearly Results of NMDC (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2022,nmdc
1,Net Sales/Income from operations,17666.88,25881.73,15370.06,11699.22,12152.67,,2022,nmdc
2,Other Operating Income,--,--,--,--,--,,2022,nmdc
3,Total Income From Operations,17666.88,25881.73,15370.06,11699.22,12152.67,,2022,nmdc
4,EXPENDITURE,,,,,,,2022,nmdc
5,Consumption of Raw Materials,70.59,106.95,42.01,36.48,52.00,,2022,nmdc
6,Purchase of Traded Goods,--,--,--,--,--,,2022,nmdc
7,Increase/Decrease in Stocks,-496.60,-1200.50,-161.81,-53.83,-79.22,,2022,nmdc
8,Power & Fuel,--,--,--,--,--,,2022,nmdc
9,Employees Cost,1526.50,1333.68,1081.81,1046.83,1036.75,,2022,nmdc
10,Depreciation,335.41,286.85,227.83,294.38,278.89,,2022,nmdc
11,Excise Duty,--,--,--,--,--,,2022,nmdc
12,Admin. And Selling Expenses,263.00,227.74,695.27,702.43,368.18,,2022,nmdc
13,R & D Expenses,--,--,--,--,--,,2022,nmdc
14,Provisions And Contingencies,--,--,--,--,--,,2022,nmdc
15,Exp. Capitalised,--,--,--,--,--,,2022,nmdc
16,Other Expenses,10240.35,12824.87,4916.92,3956.92,3844.99,,2022,nmdc
17,"P/L Before Other Inc. , Int., Excpt. Items & Tax",5727.63,12302.14,8568.03,5716.01,6651.08,,2022,nmdc
18,Other Income,747.85,718.33,349.88,513.79,588.30,,2022,nmdc
19,"P/L Before Int., Excpt. Items & Tax",6475.48,13020.47,8917.91,6229.80,7239.38,,2022,nmdc
20,Interest,75.23,39.06,16.81,9.88,40.32,,2022,nmdc
21,P/L Before Exceptional Items & Tax,6400.25,12981.41,8901.10,6219.92,7199.06,,2022,nmdc
22,Exceptional Items,1237.27,--,--,-96.44,--,,2022,nmdc
23,P/L Before Tax,7637.52,12981.41,8901.10,6123.48,7199.06,,2022,nmdc
24,Tax,2108.21,3582.25,2648.45,2512.57,2556.53,,2022,nmdc
25,P/L After Tax from Ordinary Activities,5529.31,9399.16,6252.65,3610.91,4642.53,,2022,nmdc
26,Prior Year Adjustments,--,--,--,--,--,,2022,nmdc
27,Extra Ordinary Items,-0.68,-0.68,0.40,-0.79,-0.42,,2022,nmdc
28,Net Profit/(Loss) For the Period,5528.63,9398.48,6253.05,3610.12,4642.11,,2022,nmdc
29,Equity Share Capital,293.07,293.07,293.07,306.19,306.19,,2022,nmdc
30,Reserves Excluding Revaluation Reserves,22039.24,34550.90,29463.07,27227.76,25645.34,,2022,nmdc
31,Equity Dividend Rate (%),660.00,1474.00,776.00,529.00,552.00,,2022,nmdc
32,EPS Before Extra Ordinary,,,,,,,2022,nmdc
33,Basic EPS,18.86,32.07,20.62,11.79,14.70,,2022,nmdc
34,Diluted EPS,18.86,32.07,20.62,11.79,14.70,,2022,nmdc
35,EPS After Extra Ordinary,,,,,,,2022,nmdc
36,Basic EPS.,18.86,32.07,20.62,11.79,14.70,,2022,nmdc
37,Diluted EPS.,18.86,32.07,20.62,11.79,14.70,,2022,nmdc
38,Public Share Holding,,,,,,,2022,nmdc
39,No Of Shares (Crores),--,--,--,--,--,,2022,nmdc
40,Share Holding (%),--,--,--,--,--,,2022,nmdc
41,Promoters and Promoter Group Shareholding,,,,,,,2022,nmdc
42,a) Pledged/Encumbered,,,,,,,2022,nmdc
43,- Number of shares (Crores),--,--,--,--,--,,2022,nmdc
44,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,,2022,nmdc
45,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,,2022,nmdc
46,b) Non-encumbered,,,,,,,2022,nmdc
47,- Number of shares (Crores).,--,--,--,--,--,,2022,nmdc
48,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,,2022,nmdc
49,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,,2022,nmdc
0,Yearly Results of NMDC (in Rs. Cr.),Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,,2023,nmdc
1,Net Sales/Income from operations,17666.88,25881.73,15370.06,11699.22,12152.67,,2023,nmdc
2,Other Operating Income,--,--,--,--,--,,2023,nmdc
3,Total Income From Operations,17666.88,25881.73,15370.06,11699.22,12152.67,,2023,nmdc
4,EXPENDITURE,,,,,,,2023,nmdc
5,Consumption of Raw Materials,70.59,106.95,42.01,36.48,52.00,,2023,nmdc
6,Purchase of Traded Goods,--,--,--,--,--,,2023,nmdc
7,Increase/Decrease in Stocks,-496.60,-1200.50,-161.81,-53.83,-79.22,,2023,nmdc
8,Power & Fuel,--,--,--,--,--,,2023,nmdc
