,0,1,2,3,4,5,6,Stock
48,NON-CURRENT INVESTMENTS,,,,,,,sunpharmaceuticalindustries
49,Non-Current Investments Quoted Market Value,4486.91,4242.70,5254.10,4281.38,2971.17,,sunpharmaceuticalindustries
50,Non-Current Investments Unquoted Book Value,695.79,818.84,1080.01,834.29,849.34,,sunpharmaceuticalindustries
51,CURRENT INVESTMENTS,,,,,,,sunpharmaceuticalindustries
52,Current Investments Quoted Market Value,4934.87,4031.80,3099.06,4493.68,3388.60,,sunpharmaceuticalindustries
53,Current Investments Unquoted Book Value,4437.74,3602.14,31.00,403.68,562.12,,sunpharmaceuticalindustries
0,Balance Sheet of Sun TV Network (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,suntvnetwork
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,suntvnetwork
2,EQUITIES AND LIABILITIES,,,,,,,suntvnetwork
3,SHAREHOLDER'S FUNDS,,,,,,,suntvnetwork
4,Equity Share Capital,197.04,197.04,197.04,197.04,197.04,,suntvnetwork
5,Total Share Capital,197.04,197.04,197.04,197.04,197.04,,suntvnetwork
6,Reserves and Surplus,9074.55,7958.16,6856.67,5527.07,5329.45,,suntvnetwork
7,Total Reserves and Surplus,9074.55,7958.16,6856.67,5527.07,5329.45,,suntvnetwork
8,Total Shareholders Funds,9271.59,8155.20,7053.71,5724.11,5526.49,,suntvnetwork
9,Minority Interest,5.58,5.07,4.96,4.75,4.42,,suntvnetwork
10,NON-CURRENT LIABILITIES,,,,,,,suntvnetwork
11,Long Term Borrowings,0.00,0.00,0.00,0.00,0.00,,suntvnetwork
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,85.14,105.60,,suntvnetwork
13,Other Long Term Liabilities,46.48,71.58,59.82,82.54,12.06,,suntvnetwork
14,Long Term Provisions,0.88,0.93,0.00,0.00,0.00,,suntvnetwork
15,Total Non-Current Liabilities,47.36,72.51,59.82,167.68,117.66,,suntvnetwork
16,CURRENT LIABILITIES,,,,,,,suntvnetwork
17,Short Term Borrowings,0.00,0.00,0.00,0.00,0.00,,suntvnetwork
18,Trade Payables,250.84,219.78,273.78,316.65,229.40,,suntvnetwork
19,Other Current Liabilities,552.21,425.64,313.77,273.24,302.09,,suntvnetwork
20,Short Term Provisions,20.50,19.90,240.39,21.13,17.66,,suntvnetwork
21,Total Current Liabilities,823.55,665.32,827.94,611.02,549.15,,suntvnetwork
22,Total Capital And Liabilities,10148.08,8898.10,7946.43,6507.56,6197.72,,suntvnetwork
23,ASSETS,,,,,,,suntvnetwork
24,NON-CURRENT ASSETS,,,,,,,suntvnetwork
25,Tangible Assets,992.64,1340.01,676.97,752.88,695.45,,suntvnetwork
26,Intangible Assets,731.77,446.62,263.76,387.71,411.78,,suntvnetwork
27,Capital Work-In-Progress,0.00,244.05,146.32,66.30,13.36,,suntvnetwork
28,Fixed Assets,1855.67,2030.68,1087.05,1206.89,1120.59,,suntvnetwork
29,Non-Current Investments,1886.04,1147.95,1092.47,719.11,707.04,,suntvnetwork
30,Deferred Tax Assets [Net],224.97,274.19,338.75,0.99,1.09,,suntvnetwork
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,suntvnetwork
32,Other Non-Current Assets,225.71,155.68,215.29,301.40,319.47,,suntvnetwork
33,Total Non-Current Assets,4197.19,3613.30,2738.36,2233.19,2152.99,,suntvnetwork
34,CURRENT ASSETS,,,,,,,suntvnetwork
35,Current Investments,3626.18,2410.73,2411.57,1972.92,2093.48,,suntvnetwork
36,Inventories,0.00,0.00,0.00,0.00,0.24,,suntvnetwork
37,Trade Receivables,1474.30,1434.62,1433.94,1367.22,1133.99,,suntvnetwork
38,Cash And Cash Equivalents,598.57,1137.54,1071.84,703.17,593.00,,suntvnetwork
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,suntvnetwork
40,OtherCurrentAssets,251.84,301.91,290.72,231.06,224.02,,suntvnetwork
41,Total Current Assets,5950.89,5284.80,5208.07,4274.37,4044.73,,suntvnetwork
42,Total Assets,10148.08,8898.10,7946.43,6507.56,6197.72,,suntvnetwork
43,OTHER ADDITIONAL INFORMATION,,,,,,,suntvnetwork
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,suntvnetwork
45,Contingent Liabilities,447.87,330.17,530.22,1409.95,1057.01,,suntvnetwork
46,BONUS DETAILS,,,,,,,suntvnetwork
47,Bonus Equity Share Capital,158.92,158.92,158.92,158.92,158.92,,suntvnetwork
48,NON-CURRENT INVESTMENTS,,,,,,,suntvnetwork
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,suntvnetwork
50,Non-Current Investments Unquoted Book Value,1456.15,721.43,657.32,198.72,235.98,,suntvnetwork
51,CURRENT INVESTMENTS,,,,,,,suntvnetwork
52,Current Investments Quoted Market Value,39.82,38.92,11.41,9.44,14.99,,suntvnetwork
53,Current Investments Unquoted Book Value,3586.36,2371.81,2400.16,1963.48,2078.49,,suntvnetwork
0,Balance Sheet of Syngene International (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,syngeneinternational
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,syngeneinternational
2,EQUITIES AND LIABILITIES,,,,,,,syngeneinternational
3,SHAREHOLDER'S FUNDS,,,,,,,syngeneinternational
4,Equity Share Capital,401.40,400.80,400.00,400.00,200.00,,syngeneinternational
5,Total Share Capital,401.40,400.80,400.00,400.00,200.00,,syngeneinternational
6,Reserves and Surplus,3216.60,2896.80,2421.40,1775.80,1768.40,,syngeneinternational
7,Total Reserves and Surplus,3216.60,2896.80,2421.40,1775.80,1768.40,,syngeneinternational
8,Total Shareholders Funds,3618.00,3297.60,2821.40,2175.80,1968.40,,syngeneinternational
9,Minority Interest,0.00,0.00,0.00,0.00,0.00,,syngeneinternational
10,NON-CURRENT LIABILITIES,,,,,,,syngeneinternational
11,Long Term Borrowings,489.00,531.50,512.40,0.00,346.60,,syngeneinternational
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,0.00,0.00,,syngeneinternational
13,Other Long Term Liabilities,492.10,471.40,364.40,407.00,222.50,,syngeneinternational
14,Long Term Provisions,43.70,34.40,52.00,40.90,37.40,,syngeneinternational
15,Total Non-Current Liabilities,1024.80,1037.30,928.80,447.90,606.50,,syngeneinternational
16,CURRENT LIABILITIES,,,,,,,syngeneinternational
17,Short Term Borrowings,86.30,258.10,259.90,308.90,190.70,,syngeneinternational
18,Trade Payables,258.00,232.80,241.60,222.00,223.50,,syngeneinternational
19,Other Current Liabilities,792.90,679.80,585.00,966.80,693.40,,syngeneinternational
20,Short Term Provisions,51.00,58.20,46.50,41.50,21.00,,syngeneinternational
21,Total Current Liabilities,1188.20,1228.90,1133.00,1539.20,1128.60,,syngeneinternational
22,Total Capital And Liabilities,5831.00,5563.80,4883.20,4162.90,3703.50,,syngeneinternational
23,ASSETS,,,,,,,syngeneinternational
24,NON-CURRENT ASSETS,,,,,,,syngeneinternational
25,Tangible Assets,2648.40,2380.20,2181.90,1999.00,1362.70,,syngeneinternational
26,Intangible Assets,18.50,12.60,19.10,20.70,14.10,,syngeneinternational
27,Capital Work-In-Progress,176.90,346.40,237.20,234.10,273.70,,syngeneinternational
28,Fixed Assets,2843.80,2739.20,2438.20,2253.80,1650.50,,syngeneinternational
29,Non-Current Investments,94.10,270.30,278.70,38.00,0.00,,syngeneinternational
30,Deferred Tax Assets [Net],69.60,65.60,89.10,122.70,91.50,,syngeneinternational
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,syngeneinternational
32,Other Non-Current Assets,398.20,282.80,270.50,135.80,197.40,,syngeneinternational
33,Total Non-Current Assets,3405.70,3357.90,3076.50,2550.30,1939.40,,syngeneinternational
34,CURRENT ASSETS,,,,,,,syngeneinternational
35,Current Investments,824.40,763.80,423.30,738.40,716.00,,syngeneinternational
36,Inventories,332.80,179.40,59.60,25.20,43.40,,syngeneinternational
37,Trade Receivables,529.30,507.70,339.20,398.20,338.70,,syngeneinternational
38,Cash And Cash Equivalents,531.70,517.90,642.60,281.50,436.90,,syngeneinternational
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,syngeneinternational
40,OtherCurrentAssets,207.10,237.10,342.00,169.30,229.10,,syngeneinternational
41,Total Current Assets,2425.30,2205.90,1806.70,1612.60,1764.10,,syngeneinternational
42,Total Assets,5831.00,5563.80,4883.20,4162.90,3703.50,,syngeneinternational
43,OTHER ADDITIONAL INFORMATION,,,,,,,syngeneinternational
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,syngeneinternational
45,Contingent Liabilities,805.50,664.10,595.50,646.00,709.10,,syngeneinternational
46,BONUS DETAILS,,,,,,,syngeneinternational
47,Bonus Equity Share Capital,392.81,392.81,392.81,392.81,192.81,,syngeneinternational
48,NON-CURRENT INVESTMENTS,,,,,,,syngeneinternational
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,syngeneinternational
50,Non-Current Investments Unquoted Book Value,94.10,270.30,278.70,38.00,0.00,,syngeneinternational
51,CURRENT INVESTMENTS,,,,,,,syngeneinternational
52,Current Investments Quoted Market Value,147.60,223.20,148.40,0.00,0.00,,syngeneinternational
53,Current Investments Unquoted Book Value,676.80,540.60,274.90,721.30,660.00,,syngeneinternational
0,Balance Sheet of TVS Motor Company (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,tvsmotorcompany
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,tvsmotorcompany
2,EQUITIES AND LIABILITIES,,,,,,,tvsmotorcompany
3,SHAREHOLDER'S FUNDS,,,,,,,tvsmotorcompany
4,Equity Share Capital,47.51,47.51,47.51,47.51,47.51,,tvsmotorcompany
5,Total Share Capital,47.51,47.51,47.51,47.51,47.51,,tvsmotorcompany
6,Reserves and Surplus,5457.49,4351.94,3779.10,3234.59,3122.66,,tvsmotorcompany
7,Total Reserves and Surplus,5457.49,4351.94,3779.10,3234.59,3122.66,,tvsmotorcompany
8,Total Shareholders Funds,5505.00,4399.45,3826.61,3282.10,3170.17,,tvsmotorcompany
9,Minority Interest,404.85,653.56,387.90,320.94,245.77,,tvsmotorcompany
10,NON-CURRENT LIABILITIES,,,,,,,tvsmotorcompany
11,Long Term Borrowings,9064.08,7305.77,6280.26,5221.23,4909.16,,tvsmotorcompany
12,Deferred Tax Liabilities [Net],208.37,207.56,218.90,173.77,96.96,,tvsmotorcompany
13,Other Long Term Liabilities,600.65,457.78,210.87,204.12,0.00,,tvsmotorcompany
14,Long Term Provisions,231.26,196.24,159.44,131.42,89.64,,tvsmotorcompany
15,Total Non-Current Liabilities,10104.36,8167.35,6869.47,5730.54,5095.76,,tvsmotorcompany
16,CURRENT LIABILITIES,,,,,,,tvsmotorcompany
17,Short Term Borrowings,12562.15,7991.51,3069.25,3780.70,3253.81,,tvsmotorcompany
18,Trade Payables,5096.67,4624.99,4298.60,3186.84,3159.68,,tvsmotorcompany
19,Other Current Liabilities,1444.14,1127.80,3455.52,2967.13,1706.24,,tvsmotorcompany
20,Short Term Provisions,115.74,107.42,85.34,90.57,65.06,,tvsmotorcompany
21,Total Current Liabilities,19218.70,13851.72,10908.71,10025.24,8184.79,,tvsmotorcompany
22,Total Capital And Liabilities,35232.91,27072.08,21992.69,19358.82,16696.49,,tvsmotorcompany
23,ASSETS,,,,,,,tvsmotorcompany
24,NON-CURRENT ASSETS,,,,,,,tvsmotorcompany
25,Tangible Assets,4315.10,4515.68,3504.30,3439.38,3116.51,,tvsmotorcompany
26,Intangible Assets,835.88,889.49,528.44,183.00,61.98,,tvsmotorcompany
27,Capital Work-In-Progress,315.81,320.18,873.89,847.14,603.92,,tvsmotorcompany
28,Fixed Assets,5894.43,5956.70,5073.51,4628.39,3923.00,,tvsmotorcompany
29,Non-Current Investments,775.33,474.33,468.01,370.91,439.73,,tvsmotorcompany
30,Deferred Tax Assets [Net],305.73,217.88,127.62,86.65,0.00,,tvsmotorcompany
31,Long Term Loans And Advances,10321.42,6716.45,5361.97,4148.49,3624.80,,tvsmotorcompany
32,Other Non-Current Assets,331.72,289.17,236.43,197.07,188.98,,tvsmotorcompany
33,Total Non-Current Assets,18225.68,14224.00,11455.85,9619.82,8364.82,,tvsmotorcompany
34,CURRENT ASSETS,,,,,,,tvsmotorcompany
35,Current Investments,191.92,130.23,0.00,0.00,0.00,,tvsmotorcompany
36,Inventories,1921.51,1642.36,1367.43,1188.47,1291.57,,tvsmotorcompany
37,Trade Receivables,1232.20,1155.24,1035.97,1454.36,1546.07,,tvsmotorcompany
38,Cash And Cash Equivalents,1879.11,1535.61,1656.85,1107.57,206.31,,tvsmotorcompany
39,Short Term Loans And Advances,10225.16,7299.25,5794.23,5306.84,4599.83,,tvsmotorcompany
40,OtherCurrentAssets,1557.33,1085.39,682.36,681.76,687.89,,tvsmotorcompany
41,Total Current Assets,17007.23,12848.08,10536.84,9739.00,8331.67,,tvsmotorcompany
42,Total Assets,35232.91,27072.08,21992.69,19358.82,16696.49,,tvsmotorcompany
43,OTHER ADDITIONAL INFORMATION,,,,,,,tvsmotorcompany
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,tvsmotorcompany
45,Contingent Liabilities,660.49,716.64,629.15,436.13,621.43,,tvsmotorcompany
46,BONUS DETAILS,,,,,,,tvsmotorcompany
47,Bonus Equity Share Capital,23.75,23.75,23.75,23.75,23.75,,tvsmotorcompany
48,NON-CURRENT INVESTMENTS,,,,,,,tvsmotorcompany
49,Non-Current Investments Quoted Market Value,1.00,1.03,80.95,33.23,72.27,,tvsmotorcompany
50,Non-Current Investments Unquoted Book Value,363.10,108.48,99.44,162.48,367.46,,tvsmotorcompany
51,CURRENT INVESTMENTS,,,,,,,tvsmotorcompany
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,tvsmotorcompany
53,Current Investments Unquoted Book Value,191.92,130.23,0.00,0.00,0.00,,tvsmotorcompany
0,Balance Sheet of Tata Chemicals (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,tatachemicals
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,tatachemicals
2,EQUITIES AND LIABILITIES,,,,,,,tatachemicals
3,SHAREHOLDER'S FUNDS,,,,,,,tatachemicals
4,Equity Share Capital,255.00,254.82,254.82,254.82,254.82,,tatachemicals
5,Total Share Capital,255.00,254.82,254.82,254.82,254.82,,tatachemicals
6,Reserves and Surplus,19466.00,17998.07,14035.15,12642.84,12086.45,,tatachemicals
7,Total Reserves and Surplus,19466.00,17998.07,14035.15,12642.84,12086.45,,tatachemicals
8,Total Shareholders Funds,19721.00,18252.89,14289.97,12897.66,12341.27,,tatachemicals
9,Minority Interest,921.00,904.50,852.60,763.77,2914.67,,tatachemicals
10,NON-CURRENT LIABILITIES,,,,,,,tatachemicals
11,Long Term Borrowings,5540.00,3725.46,5199.48,3473.36,4782.91,,tatachemicals
12,Deferred Tax Liabilities [Net],1935.00,2036.45,1572.11,1437.94,1297.18,,tatachemicals
13,Other Long Term Liabilities,609.00,548.66,361.59,437.60,116.33,,tatachemicals
14,Long Term Provisions,1454.00,1279.28,1598.09,1653.52,1503.92,,tatachemicals
15,Total Non-Current Liabilities,9538.00,7589.85,8731.27,7002.42,7700.34,,tatachemicals
16,CURRENT LIABILITIES,,,,,,,tatachemicals
17,Short Term Borrowings,543.00,3077.17,277.58,1912.94,352.46,,tatachemicals
18,Trade Payables,2597.00,2444.68,1682.87,1630.92,1475.33,,tatachemicals
19,Other Current Liabilities,1412.00,1203.00,2137.78,3204.14,1840.52,,tatachemicals
20,Short Term Provisions,352.00,371.18,365.13,276.90,280.33,,tatachemicals
21,Total Current Liabilities,4904.00,7096.03,4463.36,7024.90,3948.64,,tatachemicals
22,Total Capital And Liabilities,35084.00,33843.27,28337.20,27688.75,26904.92,,tatachemicals
23,ASSETS,,,,,,,tatachemicals
24,NON-CURRENT ASSETS,,,,,,,tatachemicals
25,Tangible Assets,6621.00,6253.99,5699.36,5403.37,4320.62,,tatachemicals
26,Intangible Assets,8316.00,7773.73,7598.40,7952.48,7371.34,,tatachemicals
27,Capital Work-In-Progress,2351.00,1589.56,1034.71,787.80,735.84,,tatachemicals
28,Fixed Assets,17347.00,15695.03,14391.27,14190.87,12465.79,,tatachemicals
29,Non-Current Investments,6178.00,6357.48,4252.33,2683.78,3362.93,,tatachemicals
30,Deferred Tax Assets [Net],144.00,0.12,0.00,15.31,36.24,,tatachemicals
31,Long Term Loans And Advances,0.00,0.35,10.70,9.99,7.87,,tatachemicals
32,Other Non-Current Assets,1096.00,1028.91,1073.92,990.17,1074.75,,tatachemicals
33,Total Non-Current Assets,26920.00,25098.26,21691.49,19889.88,18806.61,,tatachemicals
34,CURRENT ASSETS,,,,,,,tatachemicals
35,Current Investments,1270.00,1325.06,1563.49,1601.02,2252.34,,tatachemicals
36,Inventories,2532.00,2293.53,1686.56,1869.16,1725.58,,tatachemicals
37,Trade Receivables,2627.00,1933.35,1396.99,1579.92,1452.50,,tatachemicals
38,Cash And Cash Equivalents,665.00,1310.38,1411.01,2079.52,1952.19,,tatachemicals
39,Short Term Loans And Advances,325.00,0.18,0.17,0.23,1.33,,tatachemicals
40,OtherCurrentAssets,745.00,1882.51,587.49,669.02,714.37,,tatachemicals
41,Total Current Assets,8164.00,8745.01,6645.71,7798.87,8098.31,,tatachemicals
42,Total Assets,35084.00,33843.27,28337.20,27688.75,26904.92,,tatachemicals
43,OTHER ADDITIONAL INFORMATION,,,,,,,tatachemicals
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,tatachemicals
45,Contingent Liabilities,2693.00,2569.43,1690.17,1564.91,1400.89,,tatachemicals
46,BONUS DETAILS,,,,,,,tatachemicals
47,Bonus Equity Share Capital,105.40,105.40,105.40,105.40,105.40,,tatachemicals
48,NON-CURRENT INVESTMENTS,,,,,,,tatachemicals
49,Non-Current Investments Quoted Market Value,4364.00,4504.81,2784.31,1502.68,2005.87,,tatachemicals
50,Non-Current Investments Unquoted Book Value,678.00,618.95,516.13,410.79,486.50,,tatachemicals
51,CURRENT INVESTMENTS,,,,,,,tatachemicals
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,tatachemicals
53,Current Investments Unquoted Book Value,1231.00,1325.06,1563.49,1601.02,2252.34,,tatachemicals
0,Balance Sheet of Tata Communications (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,tatacommunications
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,tatacommunications
2,EQUITIES AND LIABILITIES,,,,,,,tatacommunications
3,SHAREHOLDER'S FUNDS,,,,,,,tatacommunications
4,Equity Share Capital,285.00,285.00,285.00,285.00,285.00,,tatacommunications
5,Total Share Capital,285.00,285.00,285.00,285.00,285.00,,tatacommunications
6,Reserves and Surplus,1233.26,642.59,-169.54,-1563.36,-466.81,,tatacommunications
7,Total Reserves and Surplus,1233.26,642.59,-169.54,-1563.36,-466.81,,tatacommunications
8,Total Shareholders Funds,1518.26,927.59,115.46,-1278.36,-181.81,,tatacommunications
9,Minority Interest,30.34,28.49,28.17,4.75,5.76,,tatacommunications
10,NON-CURRENT LIABILITIES,,,,,,,tatacommunications
11,Long Term Borrowings,5008.58,5990.92,8886.39,6797.78,6794.41,,tatacommunications
12,Deferred Tax Liabilities [Net],33.31,30.46,27.84,30.37,61.61,,tatacommunications
13,Other Long Term Liabilities,3488.63,3614.50,3961.46,4634.27,3373.85,,tatacommunications
14,Long Term Provisions,687.56,645.36,547.52,602.23,506.43,,tatacommunications
15,Total Non-Current Liabilities,9218.08,10281.24,13423.21,12064.65,10736.30,,tatacommunications
16,CURRENT LIABILITIES,,,,,,,tatacommunications
17,Short Term Borrowings,2524.90,1905.87,914.75,2288.46,2370.59,,tatacommunications
18,Trade Payables,3277.21,3006.46,3239.47,3844.99,3688.52,,tatacommunications
19,Other Current Liabilities,3824.22,3397.04,3471.78,5113.19,3298.22,,tatacommunications
20,Short Term Provisions,159.61,121.28,140.57,123.79,95.18,,tatacommunications
21,Total Current Liabilities,9785.94,8430.65,7766.57,11370.43,9452.51,,tatacommunications
22,Total Capital And Liabilities,20552.62,19667.97,21333.41,22161.47,20012.76,,tatacommunications
23,ASSETS,,,,,,,tatacommunications
24,NON-CURRENT ASSETS,,,,,,,tatacommunications
25,Tangible Assets,8853.61,9313.69,9936.60,10995.53,9514.58,,tatacommunications
26,Intangible Assets,1530.92,1514.23,1472.68,1680.81,1688.53,,tatacommunications
27,Capital Work-In-Progress,1003.37,778.68,394.46,285.95,298.31,,tatacommunications
28,Fixed Assets,11532.59,11680.38,11902.20,13025.20,11564.45,,tatacommunications
29,Non-Current Investments,1190.99,1132.43,950.93,901.32,895.29,,tatacommunications
30,Deferred Tax Assets [Net],355.17,217.27,310.23,279.86,150.29,,tatacommunications
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,tatacommunications
32,Other Non-Current Assets,1547.83,1659.83,2222.58,1921.14,2009.50,,tatacommunications
33,Total Non-Current Assets,14741.63,14798.19,15496.27,16219.36,14705.81,,tatacommunications
34,CURRENT ASSETS,,,,,,,tatacommunications
35,Current Investments,759.56,432.80,1282.43,661.78,595.98,,tatacommunications
36,Inventories,160.00,37.88,34.44,72.97,76.58,,tatacommunications
37,Trade Receivables,2734.99,2582.13,2607.68,3228.87,2968.45,,tatacommunications
38,Cash And Cash Equivalents,1062.57,743.39,927.10,909.13,852.08,,tatacommunications
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,tatacommunications
40,OtherCurrentAssets,1093.87,1073.58,985.49,1069.36,813.86,,tatacommunications
41,Total Current Assets,5810.99,4869.78,5837.14,5942.11,5306.95,,tatacommunications
42,Total Assets,20552.62,19667.97,21333.41,22161.47,20012.76,,tatacommunications
43,OTHER ADDITIONAL INFORMATION,,,,,,,tatacommunications
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,tatacommunications
45,Contingent Liabilities,14636.19,10695.00,9258.64,7890.85,7766.48,,tatacommunications
46,BONUS DETAILS,,,,,,,tatacommunications
47,Bonus Equity Share Capital,210.00,210.00,210.00,210.00,210.00,,tatacommunications
48,NON-CURRENT INVESTMENTS,,,,,,,tatacommunications
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,tatacommunications
50,Non-Current Investments Unquoted Book Value,0.00,237.53,232.24,214.82,155.77,,tatacommunications
51,CURRENT INVESTMENTS,,,,,,,tatacommunications
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,tatacommunications
53,Current Investments Unquoted Book Value,759.56,432.80,1282.43,661.78,595.98,,tatacommunications
0,Balance Sheet of Tata Consultancy Services (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,tataconsultancyservices
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,tataconsultancyservices
2,EQUITIES AND LIABILITIES,,,,,,,tataconsultancyservices
3,SHAREHOLDER'S FUNDS,,,,,,,tataconsultancyservices
4,Equity Share Capital,366.00,366.00,370.00,375.00,375.00,,tataconsultancyservices
5,Total Share Capital,366.00,366.00,370.00,375.00,375.00,,tataconsultancyservices
6,Reserves and Surplus,90058.00,88773.00,86063.00,83751.00,89071.00,,tataconsultancyservices
7,Total Reserves and Surplus,90058.00,88773.00,86063.00,83751.00,89071.00,,tataconsultancyservices
8,Total Shareholders Funds,90424.00,89139.00,86433.00,84126.00,89446.00,,tataconsultancyservices
9,Minority Interest,782.00,707.00,675.00,623.00,453.00,,tataconsultancyservices
10,NON-CURRENT LIABILITIES,,,,,,,tataconsultancyservices
11,Long Term Borrowings,0.00,0.00,0.00,0.00,44.00,,tataconsultancyservices
12,Deferred Tax Liabilities [Net],792.00,590.00,767.00,779.00,1042.00,,tataconsultancyservices
13,Other Long Term Liabilities,8095.00,8727.00,8729.00,8311.00,1874.00,,tataconsultancyservices
14,Long Term Provisions,0.00,0.00,0.00,0.00,0.00,,tataconsultancyservices
15,Total Non-Current Liabilities,8887.00,9317.00,9496.00,9090.00,2960.00,,tataconsultancyservices
16,CURRENT LIABILITIES,,,,,,,tataconsultancyservices
17,Short Term Borrowings,0.00,0.00,0.00,0.00,0.00,,tataconsultancyservices
18,Trade Payables,10515.00,8045.00,7860.00,6740.00,6292.00,,tataconsultancyservices
19,Other Current Liabilities,32698.00,32895.00,24901.00,20027.00,15553.00,,tataconsultancyservices
20,Short Term Provisions,345.00,1411.00,1394.00,293.00,239.00,,tataconsultancyservices
21,Total Current Liabilities,43558.00,42351.00,34155.00,27060.00,22084.00,,tataconsultancyservices
22,Total Capital And Liabilities,143651.00,141514.00,130759.00,120899.00,114943.00,,tataconsultancyservices
23,ASSETS,,,,,,,tataconsultancyservices
24,NON-CURRENT ASSETS,,,,,,,tataconsultancyservices
25,Tangible Assets,17790.00,18410.00,18743.00,18935.00,10411.00,,tataconsultancyservices
26,Intangible Assets,867.00,1101.00,480.00,283.00,179.00,,tataconsultancyservices
27,Capital Work-In-Progress,1234.00,1205.00,926.00,906.00,963.00,,tataconsultancyservices
28,Fixed Assets,19891.00,20716.00,20149.00,20124.00,11553.00,,tataconsultancyservices
29,Non-Current Investments,266.00,223.00,213.00,216.00,239.00,,tataconsultancyservices
30,Deferred Tax Assets [Net],3307.00,3708.00,3931.00,2828.00,2656.00,,tataconsultancyservices
31,Long Term Loans And Advances,173.00,311.00,29.00,29.00,60.00,,tataconsultancyservices
32,Other Non-Current Assets,7886.00,6459.00,5359.00,5755.00,6604.00,,tataconsultancyservices
33,Total Non-Current Assets,33381.00,33204.00,31479.00,30662.00,22812.00,,tataconsultancyservices
34,CURRENT ASSETS,,,,,,,tataconsultancyservices
35,Current Investments,36897.00,30262.00,29160.00,26140.00,29091.00,,tataconsultancyservices
36,Inventories,28.00,20.00,8.00,5.00,10.00,,tataconsultancyservices
37,Trade Receivables,49954.00,34074.00,30079.00,30532.00,27346.00,,tataconsultancyservices
38,Cash And Cash Equivalents,11032.00,18221.00,9329.00,9666.00,12848.00,,tataconsultancyservices
39,Short Term Loans And Advances,1325.00,6445.00,11472.00,8475.00,8029.00,,tataconsultancyservices
40,OtherCurrentAssets,11034.00,19288.00,19232.00,15419.00,14807.00,,tataconsultancyservices
41,Total Current Assets,110270.00,108310.00,99280.00,90237.00,92131.00,,tataconsultancyservices
42,Total Assets,143651.00,141514.00,130759.00,120899.00,114943.00,,tataconsultancyservices
43,OTHER ADDITIONAL INFORMATION,,,,,,,tataconsultancyservices
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,tataconsultancyservices
45,Contingent Liabilities,2388.00,2298.00,1821.00,2124.00,4516.00,,tataconsultancyservices
46,BONUS DETAILS,,,,,,,tataconsultancyservices
47,Bonus Equity Share Capital,334.35,334.35,338.01,342.58,342.58,,tataconsultancyservices
48,NON-CURRENT INVESTMENTS,,,,,,,tataconsultancyservices
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,29222.00,,tataconsultancyservices
50,Non-Current Investments Unquoted Book Value,36.00,36.00,38.00,42.00,121.00,,tataconsultancyservices
51,CURRENT INVESTMENTS,,,,,,,tataconsultancyservices
52,Current Investments Quoted Market Value,37121.00,30455.00,29356.00,26336.00,0.00,,tataconsultancyservices
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,tataconsultancyservices
0,Balance Sheet of TATA Consumer Products (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,tataconsumerproducts
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,tataconsumerproducts
2,EQUITIES AND LIABILITIES,,,,,,,tataconsumerproducts
